BStock,Buyer,BQty,SStock,Seller,SQty
ACLBSL,--,127,ACLBSL,--,127
ADBL,--,14173,ADBL,--,14173
AHPC,--,62222,AHPC,--,62222
AIL,--,150,AIL,--,150
AKBSL,--,9280,AKBSL,--,9280
AKJCL,--,24553,AKJCL,--,24553
AKPL,--,47189,AKPL,--,47189
ALBSL,--,1373,ALBSL,--,1373
ALICL,--,54943,ALICL,--,54943
API,--,40660,API,--,40660
BARUN,--,72709,BARUN,--,72709
BBC,--,20,BBC,--,20
BFC,--,4812,BFC,--,4812
BHL,--,3270,BHL,--,3270
BNHC,--,3570,BNHC,--,3570
BNT,--,150,BNT,--,150
BPCL,--,4706,BPCL,--,4706
CBBL,--,3584,CBBL,--,3584
CBL,--,23403,CBL,--,23403
CCBL,--,14834,CCBL,--,14834
CFCL,--,5592,CFCL,--,5592
CGH,--,755,CGH,--,755
CHCL,--,22898,CHCL,--,22898
CHDC,--,604,CHDC,--,604
CHL,--,10275,CHL,--,10275
CIT,--,10925,CIT,--,10925
CLBSL,--,1431,CLBSL,--,1431
CMF1,--,12340,CMF1,--,12340
CMF2,--,350,CMF2,--,350
CORBL,--,4038,CORBL,--,4038
CYCL,--,60,CYCL,--,60
CZBIL,--,12132,CZBIL,--,12132
DDBL,--,3775,DDBL,--,3775
DHPL,--,5083,DHPL,--,5083
EBL,--,4109,EBL,--,4109
EDBL,--,2096,EDBL,--,2096
ENL,--,1510,ENL,--,1510
FMDBL,--,7406,FMDBL,--,7406
FOWAD,--,3076,FOWAD,--,3076
GBBL,--,10586,GBBL,--,10586
GBLBS,--,1228,GBLBS,--,1228
GFCL,--,3999,GFCL,--,3999
GHL,--,20244,GHL,--,20244
GIC,--,1409,GIC,--,1409
GILB,--,375,GILB,--,375
GIMES1,--,4500,GIMES1,--,4500
GLBSL,--,30,GLBSL,--,30
GLH,--,2631,GLH,--,2631
GMFBS,--,376,GMFBS,--,376
GMFIL,--,9616,GMFIL,--,9616
GRDBL,--,1264,GRDBL,--,1264
GUFL,--,7795,GUFL,--,7795
GVL,--,11341,GVL,--,11341
GWFD83,--,113,GWFD83,--,113
HBL,--,2288,HBL,--,2288
HDHPC,--,21090,HDHPC,--,21090
HDL,--,7972,HDL,--,7972
HIDCL,--,69110,HIDCL,--,69110
HPPL,--,8909,HPPL,--,8909
HURJA,--,5984,HURJA,--,5984
ICFC,--,12173,ICFC,--,12173
ICFCD83,--,150,ICFCD83,--,150
IGI,--,16787,IGI,--,16787
ILBS,--,1642,ILBS,--,1642
JALPA,--,555,JALPA,--,555
JBBL,--,13299,JBBL,--,13299
JBLB,--,1218,JBLB,--,1218
JFL,--,3206,JFL,--,3206
JOSHI,--,7328,JOSHI,--,7328
JSLBB,--,943,JSLBB,--,943
KBL,--,33781,KBL,--,33781
KEF,--,11300,KEF,--,11300
KKHC,--,5058,KKHC,--,5058
KLBSL,--,100,KLBSL,--,100
KMCDB,--,1653,KMCDB,--,1653
KPCL,--,1580,KPCL,--,1580
KRBL,--,2702,KRBL,--,2702
KSBBL,--,19825,KSBBL,--,19825
