BStock,Buyer,BQty,SStock,Seller,SQty
ACLBSL,--,971,ACLBSL,--,971
ADBL,--,8425,ADBL,--,8425
AHPC,--,18046,AHPC,--,18046
AKJCL,--,7458,AKJCL,--,7458
AKPL,--,14591,AKPL,--,14591
ALBSL,--,1077,ALBSL,--,1077
ALICL,--,12305,ALICL,--,12305
API,--,50086,API,--,50086
AVYAN,--,2150,AVYAN,--,2150
BARUN,--,2614,BARUN,--,2614
BBC,--,50,BBC,--,50
BFC,--,3890,BFC,--,3890
BHDC,--,2100,BHDC,--,2100
BHL,--,1765,BHL,--,1765
BNHC,--,620,BNHC,--,620
BNT,--,190,BNT,--,190
BPCL,--,2211,BPCL,--,2211
CBBL,--,7453,CBBL,--,7453
CCBD88,--,85,CCBD88,--,85
CFCL,--,15978,CFCL,--,15978
CGH,--,601,CGH,--,601
CHCL,--,7720,CHCL,--,7720
CHDC,--,6005,CHDC,--,6005
CHL,--,4003,CHL,--,4003
CIT,--,3331,CIT,--,3331
CLBSL,--,930,CLBSL,--,930
CMF1,--,10640,CMF1,--,10640
CMF2,--,145,CMF2,--,145
CORBL,--,3081,CORBL,--,3081
CZBIL,--,56162,CZBIL,--,56162
DDBL,--,1606,DDBL,--,1606
DHPL,--,1000,DHPL,--,1000
DORDI,--,1600,DORDI,--,1600
EBL,--,15305,EBL,--,15305
EDBL,--,13167,EDBL,--,13167
ENL,--,200,ENL,--,200
FMDBL,--,3436,FMDBL,--,3436
FOWAD,--,2194,FOWAD,--,2194
GBBL,--,22668,GBBL,--,22668
GBD80/81,--,250,GBD80/81,--,250
GBLBS,--,2195,GBLBS,--,2195
GFCL,--,9761,GFCL,--,9761
GHL,--,23953,GHL,--,23953
GILB,--,1051,GILB,--,1051
GIMES1,--,9370,GIMES1,--,9370
GLBSL,--,1342,GLBSL,--,1342
GLH,--,920,GLH,--,920
GMFBS,--,114,GMFBS,--,114
GMFIL,--,3012,GMFIL,--,3012
GRDBL,--,3610,GRDBL,--,3610
GUFL,--,17158,GUFL,--,17158
GVL,--,11675,GVL,--,11675
HBL,--,2850,HBL,--,2850
HDHPC,--,141214,HDHPC,--,141214
HDL,--,6941,HDL,--,6941
HEI,--,11847,HEI,--,11847
HEIP,--,3405,HEIP,--,3405
HHL,--,6228,HHL,--,6228
HIDCL,--,23880,HIDCL,--,23880
HIDCLP,--,26034,HIDCLP,--,26034
HPPL,--,36710,HPPL,--,36710
HURJA,--,8363,HURJA,--,8363
ICFC,--,13741,ICFC,--,13741
IGI,--,3807,IGI,--,3807
ILBS,--,1232,ILBS,--,1232
JALPA,--,6699,JALPA,--,6699
JBBL,--,16827,JBBL,--,16827
JBLB,--,3421,JBLB,--,3421
JFL,--,6096,JFL,--,6096
JOSHI,--,4997,JOSHI,--,4997
JSLBB,--,770,JSLBB,--,770
KBLD86,--,50,KBLD86,--,50
KDBY,--,300,KDBY,--,300
KEF,--,8900,KEF,--,8900
KKHC,--,2641,KKHC,--,2641
KLBSL,--,32,KLBSL,--,32
KMCDB,--,1344,KMCDB,--,1344
KPCL,--,1069,KPCL,--,1069
KRBL,--,12537,KRBL,--,12537
KSBBL,--,7209,KSBBL,--,7209
LBBL,--,24130,LBBL,--,24130
LBL,--,4960,LBL,--,4960
LEC,--,1038,LEC,--,1038
LEMF,--,3215,LEMF,--,3215
LICN,--,3652,LICN,--,3652
LLBS,--,1088,LLBS,--,1088
LUK,--,20175,LUK,--,20175
MBJC,--,5814,MBJC,--,5814
MBL,--,9924,MBL,--,9924
MDB,--,4442,MDB,--,4442
MEN,--,3180,MEN,--,3180
MERO,--,1716,MERO,--,1716
MFIL,--,16221,MFIL,--,16221
MHL,--,2835,MHL,--,2835
MHNL,--,9110,MHNL,--,9110
MKJC,--,2454,MKJC,--,2454
MKLB,--,125,MKLB,--,125
MLBBL,--,70,MLBBL,--,70
MLBL,--,17765,MLBL,--,17765
MLBS,--,300,MLBS,--,300
MLBSL,--,660,MLBSL,--,660
MMF1,--,9700,MMF1,--,9700
MMFDB,--,1142,MMFDB,--,1142
MNBBL,--,3825,MNBBL,--,3825
MPFL,--,3611,MPFL,--,3611
MSLB,--,240,MSLB,--,240
NABBC,--,110,NABBC,--,110
NABIL,--,25278,NABIL,--,25278
