Stock,Buyer,Qty,Stock,Seller,Qty
ACLBSL,1,100,ACLBSL,10,10.0
ACLBSL,13,194,ACLBSL,13,110.0
ACLBSL,14,15,ACLBSL,14,100.0
ACLBSL,16,10,ACLBSL,16,54.0
ACLBSL,17,50,ACLBSL,17,10.0
ACLBSL,19,10,ACLBSL,21,100.0
ACLBSL,22,300,ACLBSL,25,20.0
ACLBSL,25,50,ACLBSL,28,10.0
ACLBSL,26,50,ACLBSL,29,110.0
ACLBSL,28,20,ACLBSL,32,20.0
ACLBSL,3,10,ACLBSL,34,10.0
ACLBSL,32,100,ACLBSL,35,20.0
ACLBSL,33,100,ACLBSL,36,200.0
ACLBSL,34,184,ACLBSL,39,45.0
ACLBSL,35,445,ACLBSL,40,20.0
ACLBSL,38,200,ACLBSL,41,10.0
ACLBSL,4,25,ACLBSL,42,40.0
ACLBSL,40,15,ACLBSL,43,630.0
ACLBSL,41,20,ACLBSL,45,20.0
ACLBSL,42,84,ACLBSL,52,10.0
ACLBSL,43,90,ACLBSL,53,10.0
ACLBSL,45,20,ACLBSL,54,200.0
ACLBSL,49,88,ACLBSL,56,1400.0
ACLBSL,5,50,ACLBSL,57,10.0
ACLBSL,51,42,ACLBSL,7,20.0
ACLBSL,52,27,ADBL,1,815.0
ACLBSL,53,100,ADBL,10,44.0
ACLBSL,54,10,ADBL,11,1100.0
ACLBSL,55,200,ADBL,13,50.0
ACLBSL,57,270,ADBL,14,1993.0
ACLBSL,58,90,ADBL,16,25.0
ACLBSL,6,20,ADBL,17,610.0
ACLBSL,7,200,ADBL,18,100.0
ADBL,1,250,ADBL,19,30.0
ADBL,11,980,ADBL,20,30.0
ADBL,13,100,ADBL,21,650.0
ADBL,14,2340,ADBL,22,1865.0
ADBL,16,635,ADBL,25,1012.0
ADBL,17,3004,ADBL,26,3145.0
ADBL,18,50,ADBL,28,1003.0
ADBL,19,170,ADBL,29,3176.0
ADBL,20,490,ADBL,32,2762.0
ADBL,21,1320,ADBL,33,3600.0
ADBL,22,1690,ADBL,34,573.0
ADBL,25,380,ADBL,35,530.0
