BStock,Buyer,BQty,SStock,Seller,SQty
ACLBSL,--,109,ACLBSL,--,109
ADBL,--,57888,ADBL,--,57888
AHPC,--,23825,AHPC,--,23825
AKJCL,--,12265,AKJCL,--,12265
AKPL,--,36582,AKPL,--,36582
ALBSL,--,50,ALBSL,--,50
ALICL,--,17033,ALICL,--,17033
API,--,41058,API,--,41058
BARUN,--,3170,BARUN,--,3170
BBC,--,19,BBC,--,19
BFC,--,3108,BFC,--,3108
BHL,--,1300,BHL,--,1300
BNHC,--,1415,BNHC,--,1415
BNT,--,40,BNT,--,40
BOKD86,--,50,BOKD86,--,50
BPCL,--,3209,BPCL,--,3209
CBBL,--,2639,CBBL,--,2639
CCBL,--,8328,CCBL,--,8328
CFCL,--,21070,CFCL,--,21070
CGH,--,350,CGH,--,350
CHCL,--,2378,CHCL,--,2378
CHDC,--,5570,CHDC,--,5570
CHL,--,1647,CHL,--,1647
CIT,--,3701,CIT,--,3701
CLBSL,--,480,CLBSL,--,480
CMF1,--,2100,CMF1,--,2100
CMF2,--,2900,CMF2,--,2900
CORBL,--,3965,CORBL,--,3965
CZBIL,--,19789,CZBIL,--,19789
DDBL,--,1302,DDBL,--,1302
DHPL,--,3653,DHPL,--,3653
DORDI,--,7125,DORDI,--,7125
EBL,--,8710,EBL,--,8710
EDBL,--,800,EDBL,--,800
ENL,--,1958,ENL,--,1958
FMDBL,--,13704,FMDBL,--,13704
FOWAD,--,3050,FOWAD,--,3050
GBBD85,--,25,GBBD85,--,25
GBBL,--,7116,GBBL,--,7116
GBLBS,--,885,GBLBS,--,885
GFCL,--,3869,GFCL,--,3869
GHL,--,4505,GHL,--,4505
GILB,--,727,GILB,--,727
GIMES1,--,7500,GIMES1,--,7500
GLBSL,--,172,GLBSL,--,172
GLH,--,3457,GLH,--,3457
GMFBS,--,80,GMFBS,--,80
GMFIL,--,8549,GMFIL,--,8549
GRDBL,--,28,GRDBL,--,28
GUFL,--,26210,GUFL,--,26210
GVL,--,7694,GVL,--,7694
HBL,--,610,HBL,--,610
HDHPC,--,13382,HDHPC,--,13382
HDL,--,6753,HDL,--,6753
HIDCL,--,35880,HIDCL,--,35880
HPPL,--,5999,HPPL,--,5999
HURJA,--,591,HURJA,--,591
ICFC,--,29398,ICFC,--,29398
IGI,--,11726,IGI,--,11726
ILBS,--,182,ILBS,--,182
JALPA,--,2506,JALPA,--,2506
JBBL,--,12815,JBBL,--,12815
JBLB,--,1871,JBLB,--,1871
JFL,--,2041,JFL,--,2041
JOSHI,--,2991,JOSHI,--,2991
JSLBB,--,10,JSLBB,--,10
KBL,--,17967,KBL,--,17967
KEF,--,300,KEF,--,300
KKHC,--,1162,KKHC,--,1162
KLBSL,--,20,KLBSL,--,20
KMCDB,--,2253,KMCDB,--,2253
KPCL,--,627,KPCL,--,627
KRBL,--,3775,KRBL,--,3775
KSBBL,--,4945,KSBBL,--,4945
LBBL,--,9203,LBBL,--,9203
LBL,--,2989,LBL,--,2989
LEC,--,890,LEC,--,890
LEMF,--,9000,LEMF,--,9000
LICN,--,7493,LICN,--,7493
LLBS,--,650,LLBS,--,650
