BStock,Buyer,BQty,SStock,Seller,SQty
AHPC,--,800,AHPC,--,800
AKJCL,--,3220,AKJCL,--,3220
AKPL,--,1980,AKPL,--,1980
API,--,400,API,--,400
BFC,--,420,BFC,--,420
CHL,--,20,CHL,--,20
CIT,--,20,CIT,--,20
CORBL,--,2210,CORBL,--,2210
DDBL,--,200,DDBL,--,200
FMDBL,--,20,FMDBL,--,20
FOWAD,--,20,FOWAD,--,20
GBIME,--,20,GBIME,--,20
GUFL,--,620,GUFL,--,620
GVL,--,40,GVL,--,40
HIDCL,--,40,HIDCL,--,40
ICFC,--,1200,ICFC,--,1200
JALPA,--,40,JALPA,--,40
JBBL,--,2400,JBBL,--,2400
JLI,--,64,JLI,--,64
KSBBL,--,510,KSBBL,--,510
LBBL,--,1000,LBBL,--,1000
LICN,--,180,LICN,--,180
MBJC,--,140,MBJC,--,140
MEGA,--,200,MEGA,--,200
MLBL,--,1200,MLBL,--,1200
MNBBL,--,220,MNBBL,--,220
MPFL,--,2000,MPFL,--,2000
NABIL,--,420,NABIL,--,420
NESDO,--,20,NESDO,--,20
NGPL,--,200,NGPL,--,200
NHPC,--,1200,NHPC,--,1200
NICA,--,200,NICA,--,200
NICL,--,320,NICL,--,320
NIFRA,--,300,NIFRA,--,300
NLBBL,--,20,NLBBL,--,20
NLIC,--,50,NLIC,--,50
NRIC,--,200,NRIC,--,200
NRN,--,340,NRN,--,340
PLI,--,20,PLI,--,20
PMHPL,--,20,PMHPL,--,20
PPCL,--,2200,PPCL,--,2200
PROFL,--,400,PROFL,--,400
PSF,--,200,PSF,--,200
RHPL,--,2000,RHPL,--,2000
RURU,--,60,RURU,--,60
SADBL,--,600,SADBL,--,600
SBL,--,20,SBL,--,20
SCB,--,20,SCB,--,20
SFCL,--,3698,SFCL,--,3698
SHINE,--,20,SHINE,--,20
SHIVM,--,340,SHIVM,--,340
SHPC,--,3800,SHPC,--,3800
SIFC,--,2000,SIFC,--,2000
SLBSL,--,20,SLBSL,--,20
SRBL,--,20,SRBL,--,20
SSHL,--,460,SSHL,--,460
SWMF,--,120,SWMF,--,120
UNHPL,--,1800,UNHPL,--,1800
UPCL,--,420,UPCL,--,420
UPPER,--,10110,UPPER,--,10110
