BStock,Buyer,BQty,SStock,Seller,SQty
ACLBSL,--,436,ACLBSL,--,436
ADBL,--,6925,ADBL,--,6925
AHPC,--,52902,AHPC,--,52902
AIL,--,1119,AIL,--,1119
AKBSL,--,739,AKBSL,--,739
AKJCL,--,22880,AKJCL,--,22880
AKPL,--,34321,AKPL,--,34321
ALBSL,--,280,ALBSL,--,280
ALICL,--,53543,ALICL,--,53543
API,--,27117,API,--,27117
BARUN,--,14476,BARUN,--,14476
BBC,--,310,BBC,--,310
BFC,--,10265,BFC,--,10265
BHL,--,4676,BHL,--,4676
BNHC,--,1390,BNHC,--,1390
BNT,--,40,BNT,--,40
BOKD86,--,25,BOKD86,--,25
BPCL,--,4884,BPCL,--,4884
CBBL,--,6399,CBBL,--,6399
CBL,--,17636,CBL,--,17636
CCBL,--,16056,CCBL,--,16056
CFCL,--,12636,CFCL,--,12636
CGH,--,785,CGH,--,785
CHCL,--,4653,CHCL,--,4653
CHDC,--,3854,CHDC,--,3854
CHL,--,20369,CHL,--,20369
CIT,--,3625,CIT,--,3625
CLBSL,--,2139,CLBSL,--,2139
CMF1,--,711,CMF1,--,711
CORBL,--,8276,CORBL,--,8276
CYCL,--,56,CYCL,--,56
CZBIL,--,13452,CZBIL,--,13452
DDBL,--,2202,DDBL,--,2202
DHPL,--,4774,DHPL,--,4774
EBL,--,8186,EBL,--,8186
EDBL,--,7112,EDBL,--,7112
ENL,--,1350,ENL,--,1350
FMDBL,--,12196,FMDBL,--,12196
FOWAD,--,3794,FOWAD,--,3794
GBBL,--,18797,GBBL,--,18797
GBLBS,--,4428,GBLBS,--,4428
GFCL,--,2605,GFCL,--,2605
GHL,--,6541,GHL,--,6541
GIC,--,910,GIC,--,910
GILB,--,2417,GILB,--,2417
GIMES1,--,6800,GIMES1,--,6800
GLBSL,--,1135,GLBSL,--,1135
GLH,--,3320,GLH,--,3320
GMFBS,--,160,GMFBS,--,160
GMFIL,--,7125,GMFIL,--,7125
GRDBL,--,2912,GRDBL,--,2912
GUFL,--,9965,GUFL,--,9965
GVL,--,8019,GVL,--,8019
HBL,--,3168,HBL,--,3168
HDHPC,--,28843,HDHPC,--,28843
HDL,--,6212,HDL,--,6212
HIDCL,--,41238,HIDCL,--,41238
HPPL,--,2030,HPPL,--,2030
HURJA,--,5626,HURJA,--,5626
ICFC,--,18957,ICFC,--,18957
IGI,--,13754,IGI,--,13754
ILBS,--,1147,ILBS,--,1147
JALPA,--,982,JALPA,--,982
JBBL,--,24069,JBBL,--,24069
JBLB,--,842,JBLB,--,842
JFL,--,6940,JFL,--,6940
JOSHI,--,10170,JOSHI,--,10170
JSLBB,--,186,JSLBB,--,186
KBL,--,25992,KBL,--,25992
KEF,--,1500,KEF,--,1500
KKHC,--,5182,KKHC,--,5182
KLBSL,--,150,KLBSL,--,150
KMCDB,--,4496,KMCDB,--,4496
KPCL,--,2800,KPCL,--,2800
KRBL,--,12263,KRBL,--,12263
KSBBL,--,22594,KSBBL,--,22594
LBBL,--,22728,LBBL,--,22728
LBL,--,10934,LBL,--,10934
LEC,--,1995,LEC,--,1995
LEMF,--,5500,LEMF,--,5500
LGIL,--,13631,LGIL,--,13631
LICN,--,5834,LICN,--,5834
LLBS,--,410,LLBS,--,410
MBJC,--,9737,MBJC,--,9737
MBL,--,11135,MBL,--,11135
MDB,--,8352,MDB,--,8352
MEN,--,16870,MEN,--,16870
MERO,--,1776,MERO,--,1776
MFIL,--,9178,MFIL,--,9178
MHNL,--,9674,MHNL,--,9674
MKJC,--,2379,MKJC,--,2379
MKLB,--,317,MKLB,--,317
MLBBL,--,377,MLBBL,--,377
MLBL,--,23541,MLBL,--,23541
