BStock,Buyer,BQty,SStock,Seller,SQty
ACLBSL,--,69,ACLBSL,--,69
ADBL,--,1448,ADBL,--,1448
AHPC,--,9771,AHPC,--,9771
AKJCL,--,12532,AKJCL,--,12532
AKPL,--,10687,AKPL,--,10687
ALICL,--,2751,ALICL,--,2751
API,--,23639,API,--,23639
BARUN,--,45,BARUN,--,45
BFC,--,1886,BFC,--,1886
BHDC,--,3238,BHDC,--,3238
BHL,--,2010,BHL,--,2010
BNHC,--,1510,BNHC,--,1510
BNT,--,40,BNT,--,40
BOKD86,--,25,BOKD86,--,25
BPCL,--,7026,BPCL,--,7026
CBBL,--,1437,CBBL,--,1437
CBLD88,--,30,CBLD88,--,30
CFCL,--,3127,CFCL,--,3127
CGH,--,250,CGH,--,250
CHCL,--,1033,CHCL,--,1033
CHDC,--,2170,CHDC,--,2170
CHL,--,4819,CHL,--,4819
CIT,--,2714,CIT,--,2714
CLBSL,--,231,CLBSL,--,231
CMF1,--,3100,CMF1,--,3100
CMF2,--,100,CMF2,--,100
CORBL,--,445,CORBL,--,445
CZBIL,--,10700,CZBIL,--,10700
DDBL,--,541,DDBL,--,541
DHPL,--,1098,DHPL,--,1098
DORDI,--,13417,DORDI,--,13417
EBL,--,5095,EBL,--,5095
EDBL,--,2281,EDBL,--,2281
ENL,--,85,ENL,--,85
FMDBL,--,962,FMDBL,--,962
FOWAD,--,1954,FOWAD,--,1954
GBBL,--,10524,GBBL,--,10524
GBLBS,--,790,GBLBS,--,790
GFCL,--,6765,GFCL,--,6765
GHL,--,8624,GHL,--,8624
GILB,--,630,GILB,--,630
GIMES1,--,650,GIMES1,--,650
GLBSL,--,332,GLBSL,--,332
GLH,--,315,GLH,--,315
GMFBS,--,20,GMFBS,--,20
GMFIL,--,610,GMFIL,--,610
GRDBL,--,1041,GRDBL,--,1041
GUFL,--,5502,GUFL,--,5502
GVL,--,1480,GVL,--,1480
HBL,--,769,HBL,--,769
HDHPC,--,9274,HDHPC,--,9274
HDL,--,17663,HDL,--,17663
HEI,--,3852,HEI,--,3852
HHL,--,30253,HHL,--,30253
HIDCL,--,43360,HIDCL,--,43360
HPPL,--,300,HPPL,--,300
HURJA,--,1310,HURJA,--,1310
ICFC,--,5225,ICFC,--,5225
