0,1,2,3,4,5
MBL,--,--,211,,
LBL,--,--,50,,
NRN,--,--,500,,
HDL,--,--,30,,
CZBIL,--,--,897,,
CZBIL,--,--,103,,
CZBIL,--,--,1000,,
NTC,--,--,10,,
AKJCL,--,--,300,,
MNBBL,--,--,20,,
MNBBL,--,--,50,,
MNBBL,--,--,16,,
NHPC,--,--,160,,
MDB,--,--,100,,
LBBL,--,--,270,,
LBBL,--,--,30,,
UPCL,--,--,200,,
UPCL,--,--,285,,
CBBL,--,--,13,,
JOSHI,--,--,300,,
UPPER,--,--,32,,
UPPER,--,--,68,,
NHPC,--,--,45,,
NHPC,--,--,30,,
BARUN,--,--,350,,
NIFRA,--,--,64,,
NIFRA,--,--,14,,
NIFRA,--,--,13,,
SAHAS,--,--,10,,
SHIVM,--,--,10,,
MFIL,--,--,10,,
ULBSL,--,--,10,,
SHINE,--,--,200,,
SHINE,--,--,200,,
GBBL,--,--,100,,
UPCL,--,--,500,,
STC,--,--,10,,
GILB,--,--,13,,
GILB,--,--,10,,
BARUN,--,--,90,,
CZBIL,--,--,510,,
PRVU,--,--,150,,
PRVU,--,--,500,,
PRVU,--,--,100,,
PRVU,--,--,100,,
PRVU,--,--,50,,
PRVU,--,--,100,,
AKJCL,--,--,200,,
NBL,--,--,500,,
NIFRA,--,--,10,,
UPPER,--,--,58,,
JOSHI,--,--,50,,
AHPC,--,--,10,,
ENL,--,--,10,,
CBL,--,--,100,,
ICFC,--,--,900,,
NHPC,--,--,10,,
CCBL,--,--,10,,
HDL,--,--,10,,
HDL,--,--,55,,
HDL,--,--,163,,
NICA,--,--,20,,
NICA,--,--,25,,
NICA,--,--,10,,
HDL,--,--,10,,
RFPL,--,--,10,,
CZBIL,--,--,200,,
DDBL,--,--,30,,
DDBL,--,--,50,,
DDBL,--,--,20,,
STC,--,--,10,,
NICL,--,--,350,,
NICL,--,--,25,,
NICL,--,--,50,,
NICL,--,--,20,,
NICL,--,--,100,,
NICL,--,--,50,,
GRDBL,--,--,20,,
JBLB,--,--,10,,
HDL,--,--,37,,
HDL,--,--,10,,
HDHPC,--,--,500,,
PFL,--,--,200,,
PFL,--,--,200,,
PFL,--,--,20,,
PFL,--,--,105,,
PFL,--,--,100,,
PFL,--,--,12,,
NHPC,--,--,386,,
LICN,--,--,10,,
LICN,--,--,10,,
MKJC,--,--,10,,
UPCL,--,--,215,,
UPCL,--,--,85,,
NIFRA,--,--,24,,
NIFRA,--,--,30,,
GVL,--,--,10,,
RFPL,--,--,15,,
ICFC,--,--,100,,
MLBL,--,--,100,,
MLBL,--,--,20,,
SPDL,--,--,885,,
CORBL,--,--,10,,
CORBL,--,--,90,,
SPDL,--,--,15,,
NRIC,--,--,100,,
NRN,--,--,100,,
SANIMA,--,--,20,,
SANIMA,--,--,50,,
SANIMA,--,--,20,,
SANIMA,--,--,500,,
SANIMA,--,--,40,,
SANIMA,--,--,50,,
SANIMA,--,--,500,,
SANIMA,--,--,950,,
SANIMA,--,--,1000,,
SANIMA,--,--,100,,
SANIMA,--,--,2000,,
SANIMA,--,--,84,,
SANIMA,--,--,300,,
SANIMA,--,--,50,,
SANIMA,--,--,50,,
SANIMA,--,--,150,,
SANIMA,--,--,37,,
NICBF,--,--,4000,,
CCBL,--,--,25,,
JBLB,--,--,20,,
MEN,--,--,10,,
NICA,--,--,20,,
NABIL,--,--,50,,
CHL,--,--,10,,
SICL,--,--,10,,
SAPDBL,--,--,80,,
PLI,--,--,10,,
HDL,--,--,40,,
NGPL,--,--,30,,
NIL,--,--,30,,
AHPC,--,--,132,,
JBBL,--,--,400,,
API,--,--,50,,
API,--,--,50,,
API,--,--,100,,
UMHL,--,--,75,,
UMHL,--,--,25,,
NRN,--,--,20,,
NYADI,--,--,132,,
UNHPL,--,--,175,,
SHPC,--,--,110,,
NYADI,--,--,13,,
RMDC,--,--,100,,
