BStock,Buyer,BQty,SStock,Seller,SQty
ACLBSL,--,634,ACLBSL,--,634
ADBL,--,12559,ADBL,--,12559
AHPC,--,56676,AHPC,--,56676
AKJCL,--,20409,AKJCL,--,20409
AKPL,--,81289,AKPL,--,81289
ALBSL,--,1454,ALBSL,--,1454
ALICL,--,19198,ALICL,--,19198
API,--,79464,API,--,79464
BARUN,--,37840,BARUN,--,37840
BBC,--,140,BBC,--,140
BFC,--,12342,BFC,--,12342
BHL,--,1940,BHL,--,1940
BNHC,--,785,BNHC,--,785
BOKD86,--,70,BOKD86,--,70
BPCL,--,2132,BPCL,--,2132
CBBL,--,8961,CBBL,--,8961
CCBL,--,25042,CCBL,--,25042
CFCL,--,8628,CFCL,--,8628
CGH,--,980,CGH,--,980
CHCL,--,4990,CHCL,--,4990
CHDC,--,5243,CHDC,--,5243
CHL,--,5876,CHL,--,5876
CIT,--,5007,CIT,--,5007
CLBSL,--,596,CLBSL,--,596
CLBSLP,--,21000,CLBSLP,--,21000
CMF1,--,9985,CMF1,--,9985
CMF2,--,500,CMF2,--,500
CORBL,--,2530,CORBL,--,2530
CZBIL,--,18642,CZBIL,--,18642
DDBL,--,4460,DDBL,--,4460
DHPL,--,2313,DHPL,--,2313
DORDI,--,17330,DORDI,--,17330
EBL,--,15439,EBL,--,15439
EDBL,--,3782,EDBL,--,3782
ENL,--,9380,ENL,--,9380
FMDBL,--,12202,FMDBL,--,12202
FOWAD,--,5046,FOWAD,--,5046
GBBL,--,18329,GBBL,--,18329
GBLBS,--,2886,GBLBS,--,2886
GFCL,--,27437,GFCL,--,27437
GHL,--,3889,GHL,--,3889
GILB,--,1927,GILB,--,1927
GIMES1,--,24339,GIMES1,--,24339
GLBSL,--,142,GLBSL,--,142
GLH,--,2215,GLH,--,2215
GMFBS,--,128,GMFBS,--,128
GMFIL,--,8592,GMFIL,--,8592
GRDBL,--,1307,GRDBL,--,1307
GUFL,--,13060,GUFL,--,13060
GVL,--,7920,GVL,--,7920
HBL,--,8590,HBL,--,8590
HDHPC,--,24871,HDHPC,--,24871
HDL,--,12199,HDL,--,12199
HIDCL,--,39860,HIDCL,--,39860
HPPL,--,5998,HPPL,--,5998
HURJA,--,2642,HURJA,--,2642
ICFC,--,14285,ICFC,--,14285
ICFCD83,--,25,ICFCD83,--,25
IGI,--,14365,IGI,--,14365
ILBS,--,1723,ILBS,--,1723
JALPA,--,1562,JALPA,--,1562
JBBL,--,34158,JBBL,--,34158
JBBLPO,--,7335,JBBLPO,--,7335
JBLB,--,3564,JBLB,--,3564
JFL,--,5555,JFL,--,5555
JOSHI,--,3872,JOSHI,--,3872
JSLBB,--,264,JSLBB,--,264
KBL,--,57152,KBL,--,57152
KBLD86,--,30,KBLD86,--,30
KKHC,--,2550,KKHC,--,2550
KLBSL,--,125,KLBSL,--,125
KLBSLP,--,9000,KLBSLP,--,9000
KMCDB,--,2823,KMCDB,--,2823
KPCL,--,1202,KPCL,--,1202
KRBL,--,6621,KRBL,--,6621
KSBBL,--,22148,KSBBL,--,22148
LBBL,--,16766,LBBL,--,16766
LBL,--,9938,LBL,--,9938
LEC,--,3830,LEC,--,3830
LEMF,--,3500,LEMF,--,3500
LICN,--,5439,LICN,--,5439
LLBS,--,2011,LLBS,--,2011
LUK,--,1700,LUK,--,1700
MBJC,--,5306,MBJC,--,5306
MBL,--,35570,MBL,--,35570
MDB,--,5241,MDB,--,5241
MEN,--,224,MEN,--,224
MERO,--,1054,MERO,--,1054
MFIL,--,6660,MFIL,--,6660
MHNL,--,7575,MHNL,--,7575
MKJC,--,4074,MKJC,--,4074
MKLB,--,181,MKLB,--,181
MLBBL,--,627,MLBBL,--,627
MLBL,--,29195,MLBL,--,29195
MLBS,--,520,MLBS,--,520
MLBSL,--,542,MLBSL,--,542
MMF1,--,14245,MMF1,--,14245
MMFDB,--,1141,MMFDB,--,1141
MNBBL,--,27654,MNBBL,--,27654
MPFL,--,3871,MPFL,--,3871
MSLB,--,174,MSLB,--,174
NABBC,--,150,NABBC,--,150
NABIL,--,25676,NABIL,--,25676
NBF2,--,3100,NBF2,--,3100
NBF3,--,26706,NBF3,--,26706
NBL,--,56434,NBL,--,56434
NBLD85,--,10,NBLD85,--,10
NCCB,--,31101,NCCB,--,31101
NEF,--,13031,NEF,--,13031
NESDO,--,2683,NESDO,--,2683
NFS,--,6399,NFS,--,6399
NGPL,--,24147,NGPL,--,24147
NHDL,--,1583,NHDL,--,1583
NHPC,--,54795,NHPC,--,54795
NIBLPF,--,18861,NIBLPF,--,18861
NIBSF2,--,2333,NIBSF2,--,2333
NICA,--,55905,NICA,--,55905
NICGF,--,11300,NICGF,--,11300
NICL,--,6862,NICL,--,6862
NICLBSL,--,4149,NICLBSL,--,4149
NICSF,--,7779,NICSF,--,7779
NIFRA,--,52454,NIFRA,--,52454
NIL,--,4465,NIL,--,4465
NLBBL,--,2471,NLBBL,--,2471
NLG,--,1369,NLG,--,1369
NLIC,--,16426,NLIC,--,16426
NLICL,--,11790,NLICL,--,11790
NMB,--,14188,NMB,--,14188
NMB50,--,2000,NMB50,--,2000
NMBMF,--,1098,NMBMF,--,1098
NMFBS,--,1339,NMFBS,--,1339
NRIC,--,13383,NRIC,--,13383
NRN,--,11930,NRN,--,11930
NSLB,--,576,NSLB,--,576
NTC,--,37479,NTC,--,37479
NUBL,--,12007,NUBL,--,12007
NYADI,--,1663,NYADI,--,1663
OHL,--,2261,OHL,--,2261
