Stock,Buyer,Qty,Stock,Seller,Qty
ACLBSL,10,10,ACLBSL,1,10.0
ACLBSL,19,10,ACLBSL,10,100.0
ACLBSL,25,10,ACLBSL,13,20.0
ACLBSL,28,30,ACLBSL,14,10.0
ACLBSL,29,110,ACLBSL,16,30.0
ACLBSL,3,1140,ACLBSL,19,10.0
ACLBSL,33,40,ACLBSL,26,10.0
ACLBSL,34,110,ACLBSL,28,10.0
ACLBSL,35,20,ACLBSL,29,50.0
ACLBSL,38,90,ACLBSL,3,160.0
ACLBSL,39,10,ACLBSL,34,20.0
ACLBSL,40,220,ACLBSL,36,10.0
ACLBSL,41,183,ACLBSL,38,420.0
ACLBSL,45,247,ACLBSL,39,20.0
ACLBSL,47,65,ACLBSL,41,20.0
ACLBSL,49,100,ACLBSL,43,150.0
ACLBSL,5,30,ACLBSL,44,50.0
ACLBSL,50,50,ACLBSL,45,60.0
ACLBSL,51,30,ACLBSL,47,60.0
ACLBSL,52,30,ACLBSL,48,10.0
ACLBSL,54,10,ACLBSL,49,10.0
ACLBSL,56,320,ACLBSL,50,400.0
ACLBSL,57,180,ACLBSL,51,10.0
ACLBSL,58,275,ACLBSL,52,350.0
ACLBSL,6,10,ACLBSL,53,1200.0
ACLBSL,7,20,ACLBSL,54,100.0
ADBL,1,465,ACLBSL,57,20.0
ADBL,10,320,ACLBSL,58,10.0
ADBL,11,1165,ACLBSL,59,10.0
ADBL,13,20,ACLBSL,8,10.0
ADBL,14,4515,ADBL,1,270.0
ADBL,16,433,ADBL,10,653.0
ADBL,17,2880,ADBL,11,100.0
ADBL,18,300,ADBL,13,276.0
ADBL,19,2989,ADBL,14,4953.0
ADBL,20,210,ADBL,16,1845.0
ADBL,21,2068,ADBL,17,1095.0
ADBL,22,650,ADBL,18,2000.0
ADBL,25,1100,ADBL,19,330.0
ADBL,26,904,ADBL,20,300.0
ADBL,28,1260,ADBL,21,1526.0
ADBL,29,1192,ADBL,22,1636.0
ADBL,3,1500,ADBL,25,100.0
ADBL,32,2292,ADBL,26,2544.0
ADBL,33,6438,ADBL,28,1165.0
ADBL,34,3178,ADBL,29,105.0
ADBL,35,2826,ADBL,3,660.0
ADBL,36,1666,ADBL,32,1384.0
ADBL,37,400,ADBL,33,2290.0
