BStock,Buyer,BQty,SStock,Seller,SQty
ACLBSL,--,70,ACLBSL,--,70
ADBL,--,4196,ADBL,--,4196
AHPC,--,14669,AHPC,--,14669
AKJCL,--,3225,AKJCL,--,3225
AKPL,--,7279,AKPL,--,7279
ALBSL,--,150,ALBSL,--,150
ALICL,--,1378,ALICL,--,1378
API,--,33411,API,--,33411
AVYAN,--,6590,AVYAN,--,6590
BARUN,--,2460,BARUN,--,2460
BFC,--,40,BFC,--,40
BHDC,--,420,BHDC,--,420
BHL,--,1980,BHL,--,1980
BNHC,--,20,BNHC,--,20
BNT,--,20,BNT,--,20
BPCL,--,432,BPCL,--,432
CBBL,--,1739,CBBL,--,1739
CFCL,--,4191,CFCL,--,4191
CGH,--,215,CGH,--,215
CHCL,--,1661,CHCL,--,1661
CHDC,--,626,CHDC,--,626
CHL,--,1908,CHL,--,1908
CIT,--,2239,CIT,--,2239
CLBSL,--,292,CLBSL,--,292
CMF2,--,1300,CMF2,--,1300
CORBL,--,410,CORBL,--,410
CZBIL,--,18303,CZBIL,--,18303
DDBL,--,143,DDBL,--,143
DHPL,--,959,DHPL,--,959
DORDI,--,735,DORDI,--,735
EBL,--,3381,EBL,--,3381
EDBL,--,1735,EDBL,--,1735
ENL,--,410,ENL,--,410
FMDBL,--,3066,FMDBL,--,3066
FOWAD,--,1861,FOWAD,--,1861
GBBD85,--,125,GBBD85,--,125
GBBL,--,8236,GBBL,--,8236
GBLBS,--,547,GBLBS,--,547
GFCL,--,4590,GFCL,--,4590
GHL,--,6615,GHL,--,6615
GILB,--,623,GILB,--,623
GIMES1,--,12300,GIMES1,--,12300
GLBSL,--,40,GLBSL,--,40
GLH,--,1360,GLH,--,1360
GMFIL,--,1667,GMFIL,--,1667
GRDBL,--,520,GRDBL,--,520
GUFL,--,11541,GUFL,--,11541
GVL,--,4970,GVL,--,4970
HBL,--,826,HBL,--,826
HDHPC,--,11073,HDHPC,--,11073
HDL,--,2692,HDL,--,2692
HEI,--,4829,HEI,--,4829
HEIP,--,30,HEIP,--,30
HHL,--,510,HHL,--,510
HIDCL,--,13548,HIDCL,--,13548
HIDCLP,--,6450,HIDCLP,--,6450
HPPL,--,2540,HPPL,--,2540
HURJA,--,880,HURJA,--,880
ICFC,--,3394,ICFC,--,3394
IGI,--,3626,IGI,--,3626
ILBS,--,106,ILBS,--,106
JALPA,--,390,JALPA,--,390
JBBL,--,10863,JBBL,--,10863
JBLB,--,1030,JBLB,--,1030
JFL,--,942,JFL,--,942
JOSHI,--,5100,JOSHI,--,5100
JSLBB,--,10,JSLBB,--,10
KDBY,--,1700,KDBY,--,1700
KKHC,--,2465,KKHC,--,2465
KLBSL,--,86,KLBSL,--,86
KMCDB,--,34,KMCDB,--,34
