BStock,Buyer,BQty,SStock,Seller,SQty
ACLBSL,14,50,ACLBSL,1,10.0
ACLBSL,17,100,ACLBSL,13,32.0
ACLBSL,32,11,ACLBSL,21,11.0
ACLBSL,35,50,ACLBSL,22,198.0
ACLBSL,37,43,ACLBSL,32,44.0
ACLBSL,38,11,ACLBSL,40,40.0
ACLBSL,40,11,ACLBSL,44,116.0
ACLBSL,42,10,ACLBSL,45,11.0
ACLBSL,43,20,ACLBSL,47,20.0
ACLBSL,45,10,ACLBSL,57,11.0
ACLBSL,49,50,ACLBSL,58,11.0
ACLBSL,5,26,ACLBSL,7,11.0
ACLBSL,57,90,ADBL,1,360.0
ACLBSL,58,11,ADBL,11,60.0
ACLBSL,8,22,ADBL,14,50.0
ADBL,1,777,ADBL,16,21.0
ADBL,11,275,ADBL,17,132.0
ADBL,14,680,ADBL,19,65.0
ADBL,16,49,ADBL,22,575.0
ADBL,17,496,ADBL,25,183.0
ADBL,18,30,ADBL,26,161.0
ADBL,19,60,ADBL,29,1139.0
ADBL,20,100,ADBL,3,171.0
ADBL,21,62,ADBL,32,1296.0
ADBL,22,815,ADBL,33,18.0
ADBL,25,30,ADBL,34,220.0
ADBL,26,580,ADBL,35,276.0
ADBL,28,669,ADBL,36,180.0
ADBL,29,300,ADBL,38,662.0
ADBL,32,200,ADBL,39,780.0
ADBL,33,75,ADBL,4,60.0
ADBL,34,235,ADBL,40,210.0
ADBL,35,200,ADBL,41,150.0
ADBL,36,100,ADBL,42,383.0
ADBL,37,90,ADBL,44,249.0
ADBL,38,213,ADBL,45,528.0
ADBL,4,160,ADBL,48,500.0
ADBL,41,446,ADBL,49,603.0
ADBL,42,431,ADBL,50,300.0
ADBL,43,150,ADBL,51,1640.0
ADBL,44,185,ADBL,52,653.0
ADBL,45,1131,ADBL,55,24.0
ADBL,46,175,ADBL,56,151.0
ADBL,48,80,ADBL,57,168.0
ADBL,49,660,ADBL,58,194.0
ADBL,5,100,ADBL,6,120.0
ADBL,50,11,ADBL,7,150.0
ADBL,51,20,ADBL,8,600.0
ADBL,52,214,AHPC,1,43.0
ADBL,53,263,AHPC,11,200.0
ADBL,54,248,AHPC,13,1000.0
ADBL,55,283,AHPC,14,3355.0
ADBL,56,40,AHPC,16,1200.0
ADBL,57,615,AHPC,17,1010.0
ADBL,58,708,AHPC,18,1000.0
ADBL,59,519,AHPC,19,265.0
ADBL,6,500,AHPC,20,670.0
ADBL,7,40,AHPC,21,1765.0
ADBL,8,17,AHPC,22,1500.0
AHPC,1,1520,AHPC,25,1489.0
AHPC,10,750,AHPC,26,11500.0
AHPC,11,1050,AHPC,28,30174.0
AHPC,13,1360,AHPC,29,325.0
AHPC,14,890,AHPC,3,2350.0
AHPC,16,2335,AHPC,32,11329.0
AHPC,17,2420,AHPC,33,100.0
AHPC,18,250,AHPC,34,136.0
AHPC,19,2465,AHPC,35,192.0
AHPC,20,1015,AHPC,36,10.0
AHPC,21,1410,AHPC,37,440.0
AHPC,22,2195,AHPC,38,4645.0
AHPC,25,200,AHPC,39,1270.0
AHPC,26,185,AHPC,4,100.0
AHPC,28,4120,AHPC,40,2100.0
AHPC,29,2460,AHPC,42,4230.0
AHPC,3,370,AHPC,43,2015.0
AHPC,32,5077,AHPC,44,210.0
AHPC,33,2250,AHPC,45,2420.0
AHPC,34,1559,AHPC,46,1000.0
AHPC,35,2355,AHPC,47,3000.0
AHPC,36,580,AHPC,48,2135.0
AHPC,37,457,AHPC,49,9292.0
AHPC,38,2840,AHPC,5,400.0
AHPC,39,1300,AHPC,50,1350.0
AHPC,4,190,AHPC,51,410.0
AHPC,41,1550,AHPC,52,1214.0
AHPC,42,1580,AHPC,53,1000.0
AHPC,43,1414,AHPC,54,415.0
AHPC,44,1530,AHPC,55,630.0
AHPC,45,2200,AHPC,56,1570.0
AHPC,46,1100,AHPC,57,1810.0
AHPC,47,920,AHPC,58,6430.0
AHPC,48,3100,AHPC,59,700.0
AHPC,49,4045,AHPC,6,249.0
AHPC,5,1260,AHPC,7,785.0
AHPC,50,1600,AIL,10,10.0
AHPC,51,117,AIL,13,50.0
AHPC,52,8950,AIL,18,70.0
AHPC,53,3510,AIL,20,1000.0
AHPC,54,175,AIL,21,10.0
AHPC,55,2160,AIL,22,10.0
AHPC,56,1450,AIL,26,210.0
AHPC,57,3100,AIL,28,60.0
AHPC,58,28317,AIL,32,110.0
AHPC,59,3114,AIL,36,10.0
AHPC,6,540,AIL,38,70.0
AHPC,7,3550,AIL,39,10.0
AHPC,8,2548,AIL,4,30.0
AIL,1,50,AIL,40,120.0
AIL,11,100,AIL,41,10.0
AIL,13,215,AIL,42,100.0
AIL,14,110,AIL,44,20.0
AIL,16,30,AIL,45,50.0
AIL,17,10,AIL,48,210.0
AIL,19,200,AIL,49,130.0
AIL,21,200,AIL,50,2765.0
AIL,22,10,AIL,51,10.0
AIL,26,100,AIL,55,160.0
AIL,28,20,AIL,57,10.0
AIL,29,10,AIL,58,98.0
AIL,32,20,AIL,6,50.0
AIL,34,450,AKJCL,1,1010.0
AIL,36,10,AKJCL,13,930.0
AIL,37,50,AKJCL,14,2100.0
AIL,38,788,AKJCL,16,2685.0
AIL,41,870,AKJCL,19,650.0
AIL,42,220,AKJCL,21,850.0
AIL,43,90,AKJCL,25,660.0
AIL,44,70,AKJCL,26,400.0
AIL,45,680,AKJCL,28,500.0
AIL,47,10,AKJCL,32,280.0
AIL,48,10,AKJCL,33,570.0
AIL,50,100,AKJCL,34,3116.0
AIL,53,30,AKJCL,36,50.0
AIL,54,80,AKJCL,38,4570.0
AIL,56,20,AKJCL,4,100.0
AIL,57,560,AKJCL,41,20.0
AIL,58,170,AKJCL,42,1175.0
AIL,6,100,AKJCL,44,500.0
AKJCL,1,10,AKJCL,45,2621.0
AKJCL,11,2600,AKJCL,47,730.0
AKJCL,13,510,AKJCL,48,200.0
AKJCL,14,1040,AKJCL,49,1662.0
AKJCL,16,500,AKJCL,5,276.0
AKJCL,17,472,AKJCL,51,263.0
AKJCL,18,50,AKJCL,54,50.0
AKJCL,19,696,AKJCL,55,30.0
AKJCL,20,110,AKJCL,57,1391.0
AKJCL,21,310,AKJCL,58,2109.0
AKJCL,22,500,AKJCL,6,150.0
AKJCL,25,760,AKJCL,7,270.0
AKJCL,26,1000,AKPL,1,40.0
AKJCL,28,1700,AKPL,13,200.0
AKJCL,29,200,AKPL,14,1057.0
AKJCL,3,100,AKPL,16,250.0
AKJCL,32,755,AKPL,17,385.0
AKJCL,34,1600,AKPL,18,500.0
AKJCL,35,145,AKPL,19,130.0
AKJCL,36,800,AKPL,21,633.0
AKJCL,37,300,AKPL,22,700.0
AKJCL,38,220,AKPL,26,976.0
AKJCL,39,2025,AKPL,28,10.0
AKJCL,4,78,AKPL,29,258.0
AKJCL,40,500,AKPL,3,550.0
AKJCL,41,227,AKPL,32,410.0
AKJCL,42,1366,AKPL,33,700.0
AKJCL,44,100,AKPL,34,3501.0
AKJCL,45,925,AKPL,35,1557.0
AKJCL,46,125,AKPL,36,1212.0
AKJCL,47,55,AKPL,38,720.0
AKJCL,48,135,AKPL,39,25.0
AKJCL,49,1010,AKPL,40,281.0
AKJCL,50,1070,AKPL,42,434.0
AKJCL,51,30,AKPL,43,158.0
AKJCL,52,1210,AKPL,45,566.0
AKJCL,53,146,AKPL,47,300.0
AKJCL,54,1250,AKPL,48,1759.0
AKJCL,55,800,AKPL,49,7391.0
AKJCL,56,367,AKPL,5,150.0
AKJCL,57,1995,AKPL,50,1410.0
AKJCL,58,886,AKPL,51,99.0
AKJCL,59,520,AKPL,52,100.0
AKJCL,6,560,AKPL,53,200.0
AKJCL,7,160,AKPL,54,345.0
AKPL,1,610,AKPL,55,1197.0
AKPL,10,300,AKPL,56,122.0
AKPL,11,395,AKPL,57,3737.0
AKPL,13,100,AKPL,58,20.0
AKPL,14,125,AKPL,59,317.0
AKPL,16,425,ALBSL,14,329.0
AKPL,17,925,ALBSL,19,16.0
AKPL,18,571,ALBSL,20,297.0
AKPL,19,146,ALBSL,28,10.0
AKPL,20,115,ALBSL,29,21.0
AKPL,21,80,ALBSL,32,26.0
AKPL,22,1081,ALBSL,35,32.0
AKPL,25,1208,ALBSL,36,45.0
AKPL,26,1400,ALBSL,38,16.0
AKPL,28,1000,ALBSL,42,10.0
AKPL,29,10,ALBSL,45,216.0
AKPL,3,210,ALBSL,56,41.0
AKPL,32,50,ALBSL,57,53.0
AKPL,33,420,ALBSL,58,85.0
AKPL,34,2950,ALBSL,6,16.0
AKPL,35,1151,ALBSL,7,32.0
AKPL,36,86,ALICL,13,25.0
AKPL,37,14,ALICL,16,2967.0
AKPL,38,550,ALICL,22,175.0
AKPL,39,350,ALICL,26,100.0
AKPL,4,90,ALICL,28,50.0
AKPL,41,1200,ALICL,29,55.0
AKPL,42,893,ALICL,32,300.0
AKPL,43,166,ALICL,33,1115.0
AKPL,44,480,ALICL,35,50.0
AKPL,45,2742,ALICL,39,50.0
AKPL,46,335,ALICL,41,20.0
AKPL,47,140,ALICL,42,444.0
AKPL,48,1300,ALICL,43,6665.0
AKPL,49,792,ALICL,46,241.0
AKPL,5,60,ALICL,47,156.0
AKPL,50,1235,ALICL,48,757.0
AKPL,52,710,ALICL,49,100.0
AKPL,53,1291,ALICL,51,100.0
AKPL,54,250,ALICL,53,170.0
AKPL,55,655,ALICL,55,2780.0
AKPL,56,752,ALICL,57,20.0
AKPL,57,1132,ALICL,58,120.0
AKPL,58,2365,ALICL,7,130.0
AKPL,59,200,API,1,1852.0
AKPL,6,950,API,10,335.0
AKPL,7,390,API,11,150.0
ALBSL,1,200,API,13,3100.0
ALBSL,14,375,API,14,1905.0
ALBSL,19,46,API,16,400.0
ALBSL,20,20,API,17,500.0
ALBSL,21,64,API,19,1750.0
ALBSL,22,20,API,20,1600.0
ALBSL,26,10,API,21,589.0
ALBSL,29,35,API,22,1600.0
ALBSL,32,6,API,25,2300.0
ALBSL,34,40,API,26,1500.0
ALBSL,35,10,API,28,70.0
ALBSL,36,24,API,29,50.0
ALBSL,38,110,API,3,200.0
ALBSL,4,13,API,32,3852.0
ALBSL,41,10,API,33,1368.0
ALBSL,42,24,API,34,7294.0
ALBSL,43,10,API,35,6894.0
ALBSL,45,18,API,36,10.0
ALBSL,49,10,API,37,410.0
ALBSL,5,10,API,38,2689.0
ALBSL,50,50,API,39,970.0
ALBSL,51,10,API,40,200.0
ALBSL,54,10,API,41,3050.0
ALBSL,56,10,API,42,2424.0
ALBSL,6,10,API,43,3431.0
ALBSL,7,100,API,44,21063.0
ALICL,1,50,API,45,8800.0
ALICL,10,10,API,46,25.0
ALICL,11,10,API,47,1470.0
ALICL,13,1128,API,48,541.0
ALICL,14,1250,API,49,3563.0
ALICL,16,36,API,5,120.0
ALICL,17,150,API,51,1160.0
ALICL,18,1654,API,52,1614.0
ALICL,19,1060,API,53,75.0
ALICL,20,60,API,54,21.0
ALICL,21,160,API,55,960.0
ALICL,22,750,API,57,2100.0
ALICL,25,10,API,58,3484.0
ALICL,26,220,API,59,1600.0
ALICL,28,210,API,6,10.0
ALICL,3,140,API,7,50.0
ALICL,32,270,API,8,500.0
ALICL,33,170,BARUN,1,255.0
ALICL,34,951,BARUN,10,550.0
ALICL,35,20,BARUN,11,280.0
ALICL,38,120,BARUN,13,2055.0
ALICL,4,110,BARUN,14,965.0
