BStock,Buyer,BQty,SStock,Seller,SQty
ACLBSL,--,870,ACLBSL,--,870
ADBL,--,6952,ADBL,--,6952
AHPC,--,69784,AHPC,--,69784
AKJCL,--,24152,AKJCL,--,24152
AKPL,--,76249,AKPL,--,76249
ALBSL,--,1144,ALBSL,--,1144
ALICL,--,22782,ALICL,--,22782
API,--,115479,API,--,115479
BARUN,--,21056,BARUN,--,21056
BBC,--,90,BBC,--,90
BFC,--,17047,BFC,--,17047
BHL,--,9111,BHL,--,9111
BNHC,--,2631,BNHC,--,2631
BNT,--,160,BNT,--,160
BOKD86,--,40,BOKD86,--,40
BPCL,--,4710,BPCL,--,4710
CBBL,--,7736,CBBL,--,7736
CCBL,--,17597,CCBL,--,17597
CFCL,--,21988,CFCL,--,21988
CGH,--,2392,CGH,--,2392
CHCL,--,10300,CHCL,--,10300
CHDC,--,15926,CHDC,--,15926
CHL,--,7000,CHL,--,7000
CIT,--,9340,CIT,--,9340
CLBSL,--,3225,CLBSL,--,3225
CMF1,--,62800,CMF1,--,62800
CMF2,--,19550,CMF2,--,19550
CORBL,--,4154,CORBL,--,4154
CZBIL,--,18054,CZBIL,--,18054
DDBL,--,2790,DDBL,--,2790
DHPL,--,7044,DHPL,--,7044
DORDI,--,10200,DORDI,--,10200
EBL,--,34589,EBL,--,34589
EDBL,--,7077,EDBL,--,7077
ENL,--,7202,ENL,--,7202
FMDBL,--,17422,FMDBL,--,17422
FOWAD,--,5138,FOWAD,--,5138
GBBL,--,16006,GBBL,--,16006
GBD80/81,--,1810,GBD80/81,--,1810
GBILD86/87,--,200,GBILD86/87,--,200
GBLBS,--,37148,GBLBS,--,37148
GFCL,--,21883,GFCL,--,21883
GHL,--,20040,GHL,--,20040
GILB,--,1117,GILB,--,1117
GIMES1,--,85140,GIMES1,--,85140
GLBSL,--,584,GLBSL,--,584
GLH,--,14400,GLH,--,14400
GMFBS,--,167,GMFBS,--,167
GMFIL,--,39420,GMFIL,--,39420
GRDBL,--,3676,GRDBL,--,3676
GUFL,--,78181,GUFL,--,78181
GVL,--,13247,GVL,--,13247
HBL,--,7506,HBL,--,7506
HDHPC,--,19498,HDHPC,--,19498
HDL,--,18975,HDL,--,18975
HIDCL,--,58057,HIDCL,--,58057
HPPL,--,11218,HPPL,--,11218
HURJA,--,10104,HURJA,--,10104
ICFC,--,93849,ICFC,--,93849
IGI,--,23312,IGI,--,23312
ILBS,--,1869,ILBS,--,1869
JALPA,--,5186,JALPA,--,5186
JBBL,--,30891,JBBL,--,30891
JBLB,--,2754,JBLB,--,2754
JFL,--,15346,JFL,--,15346
JOSHI,--,14569,JOSHI,--,14569
JSLBB,--,283,JSLBB,--,283
KBL,--,22226,KBL,--,22226
KEF,--,7400,KEF,--,7400
KKHC,--,6340,KKHC,--,6340
KLBSL,--,366,KLBSL,--,366
KMCDB,--,134,KMCDB,--,134
KPCL,--,1650,KPCL,--,1650
KRBL,--,12141,KRBL,--,12141
KSBBL,--,23090,KSBBL,--,23090
LBBL,--,24543,LBBL,--,24543
LBL,--,11234,LBL,--,11234
LEC,--,8085,LEC,--,8085
LEMF,--,43150,LEMF,--,43150
LICN,--,11956,LICN,--,11956
LLBS,--,738,LLBS,--,738
LUK,--,2200,LUK,--,2200
MBJC,--,7620,MBJC,--,7620
MBL,--,8547,MBL,--,8547
MDB,--,12608,MDB,--,12608
MEN,--,2467,MEN,--,2467
MERO,--,2318,MERO,--,2318
MFIL,--,15170,MFIL,--,15170
MHNL,--,14912,MHNL,--,14912
MKJC,--,1545,MKJC,--,1545
MKLB,--,426,MKLB,--,426
MLBBL,--,790,MLBBL,--,790
MLBL,--,49323,MLBL,--,49323
MLBS,--,284,MLBS,--,284
MLBSL,--,853,MLBSL,--,853
MMF1,--,37480,MMF1,--,37480
MMFDB,--,1323,MMFDB,--,1323
MNBBL,--,23823,MNBBL,--,23823
MPFL,--,33521,MPFL,--,33521
MSLB,--,532,MSLB,--,532
MSLBP,--,312,MSLBP,--,312
NABBC,--,1145,NABBC,--,1145
NABIL,--,28015,NABIL,--,28015
NBF2,--,100,NBF2,--,100
NBF3,--,33530,NBF3,--,33530
NBL,--,25412,NBL,--,25412
NBLD85,--,60,NBLD85,--,60
NCCB,--,37564,NCCB,--,37564
