BStock,Buyer,BQty,SStock,Seller,SQty
ADBL,--,50,ADBL,--,50
AHPC,--,1480,AHPC,--,1480
AKJCL,--,560,AKJCL,--,560
AKPL,--,1100,AKPL,--,1100
ALICL,--,60,ALICL,--,60
API,--,1030,API,--,1030
BARUN,--,20,BARUN,--,20
EDBL,--,220,EDBL,--,220
ENL,--,20,ENL,--,20
FMDBL,--,72,FMDBL,--,72
GHL,--,1080,GHL,--,1080
GLH,--,200,GLH,--,200
GUFL,--,90,GUFL,--,90
HPPL,--,20,HPPL,--,20
IGI,--,20,IGI,--,20
ILBS,--,20,ILBS,--,20
JALPA,--,200,JALPA,--,200
JLI,--,20,JLI,--,20
LBBL,--,20,LBBL,--,20
MBJC,--,20,MBJC,--,20
MEGA,--,5718,MEGA,--,5718
MFIL,--,1400,MFIL,--,1400
MKJC,--,40,MKJC,--,40
MLBL,--,60,MLBL,--,60
MNBBL,--,20,MNBBL,--,20
NABIL,--,800,NABIL,--,800
NBL,--,100,NBL,--,100
NEF,--,200,NEF,--,200
NESDO,--,20,NESDO,--,20
NFS,--,600,NFS,--,600
NICA,--,20,NICA,--,20
NIFRA,--,160,NIFRA,--,160
NLIC,--,100,NLIC,--,100
NRN,--,20,NRN,--,20
NTC,--,440,NTC,--,440
NYADI,--,20,NYADI,--,20
PSF,--,700,PSF,--,700
RADHI,--,3174,RADHI,--,3174
RLI,--,400,RLI,--,400
RSDC,--,20,RSDC,--,20
RULB,--,40,RULB,--,40
SAHAS,--,20,SAHAS,--,20
SAPDBL,--,200,SAPDBL,--,200
SJCL,--,40,SJCL,--,40
SPC,--,20,SPC,--,20
SSHL,--,860,SSHL,--,860
SWMF,--,3234,SWMF,--,3234
UIC,--,20,UIC,--,20
UMHL,--,40,UMHL,--,40
UMRH,--,260,UMRH,--,260
UPCL,--,270,UPCL,--,270
UPPER,--,144,UPPER,--,144
