0,1,2,3,4,5
NTC,58,35,10,,
PCBL,56,22,25,,
PCBL,56,14,80,,
PCBL,56,10,645,,
HHL,52,39,10,,
TPC,17,28,10,,
TPC,17,57,10,,
TPC,17,58,10,,
GFCL,3,35,20,,
MLBL,46,17,10,,
RLFL,45,17,33,,
MBJC,33,45,10,,
RLFL,45,37,80,,
KPCL,45,38,10,,
RSDC,33,50,10,,
KKHC,49,41,100,,
MDB,55,51,100,,
BPCL,34,45,10,,
BPCL,34,41,14,,
BPCL,34,38,22,,
SFCL,48,42,50,,
SBI,5,16,50,,
GHL,36,49,70,,
GHL,36,35,30,,
NIFRA,50,43,16,,
NFS,50,38,10,,
EDBL,28,49,10,,
EDBL,28,49,10,,
ICFC,28,6,10,,
MKJC,28,56,50,,
GBLBS,28,49,20,,
NLBBL,42,51,20,,
BNHC,52,42,10,,
NLG,42,44,10,,
MLBSL,42,22,10,,
BNHC,52,26,10,,
MKJC,29,56,30,,
MKJC,29,11,30,,
NABIL,7,28,388,,
NABIL,7,25,100,,
NABIL,7,6,12,,
GHL,7,35,10,,
MKJC,58,11,10,,
UMHL,45,57,10,,
SFCL,39,38,80,,
EBL,33,32,10,,
EBL,33,35,40,,
GHL,33,35,10,,
UMHL,59,57,10,,
NABIL,16,6,68,,
NABIL,16,41,10,,
NABIL,16,22,100,,
NABIL,16,42,10,,
NABIL,16,16,20,,
NABIL,16,13,136,,
LBL,16,39,15,,
RSDC,40,21,25,,
MFIL,44,18,70,,
RIDI,34,54,10,,
DORDI,34,45,10,,
UHEWA,43,58,10,,
UHEWA,43,47,600,,
NIFRA,14,43,20,,
RADHI,48,38,10,,
SBL,36,36,228,,
MKJC,50,11,10,,
NHPC,52,50,100,,
BHL,51,1,110,,
PRVU,7,38,203,,
PRVU,7,11,11,,
GVL,7,53,90,,
GVL,7,39,10,,
GVL,7,17,90,,
GVL,7,35,10,,
UHEWA,19,35,10,,
MERO,49,43,20,,
SSHL,58,1,20,,
API,58,14,100,,
NICA,45,56,50,,
PPCL,14,40,10,,
PPCL,14,39,212,,
UPPER,17,5,10,,
MLBSL,39,17,10,,
SMATA,45,45,10,,
AKPL,38,57,10,,
CFCL,33,8,10,,
RHGCL,34,58,10,,
RHGCL,34,55,135,,
RHGCL,34,45,10,,
RHGCL,34,19,20,,
RHGCL,34,38,10,,
RHGCL,34,4,10,,
RHGCL,34,46,10,,
RHGCL,34,55,10,,
RHGCL,34,28,10,,
RHGCL,34,14,10,,
RHGCL,34,58,50,,
RHGCL,34,29,10,,
SHPC,5,48,450,,
SHPC,5,25,382,,
HEI,36,58,20,,
SHPC,50,8,305,,
SHINE,13,57,10,,
NABIL,7,13,20,,
BHDC,35,3,20,,
BHDC,35,3,10,,
PICL,44,18,32,,
CZBIL,45,53,90,,
CZBIL,10,53,70,,
CZBIL,17,53,10,,
CZBIL,42,53,100,,
CZBIL,42,53,30,,
CZBIL,42,53,121,,
CZBIL,33,53,50,,
CZBIL,17,53,315,,
CZBIL,28,53,1000,,
CZBIL,51,53,50,,
CZBIL,28,53,164,,
HDL,47,43,20,,
RIDI,43,50,20,,
KPCL,32,57,19,,
KPCL,32,16,175,,
KPCL,32,16,56,,
FOWAD,49,13,30,,
FOWAD,38,13,10,,
FOWAD,52,13,20,,
HEI,39,58,10,,
API,25,17,140,,
NHPC,34,50,10,,
RIDI,34,54,10,,
KEF,26,50,700,,
KEF,26,10,100,,
RULB,51,19,20,,
UPPER,29,57,40,,
LBBL,1,4,30,,
LBBL,1,4,100,,
LBBL,1,35,70,,
ICFC,13,59,50,,
GBBL,14,44,80,,
GUFL,44,37,10,,
UNHPL,36,54,200,,
PRVU,38,11,10,,
SHEL,21,20,90,,
SHEL,21,38,10,,
SHEL,21,50,10,,
SHEL,21,39,200,,
SHEL,21,4,190,,
USHEC,34,38,30,,
RSDC,34,50,25,,
GLH,43,37,711,,
JBBL,50,22,10,,
SHL,48,13,100,,
HHL,52,36,10,,
AKPL,53,32,110,,
PFL,13,49,10,,
NABIL,7,13,44,,
NABIL,7,8,48,,
NABIL,7,47,100,,
NABIL,7,38,100,,
NABIL,7,57,10,,
JALPA,38,49,10,,
NABIL,7,57,11,,
NABIL,7,28,187,,
BNHC,51,7,10,,
BNHC,51,21,10,,
BNHC,51,47,10,,
BNHC,51,3,10,,
BNHC,51,34,10,,
BNHC,51,53,10,,
BNHC,51,17,100,,
BNHC,51,17,230,,
BNHC,51,47,10,,
BARUN,45,17,10,,
BARUN,45,53,50,,
UMHL,55,33,100,,
GILB,42,51,10,,
IGI,44,59,50,,
UPCL,5,29,10,,
LBBL,36,35,10,,
HIDCL,28,58,200,,
AKPL,45,57,87,,
AKPL,40,57,100,,
AKPL,25,57,30,,
AKPL,16,57,12,,
HDHPC,32,33,150,,
HDHPC,32,33,50,,
HDHPC,32,19,200,,
LBBL,32,35,10,,
SANIMA,57,57,100,,
GRDBL,42,58,10,,
MHL,38,29,10,,
SRBL,35,25,17,,
BHL,58,1,10,,
GBBL,14,44,25,,
GBBL,8,44,10,,
GBBL,25,44,22,,
GBBL,25,44,100,,
SHPC,51,8,500,,
SHPC,11,8,100,,
SHPC,28,8,1000,,
SHPC,1,8,300,,
SHPC,49,8,50,,
SHPC,6,8,10,,
SHPC,7,8,50,,
SHPC,58,8,45,,
SHPC,1,8,300,,
SHPC,28,8,1000,,
SHPC,33,8,1000,,
SHPC,28,8,1000,,
SHPC,32,8,20,,
SHPC,33,8,930,,
SHPC,4,8,20,,
SHPC,6,8,75,,
SHPC,51,8,206,,
API,25,21,800,,
DORDI,34,49,50,,
DORDI,34,58,192,,
LBBL,34,35,10,,
NBL,44,29,50,,
NABIL,7,28,313,,
NABIL,7,58,187,,
USHEC,35,8,10,,
NTC,34,58,100,,
NTC,29,58,50,,
NTC,5,58,25,,
NTC,22,58,25,,
NTC,54,58,25,,
NTC,46,58,20,,
NTC,34,58,100,,
NTC,52,58,100,,
NTC,34,58,35,,
NTC,58,58,12,,
GUFL,19,6,25,,
PRVU,41,11,50,,
PRVU,34,11,50,,
PRVU,19,11,429,,
JALPA,38,59,10,,
RHGCL,41,34,10,,
RHGCL,41,45,10,,
RHGCL,41,8,10,,
RHGCL,41,34,10,,
PRVU,19,25,21,,
UHEWA,19,43,10,,
SHINE,36,57,10,,
HIDCL,47,50,30,,
NLICL,19,58,20,,
NTC,52,58,150,,
GMFIL,42,48,10,,
MEN,42,13,15,,
GUFL,44,37,10,,
NICLBSL,17,49,50,,
NICLBSL,34,49,200,,
NICLBSL,56,49,43,,
NICLBSL,13,49,50,,
NICLBSL,13,49,10,,
NICLBSL,57,49,20,,
NICLBSL,20,49,90,,
NICLBSL,13,49,26,,
UHEWA,58,58,132,,
UHEWA,58,43,20,,
UHEWA,58,38,200,,
UHEWA,58,28,40,,
UHEWA,58,40,10,,
UHEWA,58,25,10,,
LICN,16,58,90,,
UHEWA,58,41,50,,
LICN,21,58,200,,
UHEWA,58,58,28,,
UHEWA,58,20,10,,
PPCL,34,39,90,,
HURJA,42,6,270,,
MHL,45,58,10,,
MHL,45,36,10,,
MHL,45,21,100,,
MHL,45,21,10,,
NGPL,45,51,10,,
MHL,45,21,10,,
DHPL,45,35,10,,
UPCL,20,33,25,,
BARUN,16,53,100,,
NRN,21,42,40,,
