BStock,Buyer,BQty,SStock,Seller,SQty
ACLBSL,--,1450,ACLBSL,--,1450
ADBL,--,9296,ADBL,--,9296
AHPC,--,124441,AHPC,--,124441
AKJCL,--,40771,AKJCL,--,40771
AKPL,--,38484,AKPL,--,38484
ALBSL,--,1782,ALBSL,--,1782
ALICL,--,28814,ALICL,--,28814
API,--,104238,API,--,104238
BARUN,--,9638,BARUN,--,9638
BBC,--,85,BBC,--,85
BFC,--,12363,BFC,--,12363
BHDC,--,29784,BHDC,--,29784
BHL,--,6275,BHL,--,6275
BNHC,--,3821,BNHC,--,3821
BNT,--,300,BNT,--,300
BPCL,--,16788,BPCL,--,16788
CBBL,--,19824,CBBL,--,19824
CBLD88,--,125,CBLD88,--,125
CFCL,--,22330,CFCL,--,22330
CGH,--,1841,CGH,--,1841
CHCL,--,22301,CHCL,--,22301
CHDC,--,6317,CHDC,--,6317
CHL,--,11443,CHL,--,11443
CIT,--,11300,CIT,--,11300
CLBSL,--,4310,CLBSL,--,4310
CMF1,--,85000,CMF1,--,85000
CMF2,--,2600,CMF2,--,2600
CORBL,--,5703,CORBL,--,5703
CZBIL,--,24680,CZBIL,--,24680
DDBL,--,1198,DDBL,--,1198
DHPL,--,4459,DHPL,--,4459
DORDI,--,14737,DORDI,--,14737
EBL,--,28235,EBL,--,28235
EDBL,--,15295,EDBL,--,15295
ENL,--,5495,ENL,--,5495
FMDBL,--,11707,FMDBL,--,11707
FOWAD,--,11424,FOWAD,--,11424
GBBL,--,31947,GBBL,--,31947
GBD80/81,--,425,GBD80/81,--,425
GBILD86/87,--,50,GBILD86/87,--,50
GBLBS,--,10956,GBLBS,--,10956
GFCL,--,89996,GFCL,--,89996
GHL,--,24258,GHL,--,24258
GILB,--,1457,GILB,--,1457
GIMES1,--,14403,GIMES1,--,14403
GLBSL,--,30,GLBSL,--,30
GLH,--,8344,GLH,--,8344
GMFBS,--,2194,GMFBS,--,2194
GMFIL,--,15866,GMFIL,--,15866
GRDBL,--,2443,GRDBL,--,2443
GUFL,--,36988,GUFL,--,36988
GVL,--,9377,GVL,--,9377
GWFD83,--,10,GWFD83,--,10
HBL,--,8867,HBL,--,8867
HDHPC,--,59096,HDHPC,--,59096
HDL,--,16995,HDL,--,16995
HIDCL,--,177627,HIDCL,--,177627
HPPL,--,2851,HPPL,--,2851
HURJA,--,7453,HURJA,--,7453
ICFC,--,20395,ICFC,--,20395
IGI,--,28046,IGI,--,28046
ILBS,--,1061,ILBS,--,1061
JALPA,--,5743,JALPA,--,5743
JBBL,--,37357,JBBL,--,37357
JBLB,--,4566,JBLB,--,4566
JFL,--,9295,JFL,--,9295
JOSHI,--,28965,JOSHI,--,28965
JSLBB,--,832,JSLBB,--,832
KBL,--,28221,KBL,--,28221
KDBY,--,22740,KDBY,--,22740
KEF,--,4760,KEF,--,4760
KKHC,--,12814,KKHC,--,12814
