BStock,Buyer,BQty,SStock,Seller,SQty
ACLBSL,--,64,ACLBSL,--,64
ADBL,--,5345,ADBL,--,5345
AHPC,--,6443,AHPC,--,6443
AKJCL,--,6209,AKJCL,--,6209
AKPL,--,25521,AKPL,--,25521
ALBSL,--,608,ALBSL,--,608
ALICL,--,3525,ALICL,--,3525
API,--,27677,API,--,27677
BARUN,--,639,BARUN,--,639
BFC,--,4460,BFC,--,4460
BHDC,--,780,BHDC,--,780
BHL,--,631,BHL,--,631
BNHC,--,140,BNHC,--,140
BPCL,--,921,BPCL,--,921
CBBL,--,1495,CBBL,--,1495
CFCL,--,2492,CFCL,--,2492
CGH,--,40,CGH,--,40
CHCL,--,3003,CHCL,--,3003
CHDC,--,2375,CHDC,--,2375
CHL,--,961,CHL,--,961
CIT,--,2978,CIT,--,2978
CLBSL,--,1141,CLBSL,--,1141
CMF1,--,2000,CMF1,--,2000
CORBL,--,560,CORBL,--,560
CZBIL,--,5192,CZBIL,--,5192
DDBL,--,282,DDBL,--,282
DHPL,--,3732,DHPL,--,3732
DORDI,--,3250,DORDI,--,3250
EBL,--,3023,EBL,--,3023
EDBL,--,925,EDBL,--,925
ENL,--,461,ENL,--,461
FMDBL,--,576,FMDBL,--,576
FOWAD,--,2174,FOWAD,--,2174
GBBL,--,5305,GBBL,--,5305
GBLBS,--,1020,GBLBS,--,1020
GFCL,--,1534,GFCL,--,1534
GHL,--,6196,GHL,--,6196
GILB,--,177,GILB,--,177
GIMES1,--,1327,GIMES1,--,1327
GLBSL,--,54,GLBSL,--,54
GLH,--,2497,GLH,--,2497
GMFBS,--,102,GMFBS,--,102
GMFIL,--,5262,GMFIL,--,5262
GUFL,--,3459,GUFL,--,3459
GVL,--,2367,GVL,--,2367
GWFD83,--,45,GWFD83,--,45
HBL,--,856,HBL,--,856
HDHPC,--,15204,HDHPC,--,15204
HDL,--,2458,HDL,--,2458
HEI,--,9393,HEI,--,9393
HHL,--,1765,HHL,--,1765
HIDCL,--,15727,HIDCL,--,15727
HIDCLP,--,8510,HIDCLP,--,8510
HPPL,--,1541,HPPL,--,1541
HURJA,--,1923,HURJA,--,1923
ICFC,--,3838,ICFC,--,3838
IGI,--,2749,IGI,--,2749
ILBS,--,32,ILBS,--,32
JALPA,--,1935,JALPA,--,1935
JBBL,--,4051,JBBL,--,4051
JBLB,--,867,JBLB,--,867
JFL,--,2275,JFL,--,2275
JOSHI,--,1502,JOSHI,--,1502
JSLBB,--,79,JSLBB,--,79
KBL,--,8676,KBL,--,8676
KDBY,--,700,KDBY,--,700
KKHC,--,1564,KKHC,--,1564
KMCDB,--,60,KMCDB,--,60
KPCL,--,5735,KPCL,--,5735
KRBL,--,310,KRBL,--,310
KSBBL,--,3431,KSBBL,--,3431
LBBL,--,12536,LBBL,--,12536
LBL,--,1171,LBL,--,1171
LEC,--,685,LEC,--,685
LEMF,--,10000,LEMF,--,10000
LICN,--,1849,LICN,--,1849
LLBS,--,10,LLBS,--,10
LUK,--,100,LUK,--,100
MBJC,--,2143,MBJC,--,2143
MBL,--,5464,MBL,--,5464
MEN,--,700,MEN,--,700
MERO,--,447,MERO,--,447
MFIL,--,2746,MFIL,--,2746
MHL,--,5037,MHL,--,5037
MHNL,--,2710,MHNL,--,2710
MKJC,--,250,MKJC,--,250
MKLB,--,230,MKLB,--,230
MLBL,--,7840,MLBL,--,7840
MLBS,--,114,MLBS,--,114
MLBSL,--,161,MLBSL,--,161
MMF1,--,100,MMF1,--,100
MNBBL,--,2666,MNBBL,--,2666
MPFL,--,1940,MPFL,--,1940
MSLB,--,10,MSLB,--,10
NABBC,--,1870,NABBC,--,1870
NABIL,--,23140,NABIL,--,23140
NBF2,--,4800,NBF2,--,4800
NBF3,--,600,NBF3,--,600
NBL,--,13051,NBL,--,13051
NCCB,--,15158,NCCB,--,15158
NESDO,--,936,NESDO,--,936
NFS,--,780,NFS,--,780
NGPL,--,8511,NGPL,--,8511
NHDL,--,1550,NHDL,--,1550
NHPC,--,13988,NHPC,--,13988
NIBD2082,--,50,NIBD2082,--,50
NIBLPF,--,9000,NIBLPF,--,9000
NIBSF2,--,400,NIBSF2,--,400
NICA,--,5782,NICA,--,5782
NICGF,--,6000,NICGF,--,6000
NICL,--,314,NICL,--,314
NICLBSL,--,539,NICLBSL,--,539
NICSF,--,100,NICSF,--,100
NIFRA,--,14354,NIFRA,--,14354
NIL,--,1598,NIL,--,1598
NLBBL,--,455,NLBBL,--,455
NLG,--,131,NLG,--,131
NLIC,--,5502,NLIC,--,5502
NLICL,--,2698,NLICL,--,2698
NMB,--,13984,NMB,--,13984
NMBHF1,--,1900,NMBHF1,--,1900
NMBMF,--,130,NMBMF,--,130
NMFBS,--,147,NMFBS,--,147
NRIC,--,12209,NRIC,--,12209
NRN,--,734,NRN,--,734
NTC,--,10905,NTC,--,10905
NUBL,--,3262,NUBL,--,3262
NYADI,--,1090,NYADI,--,1090
OHL,--,255,OHL,--,255
PBD88,--,200,PBD88,--,200
PCBL,--,13628,PCBL,--,13628
PFL,--,171,PFL,--,171
PICL,--,993,PICL,--,993
PMHPL,--,1160,PMHPL,--,1160
PPCL,--,7657,PPCL,--,7657
PROFL,--,3348,PROFL,--,3348
PRVU,--,3480,PRVU,--,3480
PSF,--,200,PSF,--,200
RADHI,--,2658,RADHI,--,2658
RBCL,--,40,RBCL,--,40
RBCLPO,--,710,RBCLPO,--,710
RFPL,--,5055,RFPL,--,5055
RHGCL,--,2636,RHGCL,--,2636
RHPL,--,1749,RHPL,--,1749
RIDI,--,13461,RIDI,--,13461
RLFL,--,5309,RLFL,--,5309
RMDC,--,1468,RMDC,--,1468
RSDC,--,1303,RSDC,--,1303
RULB,--,359,RULB,--,359
RURU,--,348,RURU,--,348
SADBL,--,4045,SADBL,--,4045
SAEF,--,1105,SAEF,--,1105
SAHAS,--,600,SAHAS,--,600
SANIMA,--,9755,SANIMA,--,9755
SAPDBL,--,155,SAPDBL,--,155
SBCF,--,1100,SBCF,--,1100
SBI,--,1320,SBI,--,1320
SBL,--,3187,SBL,--,3187
SCB,--,628,SCB,--,628
SDBD87,--,25,SDBD87,--,25
SDLBSL,--,24,SDLBSL,--,24
SEF,--,25095,SEF,--,25095
SFCL,--,3093,SFCL,--,3093
SFMF,--,156624,SFMF,--,156624
SGHC,--,2127,SGHC,--,2127
SHEL,--,120,SHEL,--,120
SHINE,--,1060,SHINE,--,1060
SHIVM,--,13499,SHIVM,--,13499
SHL,--,4709,SHL,--,4709
SHPC,--,18392,SHPC,--,18392
SICL,--,3673,SICL,--,3673
SIFC,--,450,SIFC,--,450
SIGS2,--,1000,SIGS2,--,1000
SINDU,--,3043,SINDU,--,3043
SJCL,--,958,SJCL,--,958
SKBBL,--,142,SKBBL,--,142
SLBBL,--,80,SLBBL,--,80
SLBSL,--,41,SLBSL,--,41
SLCF,--,2100,SLCF,--,2100
SMATA,--,218,SMATA,--,218
SMB,--,13,SMB,--,13
SMFBS,--,19,SMFBS,--,19
SMFDB,--,260,SMFDB,--,260
SPC,--,157,SPC,--,157
SPDL,--,3811,SPDL,--,3811
SRBL,--,3054,SRBL,--,3054
SSHL,--,1702,SSHL,--,1702
STC,--,683,STC,--,683
SWBBL,--,2042,SWBBL,--,2042
SWMF,--,304,SWMF,--,304
TPC,--,80,TPC,--,80
UHEWA,--,6855,UHEWA,--,6855
UIC,--,396,UIC,--,396
ULBSL,--,1010,ULBSL,--,1010
UMHL,--,5880,UMHL,--,5880
UMRH,--,2288,UMRH,--,2288
UNHPL,--,6650,UNHPL,--,6650
UPCL,--,9400,UPCL,--,9400
UPPER,--,7043,UPPER,--,7043
USHEC,--,4236,USHEC,--,4236
USLB,--,153,USLB,--,153
VLBS,--,1454,VLBS,--,1454
