BStock,Buyer,BQty,SStock,Seller,SQty
ALICL,56,20,ALICL,33,20.0
BOKL,34,20,BOKL,55,20.0
CBBL,34,20,CBBL,36,20.0
CCBL,21,200,CCBL,34,200.0
CZBIL,34,20,CZBIL,6,20.0
DDBL,34,20,DDBL,52,20.0
DHPL,54,20,DHPL,52,20.0
GBIME,34,20,GBIME,43,20.0
GHL,34,20,GHL,40,20.0
GUFL,51,20,GUFL,50,600.0
GUFL,53,680,GUFL,59,100.0
HDHPC,45,20,HDHPC,35,20.0
HDL,17,20,HDL,48,20.0
ICFC,34,300,ICFC,14,380.0
ICFC,57,80,ICFC,38,400.0
ICFC,58,400,KKHC,52,20.0
KKHC,54,20,KRBL,29,120.0
KRBL,26,100,MBL,55,20.0
KRBL,45,20,MNBBL,57,20.0
MBL,34,20,MPFL,35,20.0
MNBBL,34,20,NFS,47,220.0
MPFL,41,20,NIBSF2,8,1000.0
NFS,21,200,NICA,19,432.0
NFS,8,20,NICA,28,726.0
NIBSF2,8,1000,NICA,52,42.0
NICA,34,1000,NIFRA,50,40.0
NICA,52,200,NYADI,58,20.0
NIFRA,45,40,SAHAS,25,20.0
NYADI,49,20,SBL,46,20.0
SAHAS,49,20,SFCL,21,200.0
SBL,34,20,SLI,43,80.0
SFCL,28,80,SRBL,59,20.0
SFCL,38,120,TPC,45,20.0
SLI,11,80,UMHL,52,20.0
SRBL,34,20,UPCL,33,20.0
TPC,45,20,,,
UMHL,34,20,,,
UPCL,14,20,,,
