BStock,Buyer,BQty,SStock,Seller,SQty
ACLBSL,--,80,ACLBSL,--,80
ADBL,--,8557,ADBL,--,8557
AHPC,--,37112,AHPC,--,37112
AIL,--,850,AIL,--,850
AKJCL,--,17409,AKJCL,--,17409
AKPL,--,35793,AKPL,--,35793
ALBSL,--,316,ALBSL,--,316
ALICL,--,17651,ALICL,--,17651
API,--,47159,API,--,47159
BARUN,--,2818,BARUN,--,2818
BBC,--,40,BBC,--,40
BFC,--,7413,BFC,--,7413
BHL,--,100,BHL,--,100
BNHC,--,1220,BNHC,--,1220
BOKL,--,110701,BOKL,--,110701
BPCL,--,3713,BPCL,--,3713
CBBL,--,6606,CBBL,--,6606
CBL,--,16283,CBL,--,16283
CCBL,--,17388,CCBL,--,17388
CCBLPO,--,12102,CCBLPO,--,12102
CFCL,--,11361,CFCL,--,11361
CGH,--,1000,CGH,--,1000
CHCL,--,9294,CHCL,--,9294
CHDC,--,864,CHDC,--,864
CHL,--,4908,CHL,--,4908
CIT,--,5682,CIT,--,5682
CLBSL,--,222,CLBSL,--,222
CMF1,--,3191,CMF1,--,3191
CMF2,--,12100,CMF2,--,12100
CORBL,--,5858,CORBL,--,5858
CZBIL,--,21355,CZBIL,--,21355
DDBL,--,3875,DDBL,--,3875
DHPL,--,3624,DHPL,--,3624
EBL,--,3991,EBL,--,3991
EDBL,--,1077,EDBL,--,1077
ENL,--,790,ENL,--,790
FMDBL,--,6859,FMDBL,--,6859
FOWAD,--,1879,FOWAD,--,1879
GBBL,--,7815,GBBL,--,7815
GBIME,--,22416,GBIME,--,22416
GBLBS,--,2625,GBLBS,--,2625
GFCL,--,4299,GFCL,--,4299
GHL,--,7393,GHL,--,7393
GIC,--,2758,GIC,--,2758
GILB,--,359,GILB,--,359
GIMES1,--,2600,GIMES1,--,2600
GLBSL,--,76,GLBSL,--,76
GLH,--,1620,GLH,--,1620
GMFBS,--,88,GMFBS,--,88
GMFIL,--,397,GMFIL,--,397
GRDBL,--,955,GRDBL,--,955
GUFL,--,4263,GUFL,--,4263
GVL,--,5012,GVL,--,5012
HBL,--,57948,HBL,--,57948
HDHPC,--,9632,HDHPC,--,9632
HDL,--,5362,HDL,--,5362
HIDCL,--,19444,HIDCL,--,19444
HPPL,--,2160,HPPL,--,2160
HURJA,--,1645,HURJA,--,1645
ICFC,--,12892,ICFC,--,12892
IGI,--,5216,IGI,--,5216
