BStock,Buyer,BQty,SStock,Seller,SQty
ACLBSL,--,1940,ACLBSL,--,1940
ADBL,--,3806,ADBL,--,3806
AHPC,--,42420,AHPC,--,42420
AKJCL,--,30844,AKJCL,--,30844
AKPL,--,52081,AKPL,--,52081
ALBSL,--,481,ALBSL,--,481
ALICL,--,17675,ALICL,--,17675
API,--,167614,API,--,167614
BARUN,--,14194,BARUN,--,14194
BBC,--,138,BBC,--,138
BFC,--,40923,BFC,--,40923
BHDC,--,17590,BHDC,--,17590
BHL,--,24676,BHL,--,24676
BNHC,--,4140,BNHC,--,4140
BOKD86,--,25,BOKD86,--,25
BPCL,--,8791,BPCL,--,8791
CBBL,--,4362,CBBL,--,4362
CFCL,--,23746,CFCL,--,23746
CGH,--,190,CGH,--,190
CHCL,--,7739,CHCL,--,7739
CHDC,--,1905,CHDC,--,1905
CHL,--,23276,CHL,--,23276
CIT,--,2502,CIT,--,2502
CLBSL,--,9682,CLBSL,--,9682
CMF2,--,1000,CMF2,--,1000
CORBL,--,6703,CORBL,--,6703
CZBIL,--,11175,CZBIL,--,11175
DDBL,--,756,DDBL,--,756
DHPL,--,2412,DHPL,--,2412
DORDI,--,8265,DORDI,--,8265
EBL,--,3716,EBL,--,3716
EDBL,--,11680,EDBL,--,11680
ENL,--,2392,ENL,--,2392
FMDBL,--,7200,FMDBL,--,7200
FOWAD,--,9530,FOWAD,--,9530
GBBL,--,9611,GBBL,--,9611
GBLBS,--,5776,GBLBS,--,5776
GFCL,--,8701,GFCL,--,8701
GHL,--,12861,GHL,--,12861
GILB,--,410,GILB,--,410
GIMES1,--,19345,GIMES1,--,19345
GLBSL,--,70,GLBSL,--,70
GLH,--,3180,GLH,--,3180
GMFBS,--,225,GMFBS,--,225
GMFIL,--,8926,GMFIL,--,8926
GRDBL,--,647,GRDBL,--,647
GUFL,--,11592,GUFL,--,11592
GVL,--,8765,GVL,--,8765
GWFD83,--,500,GWFD83,--,500
HBL,--,16077,HBL,--,16077
HDHPC,--,275871,HDHPC,--,275871
HDL,--,7186,HDL,--,7186
HIDCL,--,77469,HIDCL,--,77469
HPPL,--,6439,HPPL,--,6439
HURJA,--,2211,HURJA,--,2211
ICFC,--,19904,ICFC,--,19904
ICFCD83,--,65,ICFCD83,--,65
IGI,--,10931,IGI,--,10931
ILBS,--,524,ILBS,--,524
JALPA,--,2022,JALPA,--,2022
JBBL,--,11533,JBBL,--,11533
JBLB,--,10496,JBLB,--,10496
JFL,--,5644,JFL,--,5644
JOSHI,--,14545,JOSHI,--,14545
JSLBB,--,2209,JSLBB,--,2209
KBL,--,177785,KBL,--,177785
KDBY,--,5250,KDBY,--,5250
KEF,--,3100,KEF,--,3100
KKHC,--,8690,KKHC,--,8690
KLBSL,--,80,KLBSL,--,80
KMCDB,--,2331,KMCDB,--,2331
KPCL,--,2873,KPCL,--,2873
KRBL,--,5748,KRBL,--,5748
KSBBL,--,6176,KSBBL,--,6176
LBBL,--,29314,LBBL,--,29314
LBL,--,16019,LBL,--,16019
LEC,--,2805,LEC,--,2805
LEMF,--,5000,LEMF,--,5000
LICN,--,4249,LICN,--,4249
LLBS,--,109,LLBS,--,109
LUK,--,39695,LUK,--,39695
MBJC,--,5528,MBJC,--,5528
MBL,--,16342,MBL,--,16342
MDB,--,2333,MDB,--,2333
MEN,--,2813,MEN,--,2813
MERO,--,1186,MERO,--,1186
MFIL,--,14563,MFIL,--,14563
MHNL,--,86755,MHNL,--,86755
MKJC,--,3933,MKJC,--,3933
MKLB,--,420,MKLB,--,420
MLBBL,--,850,MLBBL,--,850
MLBL,--,10974,MLBL,--,10974
MLBS,--,472,MLBS,--,472
MLBSL,--,3341,MLBSL,--,3341
MMF1,--,8045,MMF1,--,8045
MMFDB,--,800,MMFDB,--,800
MNBBL,--,7641,MNBBL,--,7641
MPFL,--,7604,MPFL,--,7604
MSLB,--,108,MSLB,--,108
NABBC,--,13968,NABBC,--,13968
NABIL,--,34694,NABIL,--,34694
NBF2,--,600,NBF2,--,600
NBF3,--,4300,NBF3,--,4300
NBL,--,25844,NBL,--,25844
NCCB,--,104564,NCCB,--,104564
NEF,--,5100,NEF,--,5100
NESDO,--,3338,NESDO,--,3338
NFS,--,46548,NFS,--,46548
NGPL,--,27049,NGPL,--,27049
NHDL,--,7267,NHDL,--,7267
NHPC,--,24804,NHPC,--,24804
NIBLPF,--,1010,NIBLPF,--,1010
NIBSF2,--,5920,NIBSF2,--,5920
NICA,--,18993,NICA,--,18993
NICBF,--,100,NICBF,--,100
NICL,--,2367,NICL,--,2367
NICLBSL,--,1507,NICLBSL,--,1507
NICSF,--,2850,NICSF,--,2850
NIFRA,--,17998,NIFRA,--,17998
NIL,--,2934,NIL,--,2934
NLBBL,--,3117,NLBBL,--,3117
NLG,--,1818,NLG,--,1818
NLIC,--,9783,NLIC,--,9783
NLICL,--,11274,NLICL,--,11274
NMB,--,10343,NMB,--,10343
NMB50,--,1100,NMB50,--,1100
NMBHF1,--,100,NMBHF1,--,100
NMBMF,--,2115,NMBMF,--,2115
NMFBS,--,5781,NMFBS,--,5781
NRIC,--,5705,NRIC,--,5705
NRN,--,4330,NRN,--,4330
NSLB,--,120,NSLB,--,120
NTC,--,8960,NTC,--,8960
NUBL,--,2108,NUBL,--,2108
NYADI,--,1620,NYADI,--,1620
OHL,--,380,OHL,--,380
PBD85,--,10,PBD85,--,10
PCBL,--,27928,PCBL,--,27928
PFL,--,5686,PFL,--,5686
PICL,--,15007,PICL,--,15007
PMHPL,--,13178,PMHPL,--,13178
PPCL,--,29236,PPCL,--,29236
PROFL,--,24772,PROFL,--,24772
PRVU,--,29167,PRVU,--,29167
PSF,--,300,PSF,--,300
RADHI,--,8703,RADHI,--,8703
RBCL,--,365,RBCL,--,365
RFPL,--,14139,RFPL,--,14139
RHPL,--,14181,RHPL,--,14181
RLFL,--,14050,RLFL,--,14050
RMDC,--,2595,RMDC,--,2595
RMF1,--,600,RMF1,--,600
RSDC,--,731,RSDC,--,731
RULB,--,3515,RULB,--,3515
RURU,--,191,RURU,--,191
SABSL,--,782,SABSL,--,782
SADBL,--,13143,SADBL,--,13143
SAEF,--,5100,SAEF,--,5100
SAHAS,--,7763,SAHAS,--,7763
SANIMA,--,8952,SANIMA,--,8952
SAPDBL,--,4879,SAPDBL,--,4879
SBCF,--,407,SBCF,--,407
SBI,--,23783,SBI,--,23783
SBL,--,37343,SBL,--,37343
SBLD84,--,425,SBLD84,--,425
SCB,--,8188,SCB,--,8188
SDBD87,--,25,SDBD87,--,25
SDLBSL,--,629,SDLBSL,--,629
SFCL,--,58857,SFCL,--,58857
SFMF,--,714,SFMF,--,714
SHEL,--,2020,SHEL,--,2020
SHINE,--,9889,SHINE,--,9889
SHIVM,--,52398,SHIVM,--,52398
SHL,--,12829,SHL,--,12829
SHPC,--,18998,SHPC,--,18998
SICL,--,4159,SICL,--,4159
SIFC,--,7009,SIFC,--,7009
SINDU,--,2182,SINDU,--,2182
SJCL,--,6844,SJCL,--,6844
SKBBL,--,1270,SKBBL,--,1270
SLBBL,--,1038,SLBBL,--,1038
SLBSL,--,504,SLBSL,--,504
SMATA,--,760,SMATA,--,760
SMB,--,248,SMB,--,248
SMFBS,--,118,SMFBS,--,118
SMFDB,--,325,SMFDB,--,325
SPC,--,10155,SPC,--,10155
SPDL,--,23411,SPDL,--,23411
SRBL,--,30395,SRBL,--,30395
SSHL,--,7205,SSHL,--,7205
STC,--,3225,STC,--,3225
SWBBL,--,3155,SWBBL,--,3155
SWMF,--,1897,SWMF,--,1897
TPC,--,6965,TPC,--,6965
TRH,--,1635,TRH,--,1635
UIC,--,7114,UIC,--,7114
ULBSL,--,1847,ULBSL,--,1847
UMHL,--,90020,UMHL,--,90020
UMRH,--,36634,UMRH,--,36634
UNHPL,--,79976,UNHPL,--,79976
UPCL,--,108398,UPCL,--,108398
UPPER,--,20327,UPPER,--,20327
USLB,--,421,USLB,--,421
VLBS,--,425,VLBS,--,425
WNLB,--,30,WNLB,--,30
