BStock,Buyer,BQty,SStock,Seller,SQty
ACLBSL,--,1089,ACLBSL,--,1089
ADBL,--,13969,ADBL,--,13969
ADBLD83,--,50,ADBLD83,--,50
AHPC,--,182340,AHPC,--,182340
AIL,--,4734,AIL,--,4734
AKJCL,--,75027,AKJCL,--,75027
AKPL,--,124578,AKPL,--,124578
ALBSL,--,747,ALBSL,--,747
ALICL,--,18441,ALICL,--,18441
API,--,99415,API,--,99415
BARUN,--,71872,BARUN,--,71872
BBC,--,150,BBC,--,150
BFC,--,35890,BFC,--,35890
BNHC,--,5586,BNHC,--,5586
BNT,--,370,BNT,--,370
BOKL,--,21846,BOKL,--,21846
BPCL,--,11486,BPCL,--,11486
CBBL,--,14389,CBBL,--,14389
CBL,--,30653,CBL,--,30653
CCBL,--,20642,CCBL,--,20642
CFCL,--,17197,CFCL,--,17197
CGH,--,2762,CGH,--,2762
CHCL,--,24692,CHCL,--,24692
CHDC,--,13686,CHDC,--,13686
CHL,--,23242,CHL,--,23242
CIT,--,6229,CIT,--,6229
CLBSL,--,1300,CLBSL,--,1300
CMF1,--,12500,CMF1,--,12500
CMF2,--,300,CMF2,--,300
CORBL,--,1303,CORBL,--,1303
CZBIL,--,26823,CZBIL,--,26823
DDBL,--,4279,DDBL,--,4279
DHPL,--,12775,DHPL,--,12775
EBL,--,6513,EBL,--,6513
EDBL,--,12739,EDBL,--,12739
ENL,--,4947,ENL,--,4947
FMDBL,--,10386,FMDBL,--,10386
FOWAD,--,9291,FOWAD,--,9291
GBBL,--,44718,GBBL,--,44718
GBIME,--,31813,GBIME,--,31813
GBLBS,--,3810,GBLBS,--,3810
GFCL,--,16706,GFCL,--,16706
GHL,--,47773,GHL,--,47773
GIC,--,4183,GIC,--,4183
GILB,--,2442,GILB,--,2442
GIMES1,--,61430,GIMES1,--,61430
GLBSL,--,638,GLBSL,--,638
GLH,--,4130,GLH,--,4130
GLICL,--,127515,GLICL,--,127515
GMFBS,--,481,GMFBS,--,481
GMFIL,--,9511,GMFIL,--,9511
GRDBL,--,6250,GRDBL,--,6250
GUFL,--,29571,GUFL,--,29571
GVL,--,19087,GVL,--,19087
HDHPC,--,55817,HDHPC,--,55817
HDL,--,12727,HDL,--,12727
HIDCL,--,114863,HIDCL,--,114863
HPPL,--,8949,HPPL,--,8949
HURJA,--,21742,HURJA,--,21742
ICFC,--,56754,ICFC,--,56754
IGI,--,19205,IGI,--,19205
ILBS,--,1488,ILBS,--,1488
JALPA,--,2971,JALPA,--,2971
JBBL,--,48839,JBBL,--,48839
JBLB,--,4965,JBLB,--,4965
JFL,--,14832,JFL,--,14832
JLI,--,8095,JLI,--,8095
JOSHI,--,26473,JOSHI,--,26473
JSLBB,--,739,JSLBB,--,739
KBL,--,60328,KBL,--,60328
KEF,--,23600,KEF,--,23600
KKHC,--,10965,KKHC,--,10965
KLBSL,--,215,KLBSL,--,215
KMCDB,--,1618,KMCDB,--,1618
KPCL,--,3811,KPCL,--,3811
KRBL,--,13501,KRBL,--,13501
KSBBL,--,32674,KSBBL,--,32674
LBBL,--,27712,LBBL,--,27712
LBL,--,5294,LBL,--,5294
LEC,--,10358,LEC,--,10358
LEMF,--,500,LEMF,--,500
LGIL,--,4742,LGIL,--,4742
LICN,--,12579,LICN,--,12579
LLBS,--,114,LLBS,--,114
LUK,--,3850,LUK,--,3850
MBJC,--,23602,MBJC,--,23602
MBL,--,10840,MBL,--,10840
MDB,--,6184,MDB,--,6184
MEGA,--,22349,MEGA,--,22349
MEGAPO,--,15000,MEGAPO,--,15000
MEN,--,1475,MEN,--,1475
MERO,--,5491,MERO,--,5491
MFIL,--,25095,MFIL,--,25095
MHNL,--,7190,MHNL,--,7190
MKJC,--,8072,MKJC,--,8072
MKLB,--,502,MKLB,--,502
MLBBL,--,100,MLBBL,--,100
MLBL,--,84785,MLBL,--,84785
MLBS,--,268,MLBS,--,268
MLBSL,--,1113,MLBSL,--,1113
MMF1,--,29244,MMF1,--,29244
MMFDB,--,2097,MMFDB,--,2097
MNBBL,--,22485,MNBBL,--,22485
MPFL,--,20347,MPFL,--,20347
MSLB,--,665,MSLB,--,665
NABBC,--,6050,NABBC,--,6050
NABIL,--,55349,NABIL,--,55349
NBF2,--,12950,NBF2,--,12950
NBF3,--,27349,NBF3,--,27349
NBL,--,46982,NBL,--,46982
NBLD85,--,25,NBLD85,--,25
NCCB,--,52323,NCCB,--,52323
NEF,--,1507,NEF,--,1507
NESDO,--,8581,NESDO,--,8581
NFS,--,53472,NFS,--,53472
NGPL,--,113335,NGPL,--,113335
NHDL,--,23461,NHDL,--,23461
NHPC,--,180919,NHPC,--,180919
NIBD84,--,25,NIBD84,--,25
NIBLPF,--,1170,NIBLPF,--,1170
NIBSF2,--,13375,NIBSF2,--,13375
NICA,--,71450,NICA,--,71450
NICAD8283,--,50,NICAD8283,--,50
NICBF,--,2400,NICBF,--,2400
NICGF,--,5800,NICGF,--,5800
NICL,--,12980,NICL,--,12980
NICLBSL,--,3365,NICLBSL,--,3365
NICLBSLP,--,94580,NICLBSLP,--,94580
NICSF,--,12050,NICSF,--,12050
NIFRA,--,87425,NIFRA,--,87425
NIL,--,9713,NIL,--,9713
NLBBL,--,2570,NLBBL,--,2570
NLG,--,4256,NLG,--,4256
NLIC,--,27037,NLIC,--,27037
NLICL,--,13053,NLICL,--,13053
NMB,--,32710,NMB,--,32710
NMBHF1,--,14300,NMBHF1,--,14300
NMBMF,--,1592,NMBMF,--,1592
NMFBS,--,4023,NMFBS,--,4023
NRIC,--,11129,NRIC,--,11129
NRN,--,11090,NRN,--,11090
NSLB,--,1790,NSLB,--,1790
NTC,--,54541,NTC,--,54541
NUBL,--,3743,NUBL,--,3743
NYADI,--,15371,NYADI,--,15371
OHL,--,21304,OHL,--,21304
PCBL,--,70114,PCBL,--,70114
PFL,--,9050,PFL,--,9050
PIC,--,9262,PIC,--,9262
PICL,--,6970,PICL,--,6970
PLI,--,19303,PLI,--,19303
PLIC,--,135012,PLIC,--,135012
PMHPL,--,9792,PMHPL,--,9792
PPCL,--,27055,PPCL,--,27055
PRIN,--,3296,PRIN,--,3296
PROFL,--,11971,PROFL,--,11971
PRVU,--,35358,PRVU,--,35358
PSF,--,8575,PSF,--,8575
RADHI,--,121411,RADHI,--,121411
RBCL,--,599,RBCL,--,599
RBCLPO,--,20,RBCLPO,--,20
RHPL,--,38782,RHPL,--,38782
RLFL,--,35113,RLFL,--,35113
RLFLPO,--,17961,RLFLPO,--,17961
RLI,--,14680,RLI,--,14680
RMDC,--,3865,RMDC,--,3865
RMF1,--,1800,RMF1,--,1800
RSDC,--,3795,RSDC,--,3795
RULB,--,4656,RULB,--,4656
RURU,--,2045,RURU,--,2045
SABSL,--,445,SABSL,--,445
SADBL,--,46966,SADBL,--,46966
SAEF,--,52955,SAEF,--,52955
SAHAS,--,25353,SAHAS,--,25353
SANIMA,--,22314,SANIMA,--,22314
SAPDBL,--,8534,SAPDBL,--,8534
SBCF,--,96210,SBCF,--,96210
SBD87,--,75,SBD87,--,75
SBI,--,7749,SBI,--,7749
SBL,--,34488,SBL,--,34488
SBLD84,--,50,SBLD84,--,50
SCB,--,10273,SCB,--,10273
SDLBSL,--,1050,SDLBSL,--,1050
SEF,--,10975,SEF,--,10975
SFCL,--,18810,SFCL,--,18810
SFMF,--,19100,SFMF,--,19100
SGI,--,6322,SGI,--,6322
SHEL,--,10625,SHEL,--,10625
SHINE,--,33357,SHINE,--,33357
SHIVM,--,126635,SHIVM,--,126635
SHL,--,41704,SHL,--,41704
SHPC,--,58821,SHPC,--,58821
SIC,--,1565,SIC,--,1565
SICL,--,5493,SICL,--,5493
SIFC,--,14958,SIFC,--,14958
SIGS2,--,5700,SIGS2,--,5700
SIL,--,2828,SIL,--,2828
SINDU,--,10873,SINDU,--,10873
SJCL,--,25078,SJCL,--,25078
SKBBL,--,3192,SKBBL,--,3192
SLBBL,--,8644,SLBBL,--,8644
SLBSL,--,1012,SLBSL,--,1012
SLCF,--,28580,SLCF,--,28580
SLI,--,20617,SLI,--,20617
SLICL,--,37022,SLICL,--,37022
SMATA,--,1789,SMATA,--,1789
SMB,--,38,SMB,--,38
SMFBS,--,302,SMFBS,--,302
SMFDB,--,1275,SMFDB,--,1275
SPC,--,7895,SPC,--,7895
SPDL,--,58836,SPDL,--,58836
SRBL,--,12253,SRBL,--,12253
SSHL,--,18732,SSHL,--,18732
STC,--,2811,STC,--,2811
SWBBL,--,1432,SWBBL,--,1432
SWMF,--,1339,SWMF,--,1339
TPC,--,11645,TPC,--,11645
TRH,--,6369,TRH,--,6369
UIC,--,9598,UIC,--,9598
ULI,--,69554,ULI,--,69554
UMHL,--,64745,UMHL,--,64745
UMRH,--,3875,UMRH,--,3875
UNHPL,--,106376,UNHPL,--,106376
UPCL,--,118212,UPCL,--,118212
UPPER,--,46827,UPPER,--,46827
USLB,--,183,USLB,--,183
VLBS,--,331,VLBS,--,331
WNLB,--,445,WNLB,--,445
