BStock,Buyer,BQty,SStock,Seller,SQty
ACLBSL,--,141,ACLBSL,--,141
ADBL,--,4470,ADBL,--,4470
AHPC,--,24189,AHPC,--,24189
AKJCL,--,9245,AKJCL,--,9245
AKPL,--,29623,AKPL,--,29623
ALBSL,--,398,ALBSL,--,398
ALICL,--,3372,ALICL,--,3372
API,--,37680,API,--,37680
AVYAN,--,53,AVYAN,--,53
BARUN,--,1490,BARUN,--,1490
BBC,--,60,BBC,--,60
BFC,--,6250,BFC,--,6250
BHDC,--,3010,BHDC,--,3010
BHL,--,560,BHL,--,560
BNHC,--,60,BNHC,--,60
BNT,--,280,BNT,--,280
BOKD86,--,50,BOKD86,--,50
BPCL,--,1862,BPCL,--,1862
CBBL,--,3058,CBBL,--,3058
CFCL,--,3711,CFCL,--,3711
CGH,--,5300,CGH,--,5300
CHCL,--,3457,CHCL,--,3457
CHDC,--,4340,CHDC,--,4340
CHL,--,2100,CHL,--,2100
CIT,--,3278,CIT,--,3278
CLBSL,--,77,CLBSL,--,77
CMF1,--,200,CMF1,--,200
CORBL,--,1299,CORBL,--,1299
CZBIL,--,19297,CZBIL,--,19297
DDBL,--,1505,DDBL,--,1505
DHPL,--,1097,DHPL,--,1097
DORDI,--,2955,DORDI,--,2955
EBL,--,3678,EBL,--,3678
EDBL,--,5038,EDBL,--,5038
ENL,--,200,ENL,--,200
FMDBL,--,2565,FMDBL,--,2565
FOWAD,--,1425,FOWAD,--,1425
GBBD85,--,70,GBBD85,--,70
GBBL,--,13226,GBBL,--,13226
GBLBS,--,1543,GBLBS,--,1543
GFCL,--,5900,GFCL,--,5900
GHL,--,9165,GHL,--,9165
GILB,--,460,GILB,--,460
GIMES1,--,3820,GIMES1,--,3820
GLBSL,--,58,GLBSL,--,58
GLH,--,1545,GLH,--,1545
GMFBS,--,45,GMFBS,--,45
GMFIL,--,10999,GMFIL,--,10999
GRDBL,--,1950,GRDBL,--,1950
GUFL,--,8582,GUFL,--,8582
GVL,--,5431,GVL,--,5431
HBL,--,194,HBL,--,194
HDHPC,--,49171,HDHPC,--,49171
HDL,--,3540,HDL,--,3540
HEI,--,7982,HEI,--,7982
HHL,--,1310,HHL,--,1310
HIDCL,--,21208,HIDCL,--,21208
HIDCLP,--,76160,HIDCLP,--,76160
HPPL,--,2365,HPPL,--,2365
HURJA,--,1240,HURJA,--,1240
ICFC,--,9128,ICFC,--,9128
IGI,--,5526,IGI,--,5526
ILBS,--,332,ILBS,--,332
ILBSP,--,3000,ILBSP,--,3000
JALPA,--,1666,JALPA,--,1666
JBBL,--,14941,JBBL,--,14941
JBLB,--,1475,JBLB,--,1475
JFL,--,2223,JFL,--,2223
JOSHI,--,7348,JOSHI,--,7348
JSLBB,--,224,JSLBB,--,224
KDBY,--,800,KDBY,--,800
KEF,--,3800,KEF,--,3800
KKHC,--,3481,KKHC,--,3481
KLBSL,--,232,KLBSL,--,232
KMCDB,--,296,KMCDB,--,296
KPCL,--,850,KPCL,--,850
KRBL,--,3384,KRBL,--,3384
KSBBL,--,6629,KSBBL,--,6629
LBBL,--,15875,LBBL,--,15875
LBL,--,9007,LBL,--,9007
LBLD88,--,10,LBLD88,--,10
LEC,--,5200,LEC,--,5200
LICN,--,1149,LICN,--,1149
LLBS,--,187,LLBS,--,187
MBJC,--,4011,MBJC,--,4011
MBL,--,8610,MBL,--,8610
MDB,--,3153,MDB,--,3153
MEN,--,860,MEN,--,860
MERO,--,992,MERO,--,992
MFIL,--,4228,MFIL,--,4228
MHL,--,675,MHL,--,675
MHNL,--,13805,MHNL,--,13805
MKJC,--,3699,MKJC,--,3699
MKLB,--,170,MKLB,--,170
MLBBL,--,927,MLBBL,--,927
MLBL,--,9673,MLBL,--,9673
MLBS,--,150,MLBS,--,150
MLBSL,--,443,MLBSL,--,443
MMF1,--,2700,MMF1,--,2700
MMFDB,--,210,MMFDB,--,210
MMFDBP,--,7665,MMFDBP,--,7665
MNBBL,--,5504,MNBBL,--,5504
MNBBLP,--,10000,MNBBLP,--,10000
MPFL,--,3525,MPFL,--,3525
MSLB,--,151,MSLB,--,151
NABBC,--,1465,NABBC,--,1465
NABIL,--,19480,NABIL,--,19480
NBF2,--,10300,NBF2,--,10300
NBF3,--,2300,NBF3,--,2300
NBL,--,5421,NBL,--,5421
NBLD85,--,150,NBLD85,--,150
NEF,--,100,NEF,--,100
NESDO,--,7341,NESDO,--,7341
NFS,--,5131,NFS,--,5131
NGPL,--,5652,NGPL,--,5652
NHDL,--,2090,NHDL,--,2090
NHPC,--,46270,NHPC,--,46270
NIBD2082,--,20,NIBD2082,--,20
NIBD84,--,25,NIBD84,--,25
NIBLPF,--,705,NIBLPF,--,705
NIBSF2,--,5100,NIBSF2,--,5100
NICA,--,15929,NICA,--,15929
NICBF,--,2465,NICBF,--,2465
NICFC,--,1400,NICFC,--,1400
NICL,--,2600,NICL,--,2600
NICLBSL,--,4172,NICLBSL,--,4172
NICSF,--,4600,NICSF,--,4600
NIFRA,--,23771,NIFRA,--,23771
NIL,--,2157,NIL,--,2157
NLBBL,--,304,NLBBL,--,304
NLG,--,2041,NLG,--,2041
NLIC,--,3404,NLIC,--,3404
NLICL,--,4557,NLICL,--,4557
NMB,--,9209,NMB,--,9209
NMBHF1,--,1416,NMBHF1,--,1416
NMBMF,--,1928,NMBMF,--,1928
