BStock,Buyer,BQty,SStock,Seller,SQty
ACLBSL,--,138,ACLBSL,--,138
ADBL,--,1328,ADBL,--,1328
AHPC,--,11663,AHPC,--,11663
AKJCL,--,9422,AKJCL,--,9422
AKPL,--,27225,AKPL,--,27225
ALBSL,--,1052,ALBSL,--,1052
ALICL,--,5160,ALICL,--,5160
API,--,22951,API,--,22951
BARUN,--,1720,BARUN,--,1720
BBC,--,10,BBC,--,10
BFC,--,405,BFC,--,405
BHDC,--,2010,BHDC,--,2010
BHL,--,2850,BHL,--,2850
BNHC,--,421,BNHC,--,421
BPCL,--,839,BPCL,--,839
CBBL,--,1266,CBBL,--,1266
CFCL,--,5455,CFCL,--,5455
CGH,--,10,CGH,--,10
CHCL,--,31305,CHCL,--,31305
CHDC,--,7130,CHDC,--,7130
CHL,--,2546,CHL,--,2546
CIT,--,1967,CIT,--,1967
CLBSL,--,200,CLBSL,--,200
CMF1,--,100,CMF1,--,100
CORBL,--,1161,CORBL,--,1161
CZBIL,--,8430,CZBIL,--,8430
DDBL,--,280,DDBL,--,280
DHPL,--,2352,DHPL,--,2352
DORDI,--,8288,DORDI,--,8288
EBL,--,1891,EBL,--,1891
EDBL,--,1694,EDBL,--,1694
ENL,--,250,ENL,--,250
FMDBL,--,211,FMDBL,--,211
FOWAD,--,1912,FOWAD,--,1912
GBBL,--,5005,GBBL,--,5005
GBLBS,--,385,GBLBS,--,385
GFCL,--,6442,GFCL,--,6442
GHL,--,4408,GHL,--,4408
GILB,--,225,GILB,--,225
GIMES1,--,200,GIMES1,--,200
GLBSL,--,34,GLBSL,--,34
GLH,--,1477,GLH,--,1477
GMFBS,--,42,GMFBS,--,42
GMFIL,--,3120,GMFIL,--,3120
GRDBL,--,1828,GRDBL,--,1828
GUFL,--,6696,GUFL,--,6696
GVL,--,3740,GVL,--,3740
HBL,--,2817,HBL,--,2817
HDHPC,--,36821,HDHPC,--,36821
HDL,--,2533,HDL,--,2533
HEI,--,20509,HEI,--,20509
HEIPO,--,6169,HEIPO,--,6169
HHL,--,5957,HHL,--,5957
HIDCL,--,20953,HIDCL,--,20953
HIDCLP,--,4790,HIDCLP,--,4790
HPPL,--,1110,HPPL,--,1110
HURJA,--,720,HURJA,--,720
ICFC,--,7233,ICFC,--,7233
IGI,--,1584,IGI,--,1584
ILBS,--,139,ILBS,--,139
JALPA,--,1670,JALPA,--,1670
JBBL,--,10237,JBBL,--,10237
JBLB,--,911,JBLB,--,911
JFL,--,1545,JFL,--,1545
JOSHI,--,545,JOSHI,--,545
JSLBB,--,96,JSLBB,--,96
KBL,--,7588,KBL,--,7588
KDBY,--,1500,KDBY,--,1500
KEF,--,5050,KEF,--,5050
KKHC,--,1681,KKHC,--,1681
KPCL,--,644,KPCL,--,644
KRBL,--,400,KRBL,--,400
KSBBL,--,2629,KSBBL,--,2629
LBBL,--,13602,LBBL,--,13602
LBL,--,1205,LBL,--,1205
LEC,--,1270,LEC,--,1270
LICN,--,1504,LICN,--,1504
LLBS,--,159,LLBS,--,159
LUK,--,200,LUK,--,200
MBJC,--,3610,MBJC,--,3610
MBL,--,22022,MBL,--,22022
MDB,--,849,MDB,--,849
MEN,--,545,MEN,--,545
MERO,--,550,MERO,--,550
MFIL,--,3273,MFIL,--,3273
MHL,--,2660,MHL,--,2660
MHNL,--,6600,MHNL,--,6600
MKJC,--,2695,MKJC,--,2695
MKLB,--,10,MKLB,--,10
MLBBL,--,50,MLBBL,--,50
MLBL,--,10530,MLBL,--,10530
MLBS,--,287,MLBS,--,287
MLBSL,--,310,MLBSL,--,310
MMF1,--,7900,MMF1,--,7900
MNBBL,--,3758,MNBBL,--,3758
MPFL,--,7878,MPFL,--,7878
NABBC,--,550,NABBC,--,550
NABIL,--,15160,NABIL,--,15160
NBF2,--,1100,NBF2,--,1100
NBF3,--,1650,NBF3,--,1650
NBL,--,6184,NBL,--,6184
NCCB,--,16568,NCCB,--,16568
NESDO,--,5602,NESDO,--,5602
NFS,--,3756,NFS,--,3756
NGPL,--,9288,NGPL,--,9288
NHDL,--,1061,NHDL,--,1061
NHPC,--,29679,NHPC,--,29679
NIBLPF,--,35500,NIBLPF,--,35500
NIBSF2,--,100,NIBSF2,--,100
NICA,--,9514,NICA,--,9514
NICBF,--,6000,NICBF,--,6000
NICGF,--,1000,NICGF,--,1000
NICL,--,1086,NICL,--,1086
NICLBSL,--,1683,NICLBSL,--,1683
NICSF,--,400,NICSF,--,400
NIFRA,--,9345,NIFRA,--,9345
NIL,--,1775,NIL,--,1775
NLBBL,--,462,NLBBL,--,462
NLG,--,256,NLG,--,256
NLIC,--,7614,NLIC,--,7614
NLICL,--,4009,NLICL,--,4009
NMB,--,10077,NMB,--,10077
NMB50,--,22200,NMB50,--,22200
NMBHF1,--,10000,NMBHF1,--,10000
NMBMF,--,231,NMBMF,--,231
NMFBS,--,362,NMFBS,--,362
NRIC,--,2384,NRIC,--,2384
NRN,--,1116,NRN,--,1116
NSLB,--,10,NSLB,--,10
NTC,--,62402,NTC,--,62402
NUBL,--,314,NUBL,--,314
NYADI,--,840,NYADI,--,840
OHL,--,85,OHL,--,85
PCBL,--,9242,PCBL,--,9242
PFL,--,3278,PFL,--,3278
PMHPL,--,370,PMHPL,--,370
PPCL,--,8977,PPCL,--,8977
PROFL,--,7156,PROFL,--,7156
PRVU,--,10551,PRVU,--,10551
PSF,--,100245,PSF,--,100245
RADHI,--,6449,RADHI,--,6449
RBCL,--,70,RBCL,--,70
RBCLPO,--,70,RBCLPO,--,70
RFPL,--,2284,RFPL,--,2284
RHGCL,--,15989,RHGCL,--,15989
RHPL,--,5875,RHPL,--,5875
RIDI,--,21202,RIDI,--,21202
RLFL,--,3645,RLFL,--,3645
RMDC,--,495,RMDC,--,495
RMF1,--,900,RMF1,--,900
RSDC,--,43,RSDC,--,43
RULB,--,350,RULB,--,350
RURU,--,1177,RURU,--,1177
SABSL,--,120,SABSL,--,120
SADBL,--,5195,SADBL,--,5195
SAEF,--,3000,SAEF,--,3000
SAHAS,--,2560,SAHAS,--,2560
SANIMA,--,3974,SANIMA,--,3974
SAPDBL,--,3528,SAPDBL,--,3528
SBCF,--,1100,SBCF,--,1100
SBI,--,535,SBI,--,535
SBL,--,2794,SBL,--,2794
SCB,--,1283,SCB,--,1283
SDBD87,--,45,SDBD87,--,45
SDLBSL,--,48,SDLBSL,--,48
SEF,--,100,SEF,--,100
SFCL,--,13410,SFCL,--,13410
SFMF,--,13000,SFMF,--,13000
SGHC,--,5979,SGHC,--,5979
SHEL,--,1040,SHEL,--,1040
SHINE,--,12582,SHINE,--,12582
SHIVM,--,6466,SHIVM,--,6466
SHL,--,1150,SHL,--,1150
SHPC,--,5081,SHPC,--,5081
SICL,--,2410,SICL,--,2410
SIFC,--,2785,SIFC,--,2785
SIGS2,--,12100,SIGS2,--,12100
SINDU,--,2010,SINDU,--,2010
SINDUP,--,8096,SINDUP,--,8096
SJCL,--,240,SJCL,--,240
SKBBL,--,613,SKBBL,--,613
SLBBL,--,60,SLBBL,--,60
SLBSL,--,20,SLBSL,--,20
SLCF,--,2100,SLCF,--,2100
SMATA,--,27,SMATA,--,27
SMB,--,14,SMB,--,14
SMFBS,--,20,SMFBS,--,20
SPC,--,150,SPC,--,150
SPDL,--,3069,SPDL,--,3069
SRBL,--,12800,SRBL,--,12800
SSHL,--,3820,SSHL,--,3820
STC,--,40,STC,--,40
SWBBL,--,1719,SWBBL,--,1719
SWMF,--,352,SWMF,--,352
TPC,--,2860,TPC,--,2860
TRH,--,80,TRH,--,80
UHEWA,--,8120,UHEWA,--,8120
UIC,--,260,UIC,--,260
ULBSL,--,220,ULBSL,--,220
UMHL,--,15645,UMHL,--,15645
UMRH,--,1485,UMRH,--,1485
UNHPL,--,14402,UNHPL,--,14402
UNL,--,10,UNL,--,10
