BStock,Buyer,BQty,SStock,Seller,SQty
ACLBSL,--,2,ACLBSL,--,2
ADBL,--,6486,ADBL,--,6486
AHPC,--,6606,AHPC,--,6606
AKJCL,--,370,AKJCL,--,370
AKPL,--,13470,AKPL,--,13470
ALICL,--,1234,ALICL,--,1234
API,--,9962,API,--,9962
AVYAN,--,10,AVYAN,--,10
BARUN,--,460,BARUN,--,460
BFC,--,1195,BFC,--,1195
BHDC,--,80,BHDC,--,80
BHL,--,30,BHL,--,30
BNHC,--,10,BNHC,--,10
BPCL,--,3222,BPCL,--,3222
CBBL,--,1063,CBBL,--,1063
CFCL,--,1568,CFCL,--,1568
CGH,--,40,CGH,--,40
CHCL,--,1094,CHCL,--,1094
CHDC,--,460,CHDC,--,460
CHL,--,881,CHL,--,881
CIT,--,720,CIT,--,720
CMF1,--,300,CMF1,--,300
CMF2,--,400,CMF2,--,400
CORBL,--,166,CORBL,--,166
CZBIL,--,14465,CZBIL,--,14465
DDBL,--,7100,DDBL,--,7100
DHPL,--,75,DHPL,--,75
DORDI,--,340,DORDI,--,340
EBL,--,1658,EBL,--,1658
EDBL,--,680,EDBL,--,680
ENL,--,20,ENL,--,20
FMDBL,--,10,FMDBL,--,10
FOWAD,--,330,FOWAD,--,330
GBBD85,--,50,GBBD85,--,50
GBBL,--,12837,GBBL,--,12837
GBLBS,--,400,GBLBS,--,400
GFCL,--,1200,GFCL,--,1200
GHL,--,2295,GHL,--,2295
GILB,--,106,GILB,--,106
GIMES1,--,100,GIMES1,--,100
GLH,--,90,GLH,--,90
GMFBS,--,120,GMFBS,--,120
GMFIL,--,598,GMFIL,--,598
GRDBL,--,1482,GRDBL,--,1482
GUFL,--,11342,GUFL,--,11342
GVL,--,2340,GVL,--,2340
HDHPC,--,9947,HDHPC,--,9947
HDL,--,1684,HDL,--,1684
HEI,--,4322,HEI,--,4322
HEIP,--,1500,HEIP,--,1500
HHL,--,160,HHL,--,160
HIDCL,--,10029,HIDCL,--,10029
HIDCLP,--,940,HIDCLP,--,940
HPPL,--,10,HPPL,--,10
HURJA,--,20,HURJA,--,20
ICFC,--,2955,ICFC,--,2955
JALPA,--,191,JALPA,--,191
JBBL,--,3471,JBBL,--,3471
JBLB,--,297,JBLB,--,297
JFL,--,3732,JFL,--,3732
KKHC,--,190,KKHC,--,190
KPCL,--,20,KPCL,--,20
KRBL,--,800,KRBL,--,800
KSBBL,--,3845,KSBBL,--,3845
LBBL,--,7949,LBBL,--,7949
LBL,--,4770,LBL,--,4770
LEC,--,1210,LEC,--,1210
LEMF,--,300,LEMF,--,300
LICN,--,385,LICN,--,385
MBJC,--,280,MBJC,--,280
MBL,--,1815,MBL,--,1815
MDB,--,554,MDB,--,554
MDBPO,--,60000,MDBPO,--,60000
MEN,--,10,MEN,--,10
MERO,--,509,MERO,--,509
MFIL,--,540,MFIL,--,540
MHL,--,90,MHL,--,90
MHNL,--,200,MHNL,--,200
MKJC,--,50,MKJC,--,50
MLBL,--,7940,MLBL,--,7940
MLBS,--,10,MLBS,--,10
MLBSL,--,84,MLBSL,--,84
MNBBL,--,1681,MNBBL,--,1681
MPFL,--,950,MPFL,--,950
MSLB,--,10,MSLB,--,10
NABBC,--,947,NABBC,--,947
NABIL,--,7864,NABIL,--,7864
NBF3,--,200,NBF3,--,200
NBL,--,1778,NBL,--,1778
NESDO,--,2660,NESDO,--,2660
NFS,--,12117,NFS,--,12117
NGPL,--,1405,NGPL,--,1405
NHDL,--,10,NHDL,--,10
NHPC,--,16144,NHPC,--,16144
NIBD84,--,50,NIBD84,--,50
NIBSF2,--,100,NIBSF2,--,100
NICA,--,1617,NICA,--,1617
NICFC,--,100,NICFC,--,100
NICL,--,875,NICL,--,875
NICLBSL,--,506,NICLBSL,--,506
NIFRA,--,3881,NIFRA,--,3881
NLIC,--,9555,NLIC,--,9555
NLICL,--,1040,NLICL,--,1040
NMB,--,13925,NMB,--,13925
NMBMF,--,30,NMBMF,--,30
NRIC,--,803,NRIC,--,803
NRN,--,1131,NRN,--,1131
NTC,--,4250,NTC,--,4250
NUBL,--,279,NUBL,--,279
NYADI,--,70,NYADI,--,70
OHL,--,200,OHL,--,200
PCBL,--,2620,PCBL,--,2620
PFL,--,96,PFL,--,96
PICL,--,640,PICL,--,640
PMHPL,--,10,PMHPL,--,10
PPCL,--,70,PPCL,--,70
PROFL,--,2507,PROFL,--,2507
PRVU,--,1718,PRVU,--,1718
PSF,--,5000,PSF,--,5000
RADHI,--,2654,RADHI,--,2654
RFPL,--,170,RFPL,--,170
RHGCL,--,310,RHGCL,--,310
RHPL,--,170,RHPL,--,170
RIDI,--,6168,RIDI,--,6168
RLFL,--,3673,RLFL,--,3673
RSDC,--,762,RSDC,--,762
RULB,--,30,RULB,--,30
RURU,--,215,RURU,--,215
SADBL,--,3027,SADBL,--,3027
SAEF,--,500,SAEF,--,500
SAHAS,--,990,SAHAS,--,990
SANIMA,--,1873,SANIMA,--,1873
SAPDBL,--,610,SAPDBL,--,610
SBI,--,45,SBI,--,45
SBL,--,2466,SBL,--,2466
SCB,--,564,SCB,--,564
