BStock,Buyer,BQty,SStock,Seller,SQty
ACLBSL,26,100.0,ACLBSL,1,11
ACLBSL,32,20.0,ACLBSL,14,20
ACLBSL,34,50.0,ACLBSL,16,34
ACLBSL,36,50.0,ACLBSL,17,11
ACLBSL,38,164.0,ACLBSL,19,10
ACLBSL,41,222.0,ACLBSL,21,50
ACLBSL,42,172.0,ACLBSL,22,11
ACLBSL,43,100.0,ACLBSL,26,126
ACLBSL,44,48.0,ACLBSL,28,21
ACLBSL,47,10.0,ACLBSL,29,50
ACLBSL,48,55.0,ACLBSL,32,100
ACLBSL,49,288.0,ACLBSL,34,11
ACLBSL,51,60.0,ACLBSL,35,20
ACLBSL,55,23.0,ACLBSL,36,23
ACLBSL,57,10.0,ACLBSL,38,202
ACLBSL,58,235.0,ACLBSL,4,21
ACLBSL,7,54.0,ACLBSL,40,11
ACLBSL,8,10.0,ACLBSL,42,22
ADBL,1,114.0,ACLBSL,45,415
ADBL,11,10.0,ACLBSL,47,1
ADBL,13,10.0,ACLBSL,48,11
ADBL,16,10.0,ACLBSL,49,11
ADBL,17,10.0,ACLBSL,5,11
ADBL,20,25.0,ACLBSL,57,457
ADBL,21,40.0,ACLBSL,58,11
ADBL,22,150.0,ADBL,1,32
ADBL,29,48.0,ADBL,10,128
ADBL,3,10.0,ADBL,11,170
ADBL,32,19.0,ADBL,14,42
ADBL,33,140.0,ADBL,17,327
ADBL,35,115.0,ADBL,22,20
ADBL,36,20.0,ADBL,26,48
ADBL,38,348.0,ADBL,28,210
ADBL,4,20.0,ADBL,29,147
ADBL,40,530.0,ADBL,32,250
ADBL,41,100.0,ADBL,33,800
ADBL,42,210.0,ADBL,34,931
ADBL,43,30.0,ADBL,35,118
ADBL,45,50.0,ADBL,37,121
ADBL,47,10.0,ADBL,38,110
ADBL,48,35.0,ADBL,4,120
ADBL,49,4236.0,ADBL,41,458
ADBL,50,37.0,ADBL,42,60
ADBL,51,32.0,ADBL,43,300
ADBL,52,72.0,ADBL,44,71
ADBL,54,10.0,ADBL,45,846
ADBL,55,60.0,ADBL,46,758
ADBL,56,122.0,ADBL,47,63
ADBL,58,350.0,ADBL,48,30
ADBL,6,100.0,ADBL,49,10
ADBL,7,10.0,ADBL,52,210
AHPC,1,300.0,ADBL,53,10
AHPC,11,13.0,ADBL,54,112
AHPC,14,100.0,ADBL,57,311
