BStock,Buyer,BQty,SStock,Seller,SQty
AKJCL,--,4158,AKJCL,--,4158
API,--,1400,API,--,1400
BARUN,--,720,BARUN,--,720
BHDC,--,100,BHDC,--,100
BNT,--,40,BNT,--,40
CGH,--,50,CGH,--,50
DORDI,--,1020,DORDI,--,1020
EBL,--,1000,EBL,--,1000
FOWAD,--,40,FOWAD,--,40
GBBL,--,60,GBBL,--,60
GUFL,--,20,GUFL,--,20
HHL,--,420,HHL,--,420
JALPA,--,20,JALPA,--,20
JBBL,--,318,JBBL,--,318
JOSHI,--,20,JOSHI,--,20
KSBBL,--,1000,KSBBL,--,1000
LBBL,--,200,LBBL,--,200
LEC,--,20,LEC,--,20
MBJC,--,100,MBJC,--,100
MLBS,--,20,MLBS,--,20
MLBSL,--,20,MLBSL,--,20
MPFL,--,1000,MPFL,--,1000
NABBC,--,1220,NABBC,--,1220
NABIL,--,2800,NABIL,--,2800
NESDO,--,200,NESDO,--,200
NIFRA,--,20,NIFRA,--,20
NTC,--,20,NTC,--,20
NUBL,--,100,NUBL,--,100
PFL,--,220,PFL,--,220
PPCL,--,200,PPCL,--,200
PROFL,--,340,PROFL,--,340
RADHI,--,9832,RADHI,--,9832
RIDI,--,4800,RIDI,--,4800
RURU,--,22,RURU,--,22
SAHAS,--,420,SAHAS,--,420
SANIMA,--,40,SANIMA,--,40
SBL,--,1000,SBL,--,1000
SGHC,--,60,SGHC,--,60
SHEL,--,20,SHEL,--,20
SHIVM,--,1040,SHIVM,--,1040
SHL,--,300,SHL,--,300
SHPC,--,20,SHPC,--,20
SIFC,--,20,SIFC,--,20
UMHL,--,600,UMHL,--,600
UPPER,--,4162,UPPER,--,4162
USHEC,--,1300,USHEC,--,1300
