BStock,Buyer,BQty,SStock,Seller,SQty
ACLBSL,--,315,ACLBSL,--,315
ADBL,--,18321,ADBL,--,18321
AHPC,--,84144,AHPC,--,84144
AIL,--,881,AIL,--,881
AKBSL,--,3797,AKBSL,--,3797
AKJCL,--,33153,AKJCL,--,33153
AKPL,--,137867,AKPL,--,137867
ALBSL,--,1806,ALBSL,--,1806
ALBSLP,--,100000,ALBSLP,--,100000
ALICL,--,48370,ALICL,--,48370
API,--,47892,API,--,47892
BARUN,--,10789,BARUN,--,10789
BBC,--,450,BBC,--,450
BFC,--,14122,BFC,--,14122
BHL,--,6343,BHL,--,6343
BNHC,--,1420,BNHC,--,1420
BNT,--,90,BNT,--,90
BOKD86,--,125,BOKD86,--,125
BPCL,--,4266,BPCL,--,4266
CBBL,--,7818,CBBL,--,7818
CBL,--,33039,CBL,--,33039
CCBL,--,23559,CCBL,--,23559
CFCL,--,14104,CFCL,--,14104
CGH,--,2793,CGH,--,2793
CHCL,--,20645,CHCL,--,20645
CHDC,--,5496,CHDC,--,5496
CHL,--,9727,CHL,--,9727
CIT,--,6610,CIT,--,6610
CLBSL,--,781,CLBSL,--,781
CMF1,--,50190,CMF1,--,50190
CORBL,--,11149,CORBL,--,11149
CYCL,--,74,CYCL,--,74
CZBIL,--,12539,CZBIL,--,12539
DDBL,--,3478,DDBL,--,3478
DHPL,--,4549,DHPL,--,4549
EBL,--,6187,EBL,--,6187
EDBL,--,5480,EDBL,--,5480
ENL,--,1633,ENL,--,1633
FMDBL,--,9628,FMDBL,--,9628
FOWAD,--,5080,FOWAD,--,5080
GBBL,--,22062,GBBL,--,22062
GBILD86/87,--,289,GBILD86/87,--,289
GBLBS,--,2568,GBLBS,--,2568
GFCL,--,13818,GFCL,--,13818
GHL,--,22806,GHL,--,22806
GIC,--,1625,GIC,--,1625
GILB,--,788,GILB,--,788
GIMES1,--,4247,GIMES1,--,4247
GLBSL,--,130,GLBSL,--,130
GLH,--,4504,GLH,--,4504
GMFBS,--,280,GMFBS,--,280
GMFIL,--,26822,GMFIL,--,26822
GRDBL,--,5834,GRDBL,--,5834
GUFL,--,43408,GUFL,--,43408
GVL,--,9549,GVL,--,9549
HBL,--,7627,HBL,--,7627
HDHPC,--,62467,HDHPC,--,62467
HDL,--,12559,HDL,--,12559
HIDCL,--,53894,HIDCL,--,53894
HPPL,--,12363,HPPL,--,12363
HURJA,--,5445,HURJA,--,5445
ICFC,--,28385,ICFC,--,28385
IGI,--,30624,IGI,--,30624
ILBS,--,2384,ILBS,--,2384
JALPA,--,2481,JALPA,--,2481
JBBL,--,35671,JBBL,--,35671
JBLB,--,5140,JBLB,--,5140
JFL,--,11503,JFL,--,11503
JOSHI,--,8816,JOSHI,--,8816
JSLBB,--,780,JSLBB,--,780
KBL,--,29216,KBL,--,29216
KEF,--,8700,KEF,--,8700
KKHC,--,4627,KKHC,--,4627
KLBSL,--,170,KLBSL,--,170
KMCDB,--,918,KMCDB,--,918
KPCL,--,5625,KPCL,--,5625
KRBL,--,14557,KRBL,--,14557
KSBBL,--,17345,KSBBL,--,17345
LBBL,--,26044,LBBL,--,26044
LBL,--,13159,LBL,--,13159
LEC,--,4037,LEC,--,4037
LGIL,--,5218,LGIL,--,5218
LICN,--,5744,LICN,--,5744
LLBS,--,707,LLBS,--,707
LUK,--,400,LUK,--,400
MBJC,--,19813,MBJC,--,19813
MBL,--,12351,MBL,--,12351
MDB,--,7814,MDB,--,7814
MEN,--,1280,MEN,--,1280
MERO,--,5317,MERO,--,5317
MFIL,--,14681,MFIL,--,14681
MHNL,--,20590,MHNL,--,20590
MKJC,--,1724,MKJC,--,1724
MKLB,--,670,MKLB,--,670
MLBBL,--,790,MLBBL,--,790
MLBL,--,41614,MLBL,--,41614
MLBS,--,443,MLBS,--,443
MLBSL,--,425,MLBSL,--,425
MMF1,--,2200,MMF1,--,2200
MMFDB,--,844,MMFDB,--,844
MNBBL,--,20454,MNBBL,--,20454
MPFL,--,9933,MPFL,--,9933
MSLB,--,519,MSLB,--,519
NABBC,--,1880,NABBC,--,1880
NABIL,--,24182,NABIL,--,24182
NBF3,--,15870,NBF3,--,15870
NBL,--,34847,NBL,--,34847
NCCB,--,32587,NCCB,--,32587
NEF,--,1495,NEF,--,1495
NESDO,--,3136,NESDO,--,3136
NFS,--,7295,NFS,--,7295
NGPL,--,224616,NGPL,--,224616
NHDL,--,13560,NHDL,--,13560
NHPC,--,97971,NHPC,--,97971
NIBLPF,--,800,NIBLPF,--,800
NIBSF2,--,400,NIBSF2,--,400
NICA,--,24981,NICA,--,24981
NICBF,--,8200,NICBF,--,8200
NICGF,--,1000,NICGF,--,1000
NICL,--,5341,NICL,--,5341
NICLBSL,--,3152,NICLBSL,--,3152
NICSF,--,1100,NICSF,--,1100
NIFRA,--,61735,NIFRA,--,61735
NIL,--,7704,NIL,--,7704
NLBBL,--,3500,NLBBL,--,3500
NLG,--,2972,NLG,--,2972
NLIC,--,30288,NLIC,--,30288
NLICL,--,16116,NLICL,--,16116
NMB,--,18461,NMB,--,18461
NMB50,--,500,NMB50,--,500
NMBD2085,--,25,NMBD2085,--,25
NMBMF,--,1491,NMBMF,--,1491
NMFBS,--,1582,NMFBS,--,1582
NRIC,--,37492,NRIC,--,37492
NRN,--,25665,NRN,--,25665
NSLB,--,220,NSLB,--,220
NTC,--,13187,NTC,--,13187
NUBL,--,4733,NUBL,--,4733
NYADI,--,3680,NYADI,--,3680
OHL,--,7519,OHL,--,7519
PBD85,--,50,PBD85,--,50
PCBL,--,12911,PCBL,--,12911
PFL,--,10534,PFL,--,10534
PIC,--,1364,PIC,--,1364
PICL,--,10942,PICL,--,10942
PLI,--,2061,PLI,--,2061
PMHPL,--,7600,PMHPL,--,7600
PPCL,--,27309,PPCL,--,27309
PRIN,--,3700,PRIN,--,3700
PROFL,--,7894,PROFL,--,7894
PRVU,--,27295,PRVU,--,27295
PSF,--,19185,PSF,--,19185
RADHI,--,16970,RADHI,--,16970
RBCL,--,384,RBCL,--,384
RBCLPO,--,40,RBCLPO,--,40
RFPL,--,5374,RFPL,--,5374
RHPL,--,33734,RHPL,--,33734
RLFL,--,25608,RLFL,--,25608
RLI,--,2477,RLI,--,2477
RMDC,--,9042,RMDC,--,9042
RMF1,--,5020,RMF1,--,5020
RSDC,--,5137,RSDC,--,5137
RULB,--,2543,RULB,--,2543
SABSL,--,304,SABSL,--,304
SADBL,--,67801,SADBL,--,67801
SAEF,--,5000,SAEF,--,5000
SAHAS,--,13619,SAHAS,--,13619
SANIMA,--,18645,SANIMA,--,18645
SAPDBL,--,10153,SAPDBL,--,10153
SBBLPO,--,2000000,SBBLPO,--,2000000
SBCF,--,600,SBCF,--,600
SBI,--,18993,SBI,--,18993
SBL,--,19303,SBL,--,19303
SCB,--,6191,SCB,--,6191
SDLBSL,--,1004,SDLBSL,--,1004
SFCL,--,20678,SFCL,--,20678
SFMF,--,300,SFMF,--,300
SGI,--,500,SGI,--,500
SHEL,--,4561,SHEL,--,4561
SHINE,--,25146,SHINE,--,25146
SHIVM,--,59561,SHIVM,--,59561
SHL,--,11240,SHL,--,11240
SHPC,--,41570,SHPC,--,41570
SIC,--,206,SIC,--,206
SICL,--,8632,SICL,--,8632
SIFC,--,27671,SIFC,--,27671
SIGS2,--,7450,SIGS2,--,7450
SIL,--,1819,SIL,--,1819
SINDU,--,13983,SINDU,--,13983
SJCL,--,10084,SJCL,--,10084
SKBBL,--,11129,SKBBL,--,11129
SLBBL,--,2670,SLBBL,--,2670
SLBSL,--,28,SLBSL,--,28
SLCF,--,4700,SLCF,--,4700
SLI,--,4586,SLI,--,4586
SMATA,--,203,SMATA,--,203
SMB,--,443,SMB,--,443
SMFBS,--,191,SMFBS,--,191
SMFDB,--,1195,SMFDB,--,1195
SPC,--,1457,SPC,--,1457
