BStock,Buyer,BQty,SStock,Seller,SQty
ACLBSL,--,103,ACLBSL,--,103.0
ACLBSL,22,30,ACLBSL,29,10.0
ACLBSL,45,41,ACLBSL,34,31.0
ADBL,--,6955,ACLBSL,5,30.0
ADBL,1,32,ADBL,--,6955.0
ADBL,11,10,ADBL,33,68.0
ADBL,13,10,ADBL,49,32.0
ADBL,21,16,ADBL,55,250.0
ADBL,22,10,ADBL,58,75.0
ADBL,28,130,ADBL,8,96.0
ADBL,29,100,AHPC,--,21174.0
ADBL,38,78,AHPC,1,200.0
ADBL,48,30,AHPC,17,1880.0
ADBL,5,15,AHPC,19,100.0
ADBL,52,30,AHPC,21,60.0
ADBL,58,50,AHPC,25,55.0
ADBL,6,10,AHPC,26,130.0
AHPC,--,21174,AHPC,28,298.0
AHPC,1,1050,AHPC,33,300.0
AHPC,19,200,AHPC,35,92.0
AHPC,20,1000,AHPC,38,200.0
AHPC,21,1000,AHPC,4,30.0
AHPC,22,20,AHPC,40,235.0
AHPC,25,30,AHPC,42,300.0
AHPC,26,200,AHPC,50,520.0
AHPC,28,60,AHPC,55,1390.0
AHPC,29,870,AHPC,57,500.0
AHPC,34,350,AHPC,59,200.0
AHPC,38,2070,AHPC,7,2800.0
AHPC,42,1000,AIL,--,200.0
AHPC,43,399,AIL,18,10.0
AHPC,48,194,AIL,32,10.0
AHPC,49,200,AKBSL,47,10.0
AHPC,50,40,AKBSL,51,40.0
AHPC,56,98,AKJCL,--,4490.0
AHPC,57,50,AKJCL,33,20.0
AHPC,58,439,AKJCL,38,200.0
AHPC,7,20,AKJCL,41,178.0
AIL,--,200,AKJCL,51,50.0
AIL,25,10,AKJCL,52,80.0
AIL,46,10,AKJCL,55,223.0
AKBSL,45,30,AKJCL,56,105.0
AKBSL,57,20,AKPL,--,12151.0
AKJCL,--,4490,AKPL,16,800.0
AKJCL,1,58,AKPL,19,335.0
AKJCL,41,500,AKPL,25,10.0
AKJCL,49,88,AKPL,28,10.0
AKJCL,52,200,AKPL,33,156.0
AKJCL,57,10,AKPL,41,225.0
AKPL,--,12151,AKPL,45,250.0
AKPL,13,200,AKPL,5,2133.0
AKPL,19,360,AKPL,51,50.0
AKPL,21,40,AKPL,53,50.0
AKPL,25,4410,AKPL,55,2400.0
AKPL,33,100,AKPL,57,200.0
AKPL,34,14,AKPL,8,200.0
AKPL,36,10,ALBSL,--,57.0
AKPL,38,333,ALBSL,28,23.0
AKPL,41,600,ALBSL,58,20.0
AKPL,42,502,ALICL,--,3486.0
AKPL,45,50,ALICL,16,400.0
AKPL,54,100,ALICL,36,585.0
AKPL,58,100,ALICL,42,510.0
ALBSL,--,57,ALICL,49,35.0
ALBSL,14,23,ALICL,5,1100.0
ALBSL,22,20,ALICL,57,200.0
ALICL,--,3486,ALICL,7,100.0
ALICL,10,500,API,--,18338.0
ALICL,22,20,API,22,100.0
ALICL,34,1000,API,25,200.0
ALICL,36,400,API,28,100.0
ALICL,38,10,API,32,150.0
ALICL,42,510,API,34,10.0
ALICL,43,200,API,36,11.0
ALICL,48,50,API,38,120.0
ALICL,58,40,API,41,69.0
ALICL,59,200,API,42,111.0
API,--,18338,API,45,2223.0
API,1,55,API,55,300.0
API,10,20,API,57,50.0
API,13,199,API,59,500.0
API,17,90,BARUN,--,2537.0
API,19,45,BARUN,34,400.0
API,21,100,BARUN,36,20.0
API,25,259,BARUN,43,25.0
API,26,78,BARUN,57,90.0
API,28,10,BARUN,58,10.0
API,33,100,BBC,--,30.0
API,34,350,BBC,25,30.0
API,38,100,BFC,--,3638.0
API,4,600,BFC,33,180.0
API,40,50,BFC,47,180.0
API,41,500,BFC,57,250.0
API,42,100,BHL,--,4792.0
API,45,80,BHL,1,10.0
API,47,50,BHL,10,20.0
API,49,358,BHL,13,20.0
API,50,30,BHL,14,2620.0
API,52,130,BHL,16,80.0
API,55,20,BHL,17,10.0
API,57,190,BHL,18,10.0
API,58,390,BHL,21,60.0
API,8,40,BHL,22,40.0
BARUN,--,2537,BHL,25,10.0
BARUN,14,25,BHL,28,30.0
BARUN,16,100,BHL,29,10.0
BARUN,34,10,BHL,32,110.0
BARUN,47,100,BHL,34,40.0
BARUN,48,10,BHL,35,10.0
BARUN,5,300,BHL,36,30.0
BBC,--,30,BHL,37,30.0
BBC,22,20,BHL,38,30.0
BBC,51,10,BHL,39,40.0
BFC,--,3638,BHL,4,30.0
BFC,38,20,BHL,40,10.0
BFC,41,50,BHL,42,40.0
BFC,54,410,BHL,44,10.0
BFC,55,50,BHL,45,80.0
BFC,59,80,BHL,46,20.0
BHL,--,4792,BHL,47,30.0
BHL,1,20,BHL,49,140.0
BHL,14,530,BHL,5,100.0
BHL,16,10,BHL,52,30.0
BHL,19,20,BHL,53,10.0
BHL,20,2088,BHL,54,20.0
BHL,21,10,BHL,56,60.0
BHL,22,10,BHL,57,30.0
BHL,3,1040,BHL,58,170.0
BHL,33,20,BHL,59,30.0
BHL,34,480,BHL,6,905.0
BHL,35,10,BHL,8,10.0
BHL,37,10,BNHC,--,1600.0
BHL,42,10,BNHC,48,10.0
BHL,45,30,BPCL,--,1921.0
BHL,48,45,BPCL,21,100.0
BHL,49,10,BPCL,32,100.0
BHL,5,70,BPCL,41,60.0
BHL,51,40,BPCL,42,45.0
BHL,52,42,BPCL,49,120.0
BHL,54,20,BPCL,56,80.0
BHL,55,20,CBBL,--,4234.0
BHL,57,20,CBBL,14,79.0
BHL,58,370,CBBL,17,10.0
BHL,8,10,CBBL,20,11.0
BNHC,--,1600,CBBL,22,120.0
BNHC,34,10,CBBL,29,32.0
BPCL,--,1921,CBBL,38,111.0
BPCL,17,40,CBBL,4,165.0
BPCL,22,100,CBBL,45,30.0
BPCL,41,40,CBBL,54,301.0
BPCL,50,230,CBBL,57,20.0
BPCL,54,30,CBBL,6,492.0
BPCL,57,50,CBBL,8,270.0
BPCL,58,15,CBL,--,23727.0
CBBL,--,4234,CBL,1,200.0
CBBL,17,104,CBL,13,1000.0
CBBL,21,10,CBL,14,100.0
CBBL,28,100,CBL,17,130.0
CBBL,29,50,CBL,26,48.0
CBBL,32,222,CBL,28,400.0
CBBL,38,120,CBL,34,3572.0
CBBL,39,61,CBL,4,2000.0
CBBL,41,120,CBL,51,200.0
CBBL,42,77,CBL,56,30.0
CBBL,45,150,CBL,58,105.0
CBBL,49,55,CBL,6,85.0
CBBL,50,220,CBL,7,1000.0
CBBL,51,50,CCBL,--,220065.0
CBBL,52,10,CCBL,16,1800.0
CBBL,56,42,CCBL,25,400.0
CBBL,57,30,CCBL,32,188.0
CBBL,58,220,CCBL,34,1534.0
CBL,--,23727,CCBL,35,28.0
CBL,16,300,CCBL,40,87.0
CBL,20,1645,CCBL,41,250.0
CBL,22,200,CCBL,44,100.0
CBL,25,430,CCBL,45,102082.0
CBL,34,50,CCBL,48,22.0
CBL,37,100,CCBL,49,200.0
CBL,45,510,CCBL,50,120.0
CBL,47,500,CCBL,54,38.0
CBL,48,260,CCBL,55,1500.0
CBL,49,18,CCBL,57,318.0
CBL,51,200,CCBL,58,211.0
CBL,54,10,CCBL,6,1500.0
CBL,56,130,CFCL,--,1555.0
CBL,58,367,CFCL,17,60.0
CBL,6,200,CFCL,28,110.0
CBL,7,400,CFCL,3,200.0
CBL,8,3550,CFCL,32,100.0
CCBL,--,220065,CFCL,36,220.0
CCBL,11,10,CFCL,39,36.0
CCBL,17,1069,CFCL,42,34.0
CCBL,18,40,CFCL,45,10.0
CCBL,19,50,CFCL,6,193.0
CCBL,21,13,CGH,--,750.0
CCBL,22,40,CGH,17,10.0
CCBL,25,210,CGH,21,15.0
CCBL,28,12,CGH,25,400.0
CCBL,29,1030,CGH,28,100.0
CCBL,32,560,CGH,40,31.0
CCBL,33,2000,CGH,41,51.0
CCBL,35,10,CGH,43,10.0
CCBL,36,90,CGH,52,10.0
CCBL,38,820,CGH,8,250.0
CCBL,39,100,CHCL,--,3167.0
CCBL,42,100,CHCL,17,20.0
CCBL,43,145,CHCL,22,100.0
CCBL,44,10,CHCL,42,10.0
CCBL,45,100150,CHCL,44,12.0
CCBL,48,140,CHCL,45,190.0
CCBL,49,964,CHCL,58,114.0
CCBL,5,880,CHDC,--,760.0
CCBL,52,30,CHDC,14,10.0
CCBL,57,100,CHDC,34,20.0
CCBL,58,243,CHDC,35,10.0
CCBL,7,1562,CHDC,58,50.0
CFCL,--,1555,CHDC,8,20.0
CFCL,14,40,CHL,--,4329.0
CFCL,16,100,CHL,16,204.0
CFCL,21,86,CHL,34,60.0
CFCL,38,10,CHL,38,416.0
CFCL,48,500,CHL,45,100.0
CFCL,51,217,CHL,49,200.0
CFCL,58,10,CHL,55,357.0
CGH,--,750,CHL,57,10.0
CGH,26,210,CIT,--,3998.0
CGH,29,496,CIT,13,10.0
CGH,45,51,CIT,22,938.0
CGH,5,20,CIT,29,40.0
CGH,58,100,CIT,38,80.0
CHCL,--,3167,CIT,43,90.0
CHCL,13,12,CIT,44,20.0
CHCL,21,64,CIT,45,30.0
CHCL,28,130,CIT,5,20.0
CHCL,29,20,CIT,57,70.0
CHCL,47,60,CIT,58,100.0
CHCL,48,10,CIT,59,60.0
CHCL,56,100,CIT,6,10.0
CHCL,7,50,CLBSL,--,1085.0
CHDC,--,760,CLBSL,10,118.0
CHDC,39,30,CLBSL,48,27.0
CHDC,42,70,CLBSL,49,10.0
CHDC,49,10,CMF1,--,100.0
CHL,--,4329,CORBL,--,1788.0
CHL,1,200,CORBL,28,50.0
CHL,35,10,CORBL,42,500.0
CHL,36,10,CYCL,--,20.0
CHL,39,797,CZBIL,--,68801.0
CHL,41,100,CZBIL,29,6852.0
CHL,42,50,CZBIL,34,7407.0
CHL,43,100,CZBIL,38,130.0
CHL,50,50,CZBIL,42,35.0
CHL,58,30,CZBIL,45,497.0
CIT,--,3998,CZBIL,55,180.0
CIT,11,23,CZBIL,58,112.0
CIT,16,100,CZBILP,6,30000.0
CIT,21,10,DDBL,--,1963.0
CIT,29,200,DDBL,45,143.0
CIT,35,20,DDBL,48,10.0
