BStock,Buyer,BQty,SStock,Seller,SQty
ACLBSL,--,80,ACLBSL,--,80
ADBL,--,6799,ADBL,--,6799
AHPC,--,16007,AHPC,--,16007
AKJCL,--,10371,AKJCL,--,10371
AKPL,--,8240,AKPL,--,8240
ALBSL,--,133,ALBSL,--,133
ALICL,--,421,ALICL,--,421
API,--,15382,API,--,15382
AVYAN,--,33022,AVYAN,--,33022
BARUN,--,535,BARUN,--,535
BFC,--,350,BFC,--,350
BHDC,--,476,BHDC,--,476
BHL,--,360,BHL,--,360
BNHC,--,60,BNHC,--,60
BPCL,--,321,BPCL,--,321
CBBL,--,3214,CBBL,--,3214
CCBD88,--,50,CCBD88,--,50
CFCL,--,2674,CFCL,--,2674
CGH,--,1180,CGH,--,1180
CHCL,--,1071,CHCL,--,1071
CHDC,--,817,CHDC,--,817
CHL,--,20,CHL,--,20
CIT,--,2370,CIT,--,2370
CLBSL,--,140,CLBSL,--,140
CMF1,--,1900,CMF1,--,1900
CMF2,--,700,CMF2,--,700
CORBL,--,175,CORBL,--,175
CZBIL,--,5333,CZBIL,--,5333
DDBL,--,240,DDBL,--,240
DHPL,--,310,DHPL,--,310
DORDI,--,1185,DORDI,--,1185
EBL,--,26189,EBL,--,26189
EDBL,--,462,EDBL,--,462
ENL,--,80,ENL,--,80
FMDBL,--,900,FMDBL,--,900
FOWAD,--,1148,FOWAD,--,1148
GBBD85,--,25,GBBD85,--,25
GBBL,--,19615,GBBL,--,19615
GBILD86/87,--,30,GBILD86/87,--,30
GBLBS,--,25,GBLBS,--,25
GFCL,--,2217,GFCL,--,2217
GHL,--,525,GHL,--,525
GILB,--,725,GILB,--,725
GIMES1,--,4000,GIMES1,--,4000
GLH,--,20,GLH,--,20
GMFBS,--,40,GMFBS,--,40
GMFIL,--,95,GMFIL,--,95
GRDBL,--,842,GRDBL,--,842
GUFL,--,3494,GUFL,--,3494
GVL,--,5510,GVL,--,5510
HBL,--,935,HBL,--,935
HDHPC,--,5641,HDHPC,--,5641
HDL,--,1294,HDL,--,1294
HEI,--,1207,HEI,--,1207
HEIP,--,139,HEIP,--,139
HHL,--,1099,HHL,--,1099
HIDCL,--,11088,HIDCL,--,11088
HPPL,--,487,HPPL,--,487
HURJA,--,201,HURJA,--,201
ICFC,--,2181,ICFC,--,2181
IGI,--,1579,IGI,--,1579
ILBS,--,390,ILBS,--,390
JALPA,--,160,JALPA,--,160
JBBL,--,5215,JBBL,--,5215
JBLB,--,923,JBLB,--,923
JFL,--,1757,JFL,--,1757
JOSHI,--,610,JOSHI,--,610
JSLBB,--,46,JSLBB,--,46
KEF,--,5700,KEF,--,5700
KKHC,--,390,KKHC,--,390
KMCDB,--,55,KMCDB,--,55
KPCL,--,55,KPCL,--,55
KRBL,--,697,KRBL,--,697
KSBBL,--,4584,KSBBL,--,4584
LBBL,--,3241,LBBL,--,3241
LBL,--,2449,LBL,--,2449
LEC,--,270,LEC,--,270
LEMF,--,1175,LEMF,--,1175
LICN,--,771,LICN,--,771
LLBS,--,20,LLBS,--,20
LUK,--,14900,LUK,--,14900
MBJC,--,1350,MBJC,--,1350
MBL,--,2153,MBL,--,2153
MDB,--,250,MDB,--,250
MEN,--,159,MEN,--,159
MERO,--,180,MERO,--,180
MFIL,--,1214,MFIL,--,1214
MHL,--,920,MHL,--,920
MHNL,--,521,MHNL,--,521
MKJC,--,1270,MKJC,--,1270
MKLB,--,20,MKLB,--,20
MLBBL,--,10,MLBBL,--,10
MLBL,--,1463,MLBL,--,1463
MLBS,--,70,MLBS,--,70
MLBSL,--,13,MLBSL,--,13
MMF1,--,1300,MMF1,--,1300
MMFDB,--,82,MMFDB,--,82
MNBBL,--,557,MNBBL,--,557
MPFL,--,400,MPFL,--,400
NABBC,--,105,NABBC,--,105
NABIL,--,9070,NABIL,--,9070
NBF3,--,2400,NBF3,--,2400
NBL,--,1319,NBL,--,1319
NESDO,--,740,NESDO,--,740
NFS,--,675,NFS,--,675
NGPL,--,4962,NGPL,--,4962
NHDL,--,3095,NHDL,--,3095
NHPC,--,4515,NHPC,--,4515
NIBLPF,--,7194,NIBLPF,--,7194
NICA,--,2382,NICA,--,2382
NICBF,--,1450,NICBF,--,1450
NICGF,--,2900,NICGF,--,2900
NICL,--,2152,NICL,--,2152
NICLBSL,--,280,NICLBSL,--,280
NICSF,--,1610,NICSF,--,1610
NIFRA,--,11045,NIFRA,--,11045
NIL,--,974,NIL,--,974
NLBBL,--,600,NLBBL,--,600
NLG,--,30,NLG,--,30
NLIC,--,4818,NLIC,--,4818
NLICL,--,1836,NLICL,--,1836
NMB,--,4476,NMB,--,4476
NMB50,--,900,NMB50,--,900
NMBMF,--,121,NMBMF,--,121
NRIC,--,2402,NRIC,--,2402
NRN,--,360,NRN,--,360
NTC,--,2213,NTC,--,2213
NUBL,--,1455,NUBL,--,1455
NYADI,--,283,NYADI,--,283
OHL,--,510,OHL,--,510
PBD88,--,25,PBD88,--,25
PCBL,--,11134,PCBL,--,11134
PFL,--,1875,PFL,--,1875
PICL,--,200,PICL,--,200
PMHPL,--,70,PMHPL,--,70
