BStock,Buyer,BQty,SStock,Seller,SQty
ACLBSL,--,641,ACLBSL,--,641
ADBL,--,33592,ADBL,--,33592
AHPC,--,78411,AHPC,--,78411
AKJCL,--,34020,AKJCL,--,34020
AKPL,--,32765,AKPL,--,32765
ALBSL,--,567,ALBSL,--,567
ALICL,--,12128,ALICL,--,12128
API,--,107514,API,--,107514
AVYAN,--,9363,AVYAN,--,9363
BARUN,--,7168,BARUN,--,7168
BBC,--,100,BBC,--,100
BFC,--,11663,BFC,--,11663
BHDC,--,1795,BHDC,--,1795
BHL,--,3649,BHL,--,3649
BNHC,--,670,BNHC,--,670
BNT,--,90,BNT,--,90
BPCL,--,8887,BPCL,--,8887
CBBL,--,3840,CBBL,--,3840
CBLD88,--,25,CBLD88,--,25
CCBD88,--,75,CCBD88,--,75
CFCL,--,21630,CFCL,--,21630
CGH,--,1191,CGH,--,1191
CHCL,--,9505,CHCL,--,9505
CHDC,--,3942,CHDC,--,3942
CHL,--,4528,CHL,--,4528
CIT,--,5942,CIT,--,5942
CLBSL,--,622,CLBSL,--,622
CMF1,--,2900,CMF1,--,2900
CMF2,--,500,CMF2,--,500
CORBL,--,9585,CORBL,--,9585
CZBIL,--,57395,CZBIL,--,57395
DDBL,--,2279,DDBL,--,2279
DHPL,--,10525,DHPL,--,10525
DLBS,--,20,DLBS,--,20
DORDI,--,3296,DORDI,--,3296
EBL,--,82061,EBL,--,82061
EDBL,--,7585,EDBL,--,7585
ENL,--,580,ENL,--,580
FMDBL,--,6168,FMDBL,--,6168
FOWAD,--,5755,FOWAD,--,5755
GBBD85,--,80,GBBD85,--,80
GBBL,--,43187,GBBL,--,43187
GBLBS,--,4768,GBLBS,--,4768
GFCL,--,9032,GFCL,--,9032
GHL,--,11519,GHL,--,11519
GILB,--,1633,GILB,--,1633
GIMES1,--,27250,GIMES1,--,27250
GLBSL,--,341,GLBSL,--,341
GLH,--,3811,GLH,--,3811
GMFBS,--,204,GMFBS,--,204
GMFIL,--,6738,GMFIL,--,6738
GRDBL,--,12087,GRDBL,--,12087
GUFL,--,37037,GUFL,--,37037
GVL,--,8679,GVL,--,8679
HBL,--,9313,HBL,--,9313
HDHPC,--,83501,HDHPC,--,83501
HDL,--,8075,HDL,--,8075
HEI,--,27082,HEI,--,27082
HEIP,--,4062,HEIP,--,4062
HHL,--,10121,HHL,--,10121
HIDCL,--,119100,HIDCL,--,119100
HIDCLP,--,129714,HIDCLP,--,129714
HPPL,--,3182,HPPL,--,3182
