BStock,Buyer,BQty,SStock,Seller,SQty
ACLBSL,--,916,ACLBSL,--,916
ADBL,--,9560,ADBL,--,9560
AHPC,--,52899,AHPC,--,52899
AIL,--,1295,AIL,--,1295
AKBSL,--,6377,AKBSL,--,6377
AKJCL,--,20255,AKJCL,--,20255
AKPL,--,68355,AKPL,--,68355
ALBSL,--,697,ALBSL,--,697
ALICL,--,27724,ALICL,--,27724
API,--,49778,API,--,49778
BARUN,--,8419,BARUN,--,8419
BBC,--,180,BBC,--,180
BFC,--,12339,BFC,--,12339
BHL,--,3612,BHL,--,3612
BNHC,--,660,BNHC,--,660
BOKD86,--,25,BOKD86,--,25
BPCL,--,5493,BPCL,--,5493
CBBL,--,8675,CBBL,--,8675
CBL,--,300785,CBL,--,300785
CCBL,--,35674,CCBL,--,35674
CFCL,--,16037,CFCL,--,16037
CGH,--,1542,CGH,--,1542
CHCL,--,17899,CHCL,--,17899
CHDC,--,4150,CHDC,--,4150
CHL,--,20762,CHL,--,20762
CIT,--,5761,CIT,--,5761
CLBSL,--,513,CLBSL,--,513
CMF1,--,14300,CMF1,--,14300
CMF2,--,24030,CMF2,--,24030
CORBL,--,9140,CORBL,--,9140
CYCL,--,114,CYCL,--,114
CZBIL,--,25972,CZBIL,--,25972
DDBL,--,3649,DDBL,--,3649
DHPL,--,2909,DHPL,--,2909
EBL,--,19786,EBL,--,19786
EDBL,--,8386,EDBL,--,8386
ENL,--,1200,ENL,--,1200
FMDBL,--,16008,FMDBL,--,16008
FOWAD,--,2678,FOWAD,--,2678
GBBL,--,11549,GBBL,--,11549
GBLBS,--,1415,GBLBS,--,1415
GFCL,--,9062,GFCL,--,9062
GHL,--,14631,GHL,--,14631
GIC,--,425,GIC,--,425
GILB,--,1313,GILB,--,1313
GIMES1,--,14820,GIMES1,--,14820
GLBSL,--,329,GLBSL,--,329
GLH,--,2405,GLH,--,2405
GMFBS,--,269,GMFBS,--,269
GMFIL,--,8278,GMFIL,--,8278
GRDBL,--,2760,GRDBL,--,2760
GUFL,--,39356,GUFL,--,39356
GVL,--,5664,GVL,--,5664
GWFD83,--,20,GWFD83,--,20
HBL,--,9394,HBL,--,9394
HDHPC,--,26846,HDHPC,--,26846
HDL,--,13016,HDL,--,13016
HIDCL,--,63769,HIDCL,--,63769
HPPL,--,9428,HPPL,--,9428
HURJA,--,6558,HURJA,--,6558
ICFC,--,21228,ICFC,--,21228
IGI,--,33560,IGI,--,33560
ILBS,--,1284,ILBS,--,1284
JALPA,--,1859,JALPA,--,1859
JBBL,--,28387,JBBL,--,28387
JBLB,--,2857,JBLB,--,2857
JFL,--,6874,JFL,--,6874
JOSHI,--,8799,JOSHI,--,8799
JSLBB,--,649,JSLBB,--,649
KBL,--,10405,KBL,--,10405
KEF,--,5300,KEF,--,5300
KKHC,--,3908,KKHC,--,3908
KLBSL,--,467,KLBSL,--,467
KMCDB,--,679,KMCDB,--,679
KPCL,--,840,KPCL,--,840
KRBL,--,5999,KRBL,--,5999
KSBBL,--,18741,KSBBL,--,18741
LBBL,--,25784,LBBL,--,25784
LBL,--,9888,LBL,--,9888
LEC,--,5495,LEC,--,5495
LEMF,--,7917,LEMF,--,7917
LGIL,--,16924,LGIL,--,16924
LICN,--,39830,LICN,--,39830
LLBS,--,253,LLBS,--,253
LUK,--,200,LUK,--,200
MBJC,--,11648,MBJC,--,11648
MBL,--,9331,MBL,--,9331
MDB,--,10019,MDB,--,10019
MEN,--,1090,MEN,--,1090
MERO,--,1906,MERO,--,1906
MFIL,--,13967,MFIL,--,13967
MFLD85,--,50,MFLD85,--,50
MHNL,--,13446,MHNL,--,13446
MKJC,--,456,MKJC,--,456
MKLB,--,181,MKLB,--,181
MLBBL,--,364,MLBBL,--,364
MLBL,--,35599,MLBL,--,35599
MLBS,--,50,MLBS,--,50
MLBSL,--,153,MLBSL,--,153
MMF1,--,2450,MMF1,--,2450
MMFDB,--,172,MMFDB,--,172
MNBBL,--,10305,MNBBL,--,10305
MPFL,--,1048,MPFL,--,1048
MSLB,--,70,MSLB,--,70
MSLBP,--,3000,MSLBP,--,3000
NABBC,--,1510,NABBC,--,1510
NABIL,--,40922,NABIL,--,40922
NBF2,--,13451,NBF2,--,13451
NBF3,--,10300,NBF3,--,10300
NBL,--,30703,NBL,--,30703
NCCB,--,40246,NCCB,--,40246
NCCD86,--,20,NCCD86,--,20
NEF,--,300,NEF,--,300
NESDO,--,3039,NESDO,--,3039
NFS,--,9358,NFS,--,9358
NGPL,--,118630,NGPL,--,118630
NHDL,--,11288,NHDL,--,11288
NHPC,--,87223,NHPC,--,87223
NIBLPF,--,8600,NIBLPF,--,8600
NIBSF2,--,2300,NIBSF2,--,2300
NICA,--,24211,NICA,--,24211
NICGF,--,4400,NICGF,--,4400
NICL,--,3052,NICL,--,3052
NICLBSL,--,2038,NICLBSL,--,2038
NICSF,--,100,NICSF,--,100
NIFRA,--,45827,NIFRA,--,45827
NIL,--,4381,NIL,--,4381
NLBBL,--,1494,NLBBL,--,1494
NLG,--,2014,NLG,--,2014
NLIC,--,19018,NLIC,--,19018
NLICL,--,11111,NLICL,--,11111
NMB,--,68673,NMB,--,68673
NMB50,--,67100,NMB50,--,67100
NMBHF1,--,13500,NMBHF1,--,13500
NMBMF,--,1037,NMBMF,--,1037
NMFBS,--,858,NMFBS,--,858
NRIC,--,29287,NRIC,--,29287
NRN,--,8148,NRN,--,8148
NSLB,--,240,NSLB,--,240
NTC,--,16440,NTC,--,16440
NUBL,--,3309,NUBL,--,3309
NYADI,--,3896,NYADI,--,3896
OHL,--,1275,OHL,--,1275
PBD85,--,25,PBD85,--,25
PCBL,--,13109,PCBL,--,13109
PFL,--,7162,PFL,--,7162
PIC,--,1756,PIC,--,1756
PICL,--,3819,PICL,--,3819
PLI,--,3355,PLI,--,3355
PMHPL,--,5604,PMHPL,--,5604
PPCL,--,23055,PPCL,--,23055
PRIN,--,2538,PRIN,--,2538
PROFL,--,4744,PROFL,--,4744
PRVU,--,20608,PRVU,--,20608
PSF,--,2620,PSF,--,2620
RADHI,--,13234,RADHI,--,13234
RBCL,--,50,RBCL,--,50
RBCLPO,--,190,RBCLPO,--,190
RFPL,--,5365,RFPL,--,5365
RHPL,--,22969,RHPL,--,22969
RLFL,--,25602,RLFL,--,25602
RLI,--,2254,RLI,--,2254
RMDC,--,6686,RMDC,--,6686
RMF1,--,200,RMF1,--,200
RSDC,--,1960,RSDC,--,1960
RULB,--,1136,RULB,--,1136
RURU,--,101,RURU,--,101
SABSL,--,46,SABSL,--,46
SADBL,--,20261,SADBL,--,20261
SAEF,--,76896,SAEF,--,76896
SAHAS,--,6583,SAHAS,--,6583
SANIMA,--,22773,SANIMA,--,22773
