Stock,Buyer,Qty,Stock,Seller,Qty
ACLBSL,16,10.0,ACLBSL,16,10
ACLBSL,34,34.0,ACLBSL,25,150
ACLBSL,35,10.0,ACLBSL,29,120
ACLBSL,42,420.0,ACLBSL,32,10
ACLBSL,45,20.0,ACLBSL,36,10
ACLBSL,49,50.0,ACLBSL,38,44
ACLBSL,5,50.0,ACLBSL,39,20
ACLBSL,52,100.0,ACLBSL,41,10
ACLBSL,57,89.0,ACLBSL,49,40
ADBL,1,530.0,ACLBSL,52,10
ADBL,10,100.0,ACLBSL,53,10
ADBL,11,644.0,ACLBSL,57,99
ADBL,13,218.0,ACLBSL,58,20
ADBL,14,290.0,ACLBSL,7,230
ADBL,16,1200.0,ADBL,1,1764
ADBL,17,799.0,ADBL,10,200
ADBL,19,1.0,ADBL,13,170
ADBL,20,500.0,ADBL,14,10
ADBL,21,145.0,ADBL,16,150
ADBL,22,390.0,ADBL,17,651
ADBL,25,115.0,ADBL,19,331
ADBL,26,100.0,ADBL,20,336
ADBL,28,16000.0,ADBL,21,1985
ADBL,29,800.0,ADBL,22,800
ADBL,32,520.0,ADBL,26,1102
ADBL,33,390.0,ADBL,29,330
ADBL,34,2029.0,ADBL,3,3190
ADBL,35,136.0,ADBL,32,2211
ADBL,36,350.0,ADBL,33,201
ADBL,37,500.0,ADBL,34,131
ADBL,38,76.0,ADBL,35,23
ADBL,4,250.0,ADBL,38,2888
ADBL,40,100.0,ADBL,39,4640
ADBL,41,360.0,ADBL,4,244
ADBL,42,445.0,ADBL,40,200
ADBL,43,575.0,ADBL,41,200
ADBL,44,300.0,ADBL,42,740
ADBL,45,686.0,ADBL,43,80
ADBL,47,230.0,ADBL,44,1500
ADBL,48,100.0,ADBL,45,265
ADBL,49,2741.0,ADBL,46,595
ADBL,5,30.0,ADBL,47,2065
ADBL,51,760.0,ADBL,48,490
ADBL,52,64.0,ADBL,49,51
ADBL,53,400.0,ADBL,5,50
ADBL,54,40.0,ADBL,50,1150
