BStock,Buyer,BQty,SStock,Seller,SQty
ACLBSL,--,348,ACLBSL,--,348
ADBL,--,23720,ADBL,--,23720
AHPC,--,75534,AHPC,--,75534
AIL,--,1040,AIL,--,1040
AKJCL,--,28572,AKJCL,--,28572
AKPL,--,124718,AKPL,--,124718
ALBSL,--,526,ALBSL,--,526
ALICL,--,36465,ALICL,--,36465
API,--,72899,API,--,72899
BARUN,--,13949,BARUN,--,13949
BBC,--,80,BBC,--,80
BFC,--,5893,BFC,--,5893
BHL,--,2475,BHL,--,2475
BNHC,--,998,BNHC,--,998
BNT,--,120,BNT,--,120
BOKD86,--,82,BOKD86,--,82
BPCL,--,17918,BPCL,--,17918
CBBL,--,4390,CBBL,--,4390
CBL,--,39646,CBL,--,39646
CCBL,--,53754,CCBL,--,53754
CFCL,--,8030,CFCL,--,8030
CGH,--,1583,CGH,--,1583
CHCL,--,8288,CHCL,--,8288
CHDC,--,2888,CHDC,--,2888
CHL,--,7488,CHL,--,7488
CIT,--,10406,CIT,--,10406
CLBSL,--,1065,CLBSL,--,1065
CMF1,--,78500,CMF1,--,78500
CORBL,--,4265,CORBL,--,4265
CZBIL,--,71646,CZBIL,--,71646
DDBL,--,3720,DDBL,--,3720
DHPL,--,4988,DHPL,--,4988
EBL,--,16451,EBL,--,16451
EBLCP,--,112,EBLCP,--,112
EDBL,--,7038,EDBL,--,7038
ENL,--,5939,ENL,--,5939
FMDBL,--,19245,FMDBL,--,19245
FOWAD,--,7504,FOWAD,--,7504
GBBL,--,26589,GBBL,--,26589
GBILD86/87,--,75,GBILD86/87,--,75
GBLBS,--,13952,GBLBS,--,13952
GFCL,--,10544,GFCL,--,10544
GHL,--,13590,GHL,--,13590
GIC,--,4565,GIC,--,4565
GILB,--,2084,GILB,--,2084
GIMES1,--,23066,GIMES1,--,23066
GLBSL,--,172,GLBSL,--,172
GLH,--,16769,GLH,--,16769
GMFBS,--,168,GMFBS,--,168
GMFIL,--,14740,GMFIL,--,14740
GRDBL,--,1636,GRDBL,--,1636
GUFL,--,148958,GUFL,--,148958
GVL,--,9163,GVL,--,9163
GWFD83,--,25,GWFD83,--,25
HBL,--,2416,HBL,--,2416
HDHPC,--,73206,HDHPC,--,73206
HDL,--,10447,HDL,--,10447
HIDCL,--,56844,HIDCL,--,56844
HPPL,--,18646,HPPL,--,18646
HURJA,--,6578,HURJA,--,6578
ICFC,--,16392,ICFC,--,16392
IGI,--,11215,IGI,--,11215
ILBS,--,1911,ILBS,--,1911
JALPA,--,1655,JALPA,--,1655
JBBL,--,22482,JBBL,--,22482
JBLB,--,4814,JBLB,--,4814
JFL,--,8711,JFL,--,8711
JOSHI,--,14644,JOSHI,--,14644
JSLBB,--,432,JSLBB,--,432
KBL,--,40590,KBL,--,40590
KEF,--,9069,KEF,--,9069
KKHC,--,11702,KKHC,--,11702
KLBSL,--,739,KLBSL,--,739
KMCDB,--,576,KMCDB,--,576
KPCL,--,5574,KPCL,--,5574
KRBL,--,5095,KRBL,--,5095
KSBBL,--,36134,KSBBL,--,36134
LBBL,--,29568,LBBL,--,29568
LBL,--,9539,LBL,--,9539
LEC,--,4280,LEC,--,4280
LEMF,--,9400,LEMF,--,9400
LGIL,--,2762,LGIL,--,2762
LICN,--,22153,LICN,--,22153
LLBS,--,1023,LLBS,--,1023
LUK,--,100,LUK,--,100
MBJC,--,6602,MBJC,--,6602
MBL,--,15971,MBL,--,15971
MDB,--,7740,MDB,--,7740
MEN,--,1440,MEN,--,1440
MERO,--,2927,MERO,--,2927
MFIL,--,8052,MFIL,--,8052
MFLD85,--,10,MFLD85,--,10
