BStock,Buyer,BQty,SStock,Seller,SQty
ACLBSL,--,1116,ACLBSL,--,1116
ADBL,--,18812,ADBL,--,18812
AHPC,--,74249,AHPC,--,74249
AKJCL,--,39976,AKJCL,--,39976
AKPL,--,41665,AKPL,--,41665
ALBSL,--,3319,ALBSL,--,3319
ALICL,--,13778,ALICL,--,13778
API,--,131220,API,--,131220
AVYAN,--,8899,AVYAN,--,8899
BARUN,--,6794,BARUN,--,6794
BBC,--,80,BBC,--,80
BFC,--,19582,BFC,--,19582
BHDC,--,6870,BHDC,--,6870
BHL,--,9108,BHL,--,9108
BNHC,--,1546,BNHC,--,1546
BNT,--,135,BNT,--,135
BPCL,--,42476,BPCL,--,42476
CBBL,--,18198,CBBL,--,18198
CBLD88,--,50,CBLD88,--,50
CCBD88,--,50,CCBD88,--,50
CFCL,--,30109,CFCL,--,30109
CGH,--,2408,CGH,--,2408
CHCL,--,10920,CHCL,--,10920
CHDC,--,9825,CHDC,--,9825
CHL,--,12023,CHL,--,12023
CIT,--,10452,CIT,--,10452
CLBSL,--,2073,CLBSL,--,2073
CMF1,--,500,CMF1,--,500
CMF2,--,14200,CMF2,--,14200
CORBL,--,6620,CORBL,--,6620
CZBIL,--,24313,CZBIL,--,24313
DDBL,--,7825,DDBL,--,7825
DHPL,--,5754,DHPL,--,5754
DLBS,--,50,DLBS,--,50
DORDI,--,5150,DORDI,--,5150
EBL,--,53319,EBL,--,53319
EDBL,--,32111,EDBL,--,32111
ENL,--,6628,ENL,--,6628
FMDBL,--,18905,FMDBL,--,18905
FOWAD,--,12300,FOWAD,--,12300
GBBD85,--,25,GBBD85,--,25
GBBL,--,45891,GBBL,--,45891
GBLBS,--,25086,GBLBS,--,25086
GFCL,--,16279,GFCL,--,16279
GHL,--,33266,GHL,--,33266
GILB,--,9978,GILB,--,9978
GIMES1,--,17230,GIMES1,--,17230
GLBSL,--,1233,GLBSL,--,1233
GLH,--,9289,GLH,--,9289
GMFBS,--,199,GMFBS,--,199
GMFIL,--,19884,GMFIL,--,19884
GRDBL,--,10919,GRDBL,--,10919
GUFL,--,79318,GUFL,--,79318
GVL,--,6924,GVL,--,6924
HBL,--,5027,HBL,--,5027
HDHPC,--,211446,HDHPC,--,211446
HDL,--,14393,HDL,--,14393
HEI,--,26410,HEI,--,26410
HEIP,--,1844,HEIP,--,1844
HHL,--,10533,HHL,--,10533
HIDCL,--,84235,HIDCL,--,84235
HIDCLP,--,28759,HIDCLP,--,28759
HPPL,--,8926,HPPL,--,8926
HURJA,--,3637,HURJA,--,3637
ICFC,--,25144,ICFC,--,25144
IGI,--,23133,IGI,--,23133
ILBS,--,1734,ILBS,--,1734
JALPA,--,39127,JALPA,--,39127
JBBL,--,50264,JBBL,--,50264
JBLB,--,8392,JBLB,--,8392
JFL,--,20618,JFL,--,20618
JOSHI,--,19412,JOSHI,--,19412
JSLBB,--,828,JSLBB,--,828
KDBY,--,3600,KDBY,--,3600
KEF,--,20050,KEF,--,20050
KKHC,--,7000,KKHC,--,7000
KLBSL,--,525,KLBSL,--,525
