BStock,Buyer,BQty,SStock,Seller,SQty
ACLBSL,--,334,ACLBSL,--,334
ADBL,--,9231,ADBL,--,9231
AHPC,--,15347,AHPC,--,15347
AKJCL,--,7460,AKJCL,--,7460
AKPL,--,29336,AKPL,--,29336
ALBSL,--,284,ALBSL,--,284
ALICL,--,3064,ALICL,--,3064
API,--,45555,API,--,45555
AVYAN,--,10,AVYAN,--,10
BARUN,--,2667,BARUN,--,2667
BBC,--,30,BBC,--,30
BFC,--,3255,BFC,--,3255
BHDC,--,520,BHDC,--,520
BHL,--,665,BHL,--,665
BNHC,--,2650,BNHC,--,2650
BNT,--,20,BNT,--,20
BPCL,--,790,BPCL,--,790
CBBL,--,3418,CBBL,--,3418
CBLD88,--,95,CBLD88,--,95
CFCL,--,5318,CFCL,--,5318
CGH,--,40,CGH,--,40
CHCL,--,1261,CHCL,--,1261
CHDC,--,1030,CHDC,--,1030
CHL,--,2545,CHL,--,2545
CIT,--,3946,CIT,--,3946
CLBSL,--,1060,CLBSL,--,1060
CMF1,--,1600,CMF1,--,1600
CORBL,--,476,CORBL,--,476
CZBIL,--,20709,CZBIL,--,20709
DDBL,--,1346,DDBL,--,1346
DHPL,--,620,DHPL,--,620
DORDI,--,640,DORDI,--,640
EBL,--,5176,EBL,--,5176
EDBL,--,6183,EDBL,--,6183
ENL,--,470,ENL,--,470
FMDBL,--,1523,FMDBL,--,1523
FOWAD,--,1309,FOWAD,--,1309
GBBL,--,16714,GBBL,--,16714
GBLBS,--,279,GBLBS,--,279
GFCL,--,3848,GFCL,--,3848
GHL,--,3688,GHL,--,3688
GILB,--,832,GILB,--,832
GIMES1,--,2500,GIMES1,--,2500
GLBSL,--,280,GLBSL,--,280
GLH,--,1030,GLH,--,1030
GMFBS,--,20,GMFBS,--,20
GMFIL,--,3217,GMFIL,--,3217
GRDBL,--,4682,GRDBL,--,4682
GUFL,--,12672,GUFL,--,12672
GVL,--,1750,GVL,--,1750
HBL,--,2006,HBL,--,2006
HDHPC,--,23594,HDHPC,--,23594
HDL,--,4798,HDL,--,4798
HEI,--,5053,HEI,--,5053
HHL,--,1655,HHL,--,1655
HIDCL,--,48518,HIDCL,--,48518
HIDCLP,--,1315,HIDCLP,--,1315
HPPL,--,1750,HPPL,--,1750
HURJA,--,2903,HURJA,--,2903
ICFC,--,8460,ICFC,--,8460
IGI,--,7608,IGI,--,7608
ILBS,--,531,ILBS,--,531
JALPA,--,367,JALPA,--,367
JBBL,--,10833,JBBL,--,10833
JBLB,--,1543,JBLB,--,1543
JFL,--,3457,JFL,--,3457
JOSHI,--,2975,JOSHI,--,2975
JSLBB,--,105,JSLBB,--,105
KDBY,--,1200,KDBY,--,1200
KEF,--,100,KEF,--,100
KKHC,--,1355,KKHC,--,1355
KLBSL,--,30,KLBSL,--,30
KMCDB,--,672,KMCDB,--,672
KPCL,--,95,KPCL,--,95
KRBL,--,2335,KRBL,--,2335
KSBBL,--,7738,KSBBL,--,7738
LBBL,--,28897,LBBL,--,28897
LBL,--,7762,LBL,--,7762
LEC,--,2560,LEC,--,2560
LICN,--,2355,LICN,--,2355
LLBS,--,166,LLBS,--,166
LUK,--,29950,LUK,--,29950
MBJC,--,1640,MBJC,--,1640
MBL,--,5203,MBL,--,5203
MDB,--,5524,MDB,--,5524
MEN,--,308,MEN,--,308
MERO,--,996,MERO,--,996
MFIL,--,3943,MFIL,--,3943
MHL,--,243,MHL,--,243
MHNL,--,2040,MHNL,--,2040
MKJC,--,469,MKJC,--,469
MKLB,--,175,MKLB,--,175
MLBBL,--,150,MLBBL,--,150
MLBL,--,12923,MLBL,--,12923
MLBS,--,50,MLBS,--,50
MLBSL,--,505,MLBSL,--,505
MMF1,--,3700,MMF1,--,3700
MMFDB,--,218,MMFDB,--,218
MNBBL,--,9065,MNBBL,--,9065
MPFL,--,1296,MPFL,--,1296
MSLB,--,340,MSLB,--,340
NABBC,--,1249,NABBC,--,1249
NABIL,--,33934,NABIL,--,33934
NBF2,--,100,NBF2,--,100
NBF3,--,1425,NBF3,--,1425
NBL,--,27839,NBL,--,27839
NEF,--,2630,NEF,--,2630
NESDO,--,1195,NESDO,--,1195
NFS,--,7073,NFS,--,7073
NGPL,--,4052,NGPL,--,4052
NHDL,--,800,NHDL,--,800
NHPC,--,14316,NHPC,--,14316
NIBD2082,--,25,NIBD2082,--,25
NIBSF2,--,174,NIBSF2,--,174
NICA,--,19482,NICA,--,19482
NICBF,--,700,NICBF,--,700
NICFC,--,2000,NICFC,--,2000
NICGF,--,1500,NICGF,--,1500
NICL,--,3400,NICL,--,3400
NICLBSL,--,1602,NICLBSL,--,1602
NICLPO,--,2800,NICLPO,--,2800
NICSF,--,6200,NICSF,--,6200
NIFRA,--,21695,NIFRA,--,21695
NIL,--,2962,NIL,--,2962
NLBBL,--,10,NLBBL,--,10
NLG,--,200,NLG,--,200
NLIC,--,8844,NLIC,--,8844
NLICL,--,4952,NLICL,--,4952
NMB,--,8774,NMB,--,8774
NMB50,--,550,NMB50,--,550
NMBD2085,--,21,NMBD2085,--,21
NMBHF1,--,6600,NMBHF1,--,6600
NMBMF,--,423,NMBMF,--,423
NMFBS,--,946,NMFBS,--,946
NRIC,--,5101,NRIC,--,5101
NRN,--,300,NRN,--,300
NSLB,--,190,NSLB,--,190
NTC,--,9046,NTC,--,9046
NUBL,--,2365,NUBL,--,2365
NYADI,--,300,NYADI,--,300
OHL,--,122,OHL,--,122
PBD88,--,25,PBD88,--,25
PCBL,--,36714,PCBL,--,36714
PFL,--,1294,PFL,--,1294
PICL,--,1230,PICL,--,1230
PMHPL,--,567,PMHPL,--,567
PPCL,--,570,PPCL,--,570
PROFL,--,4944,PROFL,--,4944
PRVU,--,10275,PRVU,--,10275
PSF,--,300,PSF,--,300
