BStock,Buyer,BQty,SStock,Seller,SQty
ACLBSL,--,459,ACLBSL,--,459
ADBL,--,2872,ADBL,--,2872
AHPC,--,70071,AHPC,--,70071
AIL,--,1449,AIL,--,1449
AKBSL,--,30,AKBSL,--,30
AKJCL,--,24995,AKJCL,--,24995
AKPL,--,33573,AKPL,--,33573
ALBSL,--,398,ALBSL,--,398
ALICL,--,17704,ALICL,--,17704
API,--,47273,API,--,47273
BARUN,--,6650,BARUN,--,6650
BBC,--,50,BBC,--,50
BFC,--,5127,BFC,--,5127
BHL,--,20947,BHL,--,20947
BNHC,--,818,BNHC,--,818
BNT,--,247,BNT,--,247
BOKL,--,209316,BOKL,--,209316
BPCL,--,10730,BPCL,--,10730
CBBL,--,8873,CBBL,--,8873
CBL,--,28882,CBL,--,28882
CCBL,--,14471,CCBL,--,14471
CFCL,--,9093,CFCL,--,9093
CGH,--,2035,CGH,--,2035
CHCL,--,8650,CHCL,--,8650
CHDC,--,6557,CHDC,--,6557
CHL,--,3720,CHL,--,3720
CIT,--,8744,CIT,--,8744
CLBSL,--,443,CLBSL,--,443
CMF1,--,975,CMF1,--,975
CORBL,--,4454,CORBL,--,4454
CYCL,--,20,CYCL,--,20
CZBIL,--,8033,CZBIL,--,8033
DDBL,--,2582,DDBL,--,2582
DHPL,--,2885,DHPL,--,2885
EBL,--,5191,EBL,--,5191
EDBL,--,3615,EDBL,--,3615
ENL,--,1585,ENL,--,1585
FMDBL,--,1528,FMDBL,--,1528
FOWAD,--,2777,FOWAD,--,2777
GBBL,--,12771,GBBL,--,12771
GBIME,--,25886,GBIME,--,25886
GBIMEP,--,100000,GBIMEP,--,100000
GBLBS,--,2175,GBLBS,--,2175
GFCL,--,1587,GFCL,--,1587
GHL,--,4901,GHL,--,4901
GIC,--,915,GIC,--,915
GILB,--,587,GILB,--,587
GIMES1,--,15950,GIMES1,--,15950
GLBSL,--,220,GLBSL,--,220
GLH,--,720,GLH,--,720
GMFBS,--,80,GMFBS,--,80
GMFIL,--,7888,GMFIL,--,7888
GRDBL,--,1092,GRDBL,--,1092
GUFL,--,11452,GUFL,--,11452
GVL,--,13734,GVL,--,13734
HBL,--,5351,HBL,--,5351
HDHPC,--,23863,HDHPC,--,23863
HDL,--,9337,HDL,--,9337
HIDCL,--,46052,HIDCL,--,46052
HPPL,--,10647,HPPL,--,10647
HURJA,--,625,HURJA,--,625
ICFC,--,7063,ICFC,--,7063
IGI,--,5378,IGI,--,5378
ILBS,--,418,ILBS,--,418
JALPA,--,1370,JALPA,--,1370
JBBL,--,9125,JBBL,--,9125
JBLB,--,1216,JBLB,--,1216
JFL,--,1652,JFL,--,1652
JLI,--,5275,JLI,--,5275
JOSHI,--,3371,JOSHI,--,3371
JSLBB,--,40,JSLBB,--,40
KBL,--,25285,KBL,--,25285
KEF,--,4000,KEF,--,4000
KKHC,--,2311,KKHC,--,2311
KLBSL,--,20,KLBSL,--,20
KMCDB,--,850,KMCDB,--,850
KPCL,--,1560,KPCL,--,1560
KRBL,--,1961,KRBL,--,1961
KSBBL,--,15130,KSBBL,--,15130
LBBL,--,16327,LBBL,--,16327
LBL,--,7304,LBL,--,7304
LEC,--,4962,LEC,--,4962
LGIL,--,3817,LGIL,--,3817
LICN,--,15586,LICN,--,15586
LLBS,--,834,LLBS,--,834
MBJC,--,6512,MBJC,--,6512
MBL,--,27275,MBL,--,27275
MDB,--,1935,MDB,--,1935
MEN,--,1440,MEN,--,1440
MERO,--,330,MERO,--,330
MFIL,--,8158,MFIL,--,8158
MHNL,--,26430,MHNL,--,26430
MKJC,--,590,MKJC,--,590
MKLB,--,10,MKLB,--,10
MLBL,--,18235,MLBL,--,18235
MLBS,--,100,MLBS,--,100
MLBSL,--,451,MLBSL,--,451
MMF1,--,19750,MMF1,--,19750
MMFDB,--,320,MMFDB,--,320
MNBBL,--,13428,MNBBL,--,13428
MPFL,--,985,MPFL,--,985
MSLB,--,126,MSLB,--,126
NABBC,--,320,NABBC,--,320
NABIL,--,17914,NABIL,--,17914
NBF2,--,1500,NBF2,--,1500
NBF3,--,41000,NBF3,--,41000
NBL,--,17255,NBL,--,17255
NBLD85,--,60,NBLD85,--,60
NCCB,--,53274,NCCB,--,53274
