  12:04:01,1,2,3,4,5
AHPC,36,58,89,,
NYADI,8,57,10,,
SINDU,28,29,355,,
SINDU,45,29,45,,
JBLB,52,38,10,,
SANIMA,28,56,34,,
HDHPC,13,5,500,,
CBL,57,58,30,,
PMHPL,34,58,250,,
NIFRA,36,41,30,,
MBJC,10,41,10,,
NIFRA,10,41,10,,
API,33,42,150,,
GUFL,43,41,550,,
GUFL,43,22,100,,
GUFL,43,45,50,,
GUFL,43,35,300,,
SHPC,7,50,500,,
PFL,40,32,150,,
NIFRA,10,38,10,,
UMRH,26,52,30,,
GBBL,45,34,70,,
GBBL,32,34,100,,
GBBL,55,34,100,,
GBBL,45,34,20,,
GBBL,38,34,10,,
HIDCL,41,32,500,,
PIC,37,54,100,,
SLI,17,39,275,,
SLI,47,39,15,,
SLI,49,39,10,,
SLI,55,39,80,,
NIFRA,48,47,45,,
SLI,36,39,110,,
SLI,49,39,10,,
CCBL,49,17,374,,
JBBL,41,50,30,,
CCBL,38,17,327,,
SIC,1,44,500,,
SIC,1,57,201,,
SIC,1,14,200,,
NLICL,7,55,191,,
UMRH,26,21,10,,
NICLBSL,58,57,10,,
AHPC,52,39,595,,
AHPC,45,39,370,,
AHPC,36,39,1520,,
AHPC,38,39,171,,
MBJC,10,39,10,,
HDHPC,13,39,10,,
RLFL,58,35,100,,
NIFRA,48,49,25,,
PFL,49,14,150,,
MBJC,10,58,10,,
MBJC,10,16,10,,
CHL,47,45,100,,
ALICL,45,25,200,,
AHPC,49,6,30,,
SFCL,56,58,100,,
IGI,21,42,60,,
NGPL,16,29,400,,
PLIC,20,17,20,,
UPPER,57,33,138,,
NIFRA,22,53,100,,
HIDCL,58,32,100,,
HIDCL,38,32,250,,
HIDCL,59,32,500,,
HIDCL,58,32,100,,
HIDCL,33,32,200,,
HIDCL,57,32,50,,
HIDCL,34,32,15,,
HIDCL,20,32,100,,
HIDCL,7,32,10,,
HIDCL,52,32,143,,
ICFC,46,25,100,,
NABIL,22,58,15,,
HDL,20,13,20,,
HDL,20,26,10,,
HDL,20,22,100,,
HDL,20,49,100,,
HDL,20,16,35,,
HDL,20,40,10,,
MFIL,38,48,242,,
AKJCL,58,35,88,,
AKJCL,21,35,100,,
AKJCL,33,35,160,,
MERO,57,56,14,,
MBJC,10,58,10,,
TPC,25,21,10,,
LGIL,34,44,980,,
LGIL,25,44,20,,
JBBL,41,13,50,,
SJCL,29,22,100,,
KSBBL,47,6,58,,
SLCF,14,32,1900,,
SRBL,28,17,45,,
NIL,58,17,50,,
SIFC,28,6,270,,
SPC,34,20,30,,
SPC,34,57,10,,
SPC,34,51,10,,
SPC,34,58,10,,
SPC,34,19,30,,
SPC,34,21,10,,
SPC,34,49,10,,
SPC,34,53,10,,
SPC,34,3,10,,
SPC,34,51,50,,
SPC,34,57,10,,
SPC,34,32,10,,
SPC,34,21,10,,
SPC,34,45,10,,
SPC,34,19,10,,
SPC,34,53,20,,
SPC,34,28,10,,
SPC,34,58,10,,
SPC,34,58,10,,
SPC,34,45,10,,
SPC,34,58,10,,
SPC,34,58,10,,
SPC,34,32,10,,
SPC,34,29,10,,
SPC,34,58,10,,
SHINE,33,33,100,,
SHINE,14,33,80,,
MBJC,10,44,10,,
MBJC,10,41,10,,
HIDCL,52,39,200,,
SSHL,50,34,70,,
SSHL,50,41,130,,
MBJC,10,45,10,,
MBJC,10,58,10,,
MBJC,10,58,10,,
MERO,57,58,13,,
DHPL,34,36,190,,
DHPL,34,49,10,,
SIFC,28,54,40,,
NABIL,22,58,10,,
LBBL,39,6,500,,
SHPC,7,47,100,,
MBJC,10,49,10,,
BARUN,6,17,11,,
AHPC,38,44,829,,
AHPC,17,44,100,,
AHPC,45,44,25,,
AHPC,41,44,30,,
AHPC,42,44,16,,
ALBSL,42,55,12,,
MBJC,10,16,10,,
MBJC,10,16,10,,
AKJCL,33,25,250,,
MFIL,38,34,50,,
MFIL,38,45,178,,
MFIL,38,58,20,,
MFIL,38,42,10,,
MBJC,10,6,10,,
SLI,36,58,10,,
SCB,33,21,21,,
NRN,40,42,100,,
AHPC,57,6,100,,
MBJC,10,11,10,,
GBBL,59,35,55,,
MEGA,17,4,20,,
AKPL,36,35,20,,
AKPL,53,35,200,,
RSDC,7,45,153,,
MBJC,10,38,10,,
MBJC,10,38,10,,
HGI,45,21,100,,
SAHAS,51,26,10,,
UMHL,58,42,100,,
MBJC,10,57,10,,
AKJCL,33,49,390,,
HIDCL,59,32,161,,
JBBL,41,44,120,,
MBJC,10,58,10,,
RHPL,55,21,10,,
UPPER,41,33,40,,
UPPER,44,33,22,,
HURJA,41,54,180,,
HURJA,41,53,100,,
MBJC,10,41,10,,
NRIC,49,37,30,,
NRIC,6,37,70,,
NRIC,58,37,100,,
NIL,52,49,10,,
CCBL,32,35,467,,
CCBL,32,54,33,,
API,33,17,33,,
NGPL,41,38,25,,
UMHL,4,3,200,,
GFCL,6,25,70,,
MBJC,10,58,10,,
HDL,13,58,10,,
MFIL,58,45,55,,
RADHI,19,19,25,,
SCB,29,6,10,,
MFIL,57,55,125,,
MFIL,49,55,10,,
HIDCL,57,32,150,,
SAHAS,51,11,10,,
NLIC,53,58,50,,
API,33,45,180,,
API,38,45,320,,
UPPER,41,38,60,,
UPPER,41,38,10,,
MLBL,4,59,138,,
NYADI,58,46,80,,
NYADI,58,45,10,,
NYADI,58,20,10,,
MBJC,10,16,10,,
GHL,50,34,124,,
GHL,50,5,26,,
NRN,38,21,10,,
NABIL,34,58,75,,
NABIL,34,37,100,,
NFS,43,47,551,,
MBJC,10,26,10,,
SLI,36,17,10,,
SLI,36,52,10,,
SLI,36,42,10,,
SLI,36,50,10,,
SLI,36,50,10,,
SLI,36,50,10,,
SLI,36,50,10,,
SLI,36,51,10,,
NMB,57,22,266,,
NMB,57,32,86,,
NMB,57,50,100,,
NMB,57,45,17,,
NMB,57,29,31,,
JLI,10,57,10,,
NHPC,34,3,17,,
GFCL,47,25,10,,
KBL,19,58,20,,
KBL,49,58,148,,
NABIL,51,28,35,,
NABIL,54,28,75,,
NABIL,42,28,10,,
NABIL,14,28,30,,
NABIL,7,28,100,,
NABIL,29,33,10,,
API,8,35,94,,
API,8,4,155,,
API,8,54,102,,
API,8,58,149,,
MBJC,10,14,10,,
HDHPC,36,53,270,,
HDHPC,48,53,100,,
HDHPC,57,53,140,,
NHPC,17,32,1000,,
MBJC,10,45,10,,
MBJC,10,38,10,,
MBJC,10,45,10,,
KBL,28,4,1000,,
ICFC,46,1,30,,
NMFBS,59,21,31,,
FOWAD,34,47,20,,
NBL,29,43,130,,
UMHL,26,3,70,,
UMHL,45,3,700,,
MNBBL,42,10,30,,
MBJC,10,38,10,,
UMHL,45,58,200,,
SICL,34,58,110,,
RADHI,45,19,130,,
RADHI,42,19,200,,
NIFRA,48,29,60,,
RLFL,58,57,200,,
MLBL,39,59,50,,
MBJC,10,59,10,,
PRVU,32,38,50,,
AKJCL,47,25,200,,
ALICL,57,25,200,,
AKJCL,22,25,50,,
SKBBL,17,53,50,,
FMDBL,6,21,20,,
FMDBL,21,21,30,,
NLICL,7,35,10,,
MBJC,10,16,10,,
MBJC,10,49,10,,
BOKL,47,25,238,,
BOKL,57,25,62,,
NYADI,8,58,10,,
MBJC,10,58,10,,
JBLB,34,14,10,,
PLI,13,7,10,,
KKHC,32,42,30,,
KKHC,35,42,20,,
UMRH,20,37,200,,
MBJC,10,49,10,,
MBJC,10,38,10,,
NUBL,33,58,66,,
SHIVM,26,35,190,,
SHIVM,26,35,300,,
SHIVM,45,35,10,,
NYADI,37,45,10,,
MBJC,10,29,10,,
NIFRA,48,21,60,,
MBJC,10,45,10,,
SLI,47,42,10,,
GUFL,6,41,61,,
GUFL,6,42,11,,
GUFL,6,10,58,,
NMB,57,29,100,,
GHL,39,5,200,,
PRVU,11,38,50,,
HIDCL,52,25,147,,
HIDCL,14,25,100,,
HIDCL,40,25,100,,
HIDCL,6,25,953,,
HIDCL,58,25,200,,
GFCL,45,25,10,,
NICA,42,58,12,,
RHPL,55,58,25,,
MBJC,10,34,10,,
NCCB,36,56,700,,
NCCB,35,56,200,,
MNBBL,13,16,25,,
MBJC,10,45,10,,
CHCL,42,47,50,,
GBIME,41,22,100,,
MBJC,10,19,10,,
GBBL,29,35,160,,
GBBL,29,4,400,,
MFIL,7,45,250,,
NABIL,56,49,2,,
NIFRA,48,14,10,,
MLBS,53,58,10,,
SIFC,28,34,10,,
GIC,16,6,15,,
SHINE,14,6,20,,
JBLB,53,35,10,,
UMHL,45,19,100,,
ICFC,46,55,11,,
MBJC,10,49,10,,
CFCL,19,38,15,,
NICLBSL,35,21,10,,
BOKL,57,56,10,,
SHPC,17,50,400,,
SHPC,17,50,600,,
MBJC,10,8,10,,
NHDL,59,26,100,,
JOSHI,19,49,500,,
ULI,16,57,10,,
VLBS,34,55,75,,
NYADI,37,34,10,,
NYADI,37,50,10,,
NYADI,37,34,10,,
NYADI,37,58,10,,
NBL,16,43,33,,
NBL,16,50,20,,
MBJC,10,16,10,,
JOSHI,29,49,50,,
MEGA,29,4,20,,
JOSHI,29,28,300,,
NHDL,59,21,11,,
SBI,17,5,25,,
AKPL,54,35,10,,
AKPL,54,56,50,,
PPCL,34,14,948,,
NABIL,34,33,10,,
NABIL,45,33,80,,
LBL,45,29,100,,
MBJC,10,45,10,,
SLI,49,26,10,,
UMHL,26,40,50,,
BPCL,6,52,596,,
MBJC,10,11,10,,
MBJC,10,48,10,,
HURJA,21,54,40,,
NGPL,42,57,10,,
NGPL,42,29,100,,
CIT,56,52,59,,
MNBBL,57,16,100,,
SBL,16,35,45,,
SBL,42,35,55,,
CBBL,26,35,25,,
UPPER,41,21,40,,
UPPER,14,21,160,,
MBJC,10,38,10,,
MBJC,10,34,10,,
BPCL,6,42,404,,
BPCL,42,42,16,,
BPCL,45,42,80,,
MBJC,10,54,10,,
MLBL,7,59,112,,
NUBL,33,50,20,,
SIC,13,32,66,,
MEGA,17,4,400,,
MEGA,14,4,200,,
MEGA,52,4,100,,
MEGA,17,4,47,,
LEC,58,21,10,,
GLICL,43,54,40,,
AKPL,32,57,100,,
AKPL,35,57,310,,
UMHL,57,40,200,,
STC,57,41,10,,
ULI,16,47,91,,
NHDL,35,19,440,,
NHDL,35,34,50,,
NHDL,35,14,10,,
ALICL,38,6,167,,
ALICL,38,44,133,,
SHINE,42,49,45,,
JOSHI,57,45,50,,
NIFRA,48,47,60,,
SIFC,32,56,55,,
SIFC,32,26,108,,
SIFC,32,26,15,,
SIFC,32,56,50,,
API,13,58,51,,
API,13,4,54,,
API,13,49,733,,
MBJC,10,45,10,,
HIDCL,6,8,13,,
HIDCL,21,8,20,,
RLI,51,47,25,,
ILBS,42,21,12,,
ILBS,42,21,14,,
ILBS,51,21,10,,
NYADI,14,58,10,,
MBJC,10,34,10,,
NYADI,14,26,10,,
NGPL,43,45,892,,
NGPL,1,45,50,,
MEGA,17,59,23,,
GFCL,10,35,200,,
NIFRA,21,14,20,,
NIFRA,21,55,30,,
NLIC,21,58,50,,
MBJC,10,32,10,,
NMB,45,29,10,,
MBJC,10,6,10,,
SHEL,35,50,70,,
BFC,21,21,200,,
RLFL,58,52,170,,
AHPC,45,40,25,,
GBIME,17,22,300,,
MBJC,10,16,10,,
KBL,49,4,930,,
ULI,45,36,370,,
ULI,45,32,10,,
ULI,45,51,10,,
ULI,45,42,10,,
UNHPL,8,47,250,,
UNHPL,8,58,100,,
UNHPL,8,13,50,,
UNHPL,8,34,100,,
UPPER,14,55,40,,
GILB,5,47,10,,
NIFRA,48,34,260,,
UMHL,5,46,249,,
UMHL,5,38,150,,
UMHL,5,38,1000,,
UMHL,5,42,200,,
UMHL,5,58,252,,
UMHL,5,57,200,,
UMHL,5,20,1000,,
UMHL,5,4,10,,
UMHL,5,11,500,,
UMHL,5,3,1000,,
HPPL,52,21,10,,
AKJCL,22,38,100,,
LGIL,39,36,306,,
SBL,42,53,55,,
MBJC,10,49,10,,
LBBL,43,5,160,,
SBI,5,5,15,,
SICL,33,58,180,,
SICL,13,58,50,,
API,58,49,613,,
API,58,14,53,,
API,58,33,500,,
API,58,38,50,,
API,58,6,100,,
API,58,45,200,,
API,58,48,1000,,
API,58,18,1400,,
API,58,34,1064,,
API,58,26,20,,
ULI,16,58,10,,
NRIC,34,39,10,,
NCCB,35,28,100,,
LBBL,43,4,461,,
LBBL,43,51,250,,
MBJC,10,45,10,,
FMDBL,49,55,12,,
SBL,42,35,50,,
HIDCL,41,51,1,,
AHPC,45,43,105,,
AHPC,21,43,45,,
ALICL,46,44,300,,
ALBSL,14,6,100,,
AKJCL,47,32,10,,
JBLB,53,58,10,,
MBJC,10,38,10,,
MBJC,10,41,10,,
MBL,48,49,500,,
HDHPC,57,21,10,,
MBJC,10,35,10,,
MBJC,10,26,10,,
KBL,45,4,10,,
HDL,49,17,20,,
RLFL,14,52,30,,
HIDCL,58,32,19,,
MBJC,10,58,10,,
SAHAS,32,5,100,,
API,43,45,1000,,
NABIL,45,45,10,,
API,58,45,424,,
HDL,57,3,30,,
HDL,17,3,20,,
NBL,39,50,20,,
PIC,49,33,37,,
PIC,49,54,100,,
PIC,49,32,15,,
PIC,49,28,201,,
PIC,49,1,300,,
PIC,49,21,17,,
PIC,49,17,80,,
PIC,49,47,50,,
MBJC,10,16,10,,
GILB,5,47,10,,
SSHL,34,41,70,,
SSHL,34,59,80,,
NHPC,26,58,50,,
MBJC,10,45,10,,
LEMF,53,11,4925,,
LEMF,32,11,5075,,
MBJC,10,16,10,,
GHL,59,5,100,,
JOSHI,33,45,1000,,
GIC,16,21,10,,
NYADI,14,32,10,,
UPPER,44,58,148,,
UPPER,44,38,52,,
MLBL,39,49,400,,
SLBBL,47,47,50,,
MBJC,10,38,10,,
MBJC,10,41,10,,
NIFRA,45,34,10,,
AHPC,14,48,80,,
AHPC,14,6,500,,
ULI,16,14,10,,
AHPC,14,22,45,,
GBIME,44,22,50,,
GBIME,44,36,30,,
GBIME,44,58,20,,
KSBBL,21,45,20,,
KSBBL,21,1,30,,
MBJC,10,38,10,,
HIDCL,41,32,1200,,
CHDC,52,6,10,,
STC,8,41,10,,
STC,8,41,10,,
CCBL,34,54,67,,
HIDCL,51,32,300,,
AKJCL,33,21,200,,
AIL,50,21,10,,
MBJC,10,38,10,,
HDL,42,16,15,,
HDL,42,42,15,,
CIT,36,44,10,,
LBBL,10,53,500,,
MBJC,10,29,10,,
SSHL,10,34,50,,
SSHL,49,34,50,,
MBJC,10,58,10,,
MBJC,10,42,10,,
HIDCL,6,57,34,,
HIDCL,33,57,116,,
HIDCL,19,57,50,,
KBL,11,4,150,,
GIC,41,55,10,,
MBJC,10,55,10,,
NYADI,38,48,10,,
CCBL,56,51,3,,
HDL,58,26,10,,
SRBL,28,17,150,,
SRBL,52,17,127,,
MHNL,38,57,14,,
RHPL,50,6,50,,
UPPER,51,58,500,,
UPPER,41,58,17,,
PCBL,58,44,645,,
HIDCL,49,32,30,,
NIFRA,48,49,500,,
NIFRA,38,49,300,,
NIFRA,17,49,89,,
AIL,50,1,20,,
KBL,16,4,100,,
MBJC,10,38,10,,
MBJC,10,58,10,,
SPC,34,42,10,,
MBJC,10,49,10,,
AKJCL,49,32,10,,
SBI,51,38,988,,
SBI,57,38,22,,
SBI,21,38,50,,
SBI,50,38,10,,
HIDCL,44,32,200,,
HIDCL,7,32,10,,
NYADI,38,42,10,,
UPPER,41,45,20,,
UMHL,36,17,50,,
RADHI,44,57,28,,
RADHI,41,57,72,,
GILB,17,47,10,,
MBJC,10,58,10,,
MBJC,10,32,10,,
AHPC,45,22,55,,
AHPC,45,36,55,,
HIDCL,19,32,500,,
GBLBS,8,37,150,,
GBLBS,49,37,150,,
GBLBS,46,37,55,,
GBLBS,53,37,200,,
GBLBS,35,37,39,,
GBLBS,17,37,150,,
GBLBS,17,37,20,,
GBLBS,28,37,100,,
GBLBS,41,37,141,,
GBLBS,26,37,25,,
MBJC,10,16,10,,
SPC,34,58,10,,
NICLBSL,58,48,10,,
MBJC,10,45,10,,
MHNL,45,49,200,,
SKBBL,45,53,25,,
MBJC,10,35,10,,
MBJC,10,35,10,,
MBJC,10,6,10,,
CHCL,34,55,53,,
MEN,40,34,10,,
API,58,38,576,,
API,59,38,214,,
API,40,38,200,,
API,51,38,10,,
NRIC,42,36,30,,
LBL,32,35,50,,
LBL,32,44,599,,
LBL,32,41,660,,
LBL,32,32,118,,
MBJC,10,56,10,,
MBJC,10,45,10,,
SHIVM,36,58,22,,
SHIVM,36,4,15,,
SHIVM,36,14,50,,
SHIVM,36,57,100,,
SHIVM,36,32,400,,
SHIVM,36,40,200,,
SHIVM,36,57,10,,
SHIVM,36,35,40,,
SHIVM,36,48,15,,
SHIVM,36,13,100,,
SHIVM,36,39,40,,
SHIVM,36,20,125,,
SHIVM,36,46,50,,
SHIVM,36,36,40,,
SHIVM,36,34,100,,
SHIVM,36,56,100,,
SHIVM,36,35,150,,
SHIVM,36,36,20,,
SHIVM,36,7,50,,
SHIVM,36,49,63,,
SHIVM,36,58,310,,
SICL,57,45,75,,
SICL,57,36,25,,
HIDCL,33,11,450,,
NLICL,59,7,157,,
NLICL,59,54,93,,
MBJC,10,16,10,,
NLIC,5,16,200,,
UPPER,41,25,63,,
UPPER,34,25,37,,
MBJC,10,58,10,,
HIDCL,41,32,42,,
HIDCL,41,14,250,,
HIDCL,41,32,663,,
MBJC,10,36,10,,
JBBL,53,44,200,,
MBJC,10,47,10,,
SLI,47,50,10,,
JBLB,53,4,10,,
KBL,44,34,50,,
CCBL,34,44,101,,
ULI,16,17,10,,
LEMF,4,11,10000,,
NCCB,36,21,258,,
MBJC,10,21,10,,
NABIL,21,6,10,,
MFIL,57,29,50,,
MBJC,10,58,10,,
RSDC,7,45,15,,
HDL,58,32,20,,
MBJC,10,52,10,,
NRIC,52,37,14,,
NRIC,41,37,21,,
NRIC,55,37,50,,
NRIC,38,37,65,,
JLI,10,55,10,,
RSDC,7,21,58,,
RSDC,49,21,15,,
UPPER,34,34,140,,
UPPER,34,16,200,,
UPPER,34,11,50,,
UPPER,34,47,100,,
UPPER,34,1,40,,
UPPER,34,40,150,,
UPPER,34,49,34,,
UPPER,34,38,50,,
UPPER,34,42,500,,
UPPER,34,52,10,,
UPPER,34,6,100,,
UPPER,34,49,65,,
UPPER,34,42,596,,
UPPER,34,21,10,,
UPPER,34,39,97,,
UPPER,34,50,100,,
UPPER,34,49,137,,
UPPER,34,49,1000,,
UPPER,34,33,343,,
UPPER,34,21,120,,
UPPER,34,19,72,,
UPPER,34,57,250,,
UPPER,34,11,20,,
UPPER,34,4,10,,
UPPER,34,21,769,,
MBJC,10,38,10,,
RSDC,42,58,200,,
ULI,16,26,10,,
MBJC,10,57,10,,
SLI,47,14,10,,
MBJC,10,49,10,,
GILB,17,47,10,,
LEC,8,47,100,,
LEC,21,43,40,,
LEC,21,28,200,,
LEC,21,25,60,,
MBJC,10,34,10,,
MNBBL,42,13,50,,
SLICL,57,39,500,,
AHPC,52,36,15,,
BOKL,57,49,59,,
GBIME,6,58,50,,
MBJC,10,4,10,,
CCBL,34,36,10,,
CCBL,34,43,822,,
MBJC,10,38,10,,
ULI,16,58,10,,
HIDCL,58,32,35,,
MBJC,10,52,10,,
UPPER,58,21,10000,,
UPPER,51,21,500,,
UPPER,58,21,157,,
UPPER,49,21,230,,
UPPER,45,21,300,,
UPPER,25,21,44,,
UPPER,51,21,374,,
UPPER,45,21,100,,
UPPER,42,21,150,,
SKBBL,57,55,20,,
UPPER,26,21,376,,
SINDU,38,1,173,,
SINDU,38,59,100,,
SINDU,38,49,127,,
MBJC,10,38,10,,
UIC,38,32,10,,
DHPL,19,58,34,,
DHPL,10,58,16,,
HIDCL,44,32,250,,
JOSHI,57,26,300,,
NLICL,59,7,190,,
NLICL,59,17,10,,
NLICL,59,21,50,,
CCBL,38,16,10,,
UPCL,34,5,140,,
JBLB,38,52,10,,
GILB,17,32,40,,
SMFBS,54,21,14,,
HDL,35,49,10,,
MBJC,10,58,10,,
NABIL,45,45,10,,
SMFBS,17,17,50,,
GBBL,17,35,500,,
API,59,34,895,,
API,59,57,75,,
API,59,6,25,,
API,59,42,2287,,
API,59,22,200,,
API,59,57,207,,
API,59,3,300,,
API,59,19,1011,,
LBL,50,32,50,,
CCBL,35,43,54,,
CCBL,35,58,146,,
CBBL,35,35,20,,
CCBL,38,55,11,,
HIDCL,41,32,255,,
MBJC,10,45,10,,
NIL,52,38,40,,
HDL,50,49,10,,
API,59,34,176,,
UPPER,26,35,10,,
GBIME,38,58,62,,
TPC,38,58,20,,
LBBL,43,41,50,,
LBBL,43,11,10,,
CIT,41,22,10,,
NGPL,57,29,500,,
NYADI,17,57,10,,
LEC,8,51,227,,
NIFRA,8,55,150,,
MBJC,10,58,10,,
MBJC,10,38,10,,
SLI,47,38,10,,
NTC,44,48,100,,
MBJC,10,26,10,,
HIDCL,45,32,35,,
SLI,47,35,235,,
SLI,5,35,15,,
GBBL,17,35,179,,
GBBL,17,49,30,,
GBBL,17,45,291,,
GILB,17,47,10,,
MBJC,10,16,10,,
LGIL,1,6,88,,
PLIC,13,17,50,,
SHINE,42,49,105,,
NMFBS,59,26,20,,
NMFBS,52,26,50,,
NMFBS,49,26,30,,
SLBBL,7,49,13,,
LBL,45,14,302,,
LBL,52,14,200,,
LBL,46,14,30,,
LBL,33,14,500,,
LBL,41,14,100,,
LBL,58,14,100,,
LBL,22,14,100,,
NABIL,14,49,38,,
NABIL,14,49,45,,
NABIL,14,45,17,,
MBJC,10,11,10,,
SRBL,52,34,1000,,
MBJC,10,13,10,,
MBJC,10,17,10,,
HDHPC,22,49,100,,
HDHPC,22,32,130,,
MBL,4,41,850,,
MBL,4,14,1115,,
SHIVM,58,58,30,,
SHIVM,58,21,120,,
SJCL,58,58,100,,
AKJCL,26,38,100,,
RADHI,41,43,10,,
RADHI,34,43,190,,
MLBL,39,49,27,,
MLBL,42,49,11,,
MLBL,57,49,70,,
HIDCL,45,32,50,,
HIDCL,41,32,15,,
HIDCL,44,32,697,,
MBJC,10,35,10,,
NHPC,47,32,157,,
EBL,11,51,300,,
EBL,44,51,100,,
FMDBL,49,5,90,,
FMDBL,37,5,80,,
MBJC,10,38,10,,
NTC,13,35,100,,
NTC,13,54,200,,
SRBL,41,33,1000,,
RLFL,14,45,470,,
RLFL,54,45,30,,
NLICL,39,17,90,,
NLICL,39,59,10,,
MBJC,10,36,10,,
NIFRA,40,55,20,,
PROFL,57,1,50,,
API,6,57,293,,
API,6,44,707,,
PRVU,50,38,1000,,
NYADI,17,42,10,,
HDL,42,49,10,,
HIDCL,41,41,1,,
MBJC,10,45,10,,
HIDCL,48,32,500,,
GHL,39,5,300,,
UPPER,26,47,70,,
UPPER,51,51,15,,
API,35,44,645,,
API,35,34,17,,
NLIC,55,14,36,,
MBJC,10,38,10,,
AHPC,29,36,110,,
PCBL,58,58,205,,
RHPL,50,28,170,,
RHPL,57,28,200,,
RHPL,56,28,50,,
RHPL,39,28,180,,
RHPL,19,28,300,,
RHPL,16,28,200,,
RHPL,21,28,100,,
RHPL,16,28,300,,
MBJC,10,45,10,,
HIDCL,26,32,20,,
UPPER,51,49,100,,
GILB,17,47,10,,
SJCL,50,41,30,,
API,35,35,690,,
UPPER,51,47,430,,
UPPER,51,45,20,,
UPPER,51,36,50,,
SHIVM,20,6,299,,
SHIVM,38,6,100,,
SHIVM,49,6,70,,
SHIVM,57,6,50,,
SHIVM,20,6,408,,
SHIVM,52,6,100,,
SHIVM,45,6,180,,
SHIVM,29,6,100,,
SHIVM,26,6,300,,
SHIVM,45,6,200,,
SHIVM,42,6,88,,
SHIVM,47,6,105,,
MBJC,10,6,10,,
AKJCL,58,32,10,,
MBJC,10,45,10,,
ULI,16,48,10,,
ALBSL,14,53,250,,
ALBSL,14,53,250,,
KKHC,35,42,70,,
KKHC,35,42,110,,
ADBL,35,57,20,,
BOKL,57,4,359,,
SHIVM,58,21,180,,
SHIVM,58,50,50,,
NLIC,4,58,20,,
SHIVM,58,45,20,,
SHINE,42,50,110,,
CIT,42,44,22,,
SPC,34,44,10,,
MBJC,10,37,10,,
UMHL,5,43,156,,
UMHL,5,20,30,,
UMHL,5,38,253,,
AKPL,35,55,30,,
NRN,38,49,20,,
NRN,38,55,10,,
NRN,38,25,30,,
NRN,38,28,540,,
AHPC,29,20,90,,
AHPC,39,20,910,,
NRIC,38,52,35,,
NRIC,57,52,50,,
SAHAS,58,35,10,,
MBJC,10,55,10,,
HIDCL,44,38,87,,
HIDCL,36,38,46,,
NIL,21,38,50,,
HIDCL,34,38,30,,
NIL,34,38,10,,
HIDCL,13,38,31,,
MBJC,10,38,10,,
HDL,45,49,20,,
NLIC,14,14,27,,
NLIC,14,52,39,,
MLBS,40,48,10,,
GIC,34,49,10,,
AKJCL,57,49,7,,
MBJC,10,16,10,,
SPC,34,58,10,,
MBJC,10,38,10,,
NGPL,1,43,10,,
NGPL,58,43,60,,
NGPL,37,43,100,,
BOKL,57,49,10,,
SBL,17,50,123,,
GHL,34,5,159,,
MBJC,10,38,10,,
MBJC,10,45,10,,
HIDCL,45,32,1000,,
AHPC,39,28,490,,
AHPC,39,57,10,,
NICA,46,6,30,,
NICA,46,25,100,,
NICA,46,54,300,,
NICA,46,19,69,,
TPC,25,48,10,,
KBL,52,34,173,,
KBL,52,32,40,,
KBL,52,34,65,,
KBL,52,41,222,,
NLIC,26,52,51,,
GILB,17,47,10,,
MBL,43,14,385,,
MBL,43,42,1300,,
MBL,43,56,650,,
MBL,43,58,295,,
MBL,43,29,300,,
MBL,43,32,1000,,
MBL,43,51,100,,
MBL,43,6,970,,
SRBL,52,14,873,,
SRBL,6,14,94,,
SRBL,54,14,33,,
ULI,16,29,10,,
MBJC,10,38,10,,
PROFL,45,35,300,,
VLBS,34,17,10,,
HIDCL,6,32,25,,
UPCL,14,57,10,,
MBJC,10,36,10,,
MBL,52,48,100,,
MBL,46,48,39,,
NLIC,21,52,10,,
RADHI,34,51,10,,
KEF,19,34,100,,
NYADI,22,38,10,,
HDHPC,22,59,145,,
NHPC,22,32,843,,
AHPC,59,28,95,,
AHPC,59,52,100,,
AHPC,59,43,25,,
AHPC,59,51,70,,
PSF,58,21,4300,,
PSF,44,21,400,,
PSF,14,21,300,,
KBL,32,41,308,,
NHPC,22,28,127,,
AKPL,49,35,110,,
HIDCL,13,7,23,,
MBJC,10,11,10,,
MBJC,10,19,10,,
SWBBL,32,19,186,,
SWBBL,32,42,14,,
MBJC,10,16,10,,
UPPER,51,53,50,,
UPPER,51,39,461,,
KBL,32,29,100,,
NABIL,13,48,25,,
UPPER,25,33,250,,
HDL,42,58,10,,
NRIC,58,52,15,,
NRIC,58,26,85,,
API,35,46,100,,
LGIL,1,6,13,,
SPC,34,48,10,,
FOWAD,49,47,14,,
AKPL,38,37,200,,
MBJC,10,45,10,,
ULI,16,45,10,,
API,35,35,100,,
API,35,5,400,,
API,35,57,500,,
API,35,43,198,,
API,35,22,200,,
API,35,33,50,,
API,35,6,100,,
UMHL,58,57,20,,
ILBS,57,52,10,,
AHPC,6,51,30,,
NBL,11,50,10,,
KBL,32,17,292,,
NICA,4,19,181,,
SANIMA,52,39,31,,
SANIMA,52,51,12,,
GILB,17,47,10,,
SPC,34,53,10,,
MBJC,10,38,10,,
MBJC,10,38,10,,
SHEL,35,39,10,,
PCBL,46,58,75,,
MBJC,10,21,10,,
NIFRA,17,32,100,,
HDHPC,49,44,120,,
DDBL,48,40,100,,
NGPL,53,35,79,,
KBL,50,17,44,,
FMDBL,37,51,20,,
SPDL,33,58,50,,
NABIL,6,45,20,,
MHNL,45,57,499,,
NABIL,22,45,26,,
HDL,3,33,100,,
