BStock,Buyer,BQty,SStock,Seller,SQty
ACLBSL,--,10,ACLBSL,--,10
ADBL,--,3946,ADBL,--,3946
AHPC,--,14640,AHPC,--,14640
AIL,--,285,AIL,--,285
AKJCL,--,3420,AKJCL,--,3420
AKPL,--,16524,AKPL,--,16524
ALICL,--,19888,ALICL,--,19888
API,--,22180,API,--,22180
BARUN,--,4547,BARUN,--,4547
BFC,--,2014,BFC,--,2014
BHL,--,20,BHL,--,20
BNHC,--,160,BNHC,--,160
BNT,--,50,BNT,--,50
BOKL,--,1901,BOKL,--,1901
BPCL,--,1394,BPCL,--,1394
CBBL,--,717,CBBL,--,717
CBL,--,3264,CBL,--,3264
CCBL,--,9117,CCBL,--,9117
CFCL,--,831,CFCL,--,831
CGH,--,270,CGH,--,270
CHCL,--,653,CHCL,--,653
CHDC,--,290,CHDC,--,290
CHL,--,639,CHL,--,639
CIT,--,771,CIT,--,771
CLBSL,--,350,CLBSL,--,350
CORBL,--,1489,CORBL,--,1489
CZBIL,--,689,CZBIL,--,689
DDBL,--,324,DDBL,--,324
DHPL,--,290,DHPL,--,290
EBL,--,185,EBL,--,185
EDBL,--,117,EDBL,--,117
ENL,--,50,ENL,--,50
FMDBL,--,640,FMDBL,--,640
FOWAD,--,754,FOWAD,--,754
GBBL,--,2216,GBBL,--,2216
GBIME,--,30810,GBIME,--,30810
GBLBS,--,1120,GBLBS,--,1120
GFCL,--,1063,GFCL,--,1063
GHL,--,3755,GHL,--,3755
GIC,--,280,GIC,--,280
GILB,--,185,GILB,--,185
GLBSL,--,180,GLBSL,--,180
GLH,--,239,GLH,--,239
GMFBS,--,10,GMFBS,--,10
GMFIL,--,2400,GMFIL,--,2400
GRDBL,--,1180,GRDBL,--,1180
GUFL,--,1333,GUFL,--,1333
GVL,--,600,GVL,--,600
HBL,--,513,HBL,--,513
HDHPC,--,7195,HDHPC,--,7195
HDL,--,2107,HDL,--,2107
HIDCL,--,12118,HIDCL,--,12118
HURJA,--,540,HURJA,--,540
ICFC,--,1850,ICFC,--,1850
IGI,--,10105,IGI,--,10105
ILBS,--,24,ILBS,--,24
JALPA,--,380,JALPA,--,380
JBBL,--,2470,JBBL,--,2470
JBLB,--,226,JBLB,--,226
JFL,--,110,JFL,--,110
JLI,--,5241,JLI,--,5241
JOSHI,--,830,JOSHI,--,830
JSLBB,--,10,JSLBB,--,10
KBL,--,4314,KBL,--,4314
KKHC,--,1160,KKHC,--,1160
KMCDB,--,4,KMCDB,--,4
KPCL,--,500,KPCL,--,500
KRBL,--,705,KRBL,--,705
KSBBL,--,3667,KSBBL,--,3667
LBBL,--,3418,LBBL,--,3418
LBL,--,1166,LBL,--,1166
LEC,--,290,LEC,--,290
LGIL,--,550,LGIL,--,550
LICN,--,3042,LICN,--,3042
