Stock,Buyer,Qty,Stock,Seller,Qty
ACLBSL,1,60,ACLBSL,10,60.0
ACLBSL,14,100,ACLBSL,13,100.0
ACLBSL,17,70,ACLBSL,14,200.0
ACLBSL,19,110,ACLBSL,16,10.0
ACLBSL,21,100,ACLBSL,20,10.0
ACLBSL,22,100,ACLBSL,21,20.0
ACLBSL,25,350,ACLBSL,25,10.0
ACLBSL,26,40,ACLBSL,26,10.0
ACLBSL,29,160,ACLBSL,29,60.0
ACLBSL,32,100,ACLBSL,32,20.0
ACLBSL,38,20,ACLBSL,33,40.0
ACLBSL,40,41,ACLBSL,34,10.0
ACLBSL,42,19,ACLBSL,36,10.0
ACLBSL,43,20,ACLBSL,38,30.0
ACLBSL,44,120,ACLBSL,39,10.0
ACLBSL,45,210,ACLBSL,43,10.0
ACLBSL,47,50,ACLBSL,46,10.0
ACLBSL,49,10,ACLBSL,47,100.0
ACLBSL,5,100,ACLBSL,48,10.0
ACLBSL,58,110,ACLBSL,49,20.0
ACLBSL,8,150,ACLBSL,52,10.0
ADBL,1,1300,ACLBSL,53,1100.0
ADBL,10,120,ACLBSL,54,100.0
ADBL,11,340,ACLBSL,58,30.0
ADBL,13,220,ACLBSL,7,50.0
ADBL,14,2125,ADBL,1,620.0
ADBL,16,406,ADBL,10,1051.0
ADBL,17,940,ADBL,11,100.0
ADBL,19,515,ADBL,13,200.0
ADBL,20,180,ADBL,14,102.0
ADBL,21,1127,ADBL,16,620.0
ADBL,22,447,ADBL,17,267.0
ADBL,25,634,ADBL,18,100.0
ADBL,26,800,ADBL,19,139.0
ADBL,28,1100,ADBL,20,3500.0
ADBL,29,1430,ADBL,21,190.0
ADBL,32,430,ADBL,22,276.0
ADBL,33,829,ADBL,25,590.0
ADBL,34,592,ADBL,26,389.0
ADBL,35,480,ADBL,28,100.0
ADBL,36,155,ADBL,3,212.0
ADBL,37,1110,ADBL,32,296.0
ADBL,38,1742,ADBL,33,3349.0
ADBL,39,500,ADBL,34,1960.0
ADBL,4,1177,ADBL,35,719.0
ADBL,40,100,ADBL,36,61.0
ADBL,41,545,ADBL,37,31.0
ADBL,42,1620,ADBL,38,113.0
ADBL,43,185,ADBL,39,1896.0
ADBL,44,503,ADBL,4,392.0
ADBL,45,2412,ADBL,40,1050.0
ADBL,46,560,ADBL,41,3316.0
ADBL,47,1196,ADBL,42,525.0
ADBL,48,1150,ADBL,43,650.0
ADBL,49,1670,ADBL,44,2893.0
ADBL,5,10,ADBL,45,335.0
ADBL,50,1100,ADBL,47,380.0
ADBL,51,825,ADBL,48,932.0
ADBL,52,440,ADBL,49,220.0
ADBL,53,1600,ADBL,5,10.0
ADBL,55,178,ADBL,50,182.0
ADBL,56,1352,ADBL,51,6067.0
ADBL,57,1031,ADBL,53,320.0
ADBL,58,1174,ADBL,54,100.0
ADBL,59,1763,ADBL,55,1000.0
ADBL,6,1445,ADBL,56,848.0
ADBL,7,10,ADBL,57,735.0
ADBL,8,300,ADBL,58,765.0
ADBLD83,38,73,ADBL,59,300.0
ADBLD83,4,75,ADBL,6,1761.0
ADBLD83,43,550,ADBL,8,206.0
ADBLD83,6,100,ADBLD83,45,100.0
AHPC,1,4219,ADBLD83,47,75.0
AHPC,10,7000,ADBLD83,57,100.0
AHPC,11,4655,ADBLD83,6,523.0
AHPC,13,1802,AHPC,1,865.0
AHPC,14,14929,AHPC,10,1400.0
AHPC,16,19735,AHPC,11,1100.0
AHPC,17,5218,AHPC,13,12.0
AHPC,18,3045,AHPC,14,4479.0
AHPC,19,8175,AHPC,16,14140.0
AHPC,20,7900,AHPC,17,7885.0
AHPC,21,12346,AHPC,18,900.0
AHPC,22,22614,AHPC,19,351.0
AHPC,25,6710,AHPC,20,17636.0
AHPC,26,8789,AHPC,21,7296.0
AHPC,28,15738,AHPC,22,3493.0
AHPC,29,6593,AHPC,25,3477.0
AHPC,3,3435,AHPC,26,9439.0
AHPC,32,11611,AHPC,28,6600.0
AHPC,33,50624,AHPC,29,6910.0
AHPC,34,9543,AHPC,3,8408.0
AHPC,35,7967,AHPC,32,2620.0
AHPC,36,5965,AHPC,33,12840.0
AHPC,37,610,AHPC,34,42330.0
AHPC,38,28772,AHPC,35,46049.0
AHPC,39,2840,AHPC,36,2900.0
AHPC,4,12383,AHPC,37,4301.0
AHPC,40,8904,AHPC,38,39374.0
AHPC,41,6225,AHPC,39,28609.0
AHPC,42,8427,AHPC,4,917.0
AHPC,43,4309,AHPC,40,19088.0
AHPC,44,9190,AHPC,41,5464.0
AHPC,45,21995,AHPC,42,13277.0
AHPC,46,6847,AHPC,43,1575.0
AHPC,47,33162,AHPC,44,12076.0
AHPC,48,10380,AHPC,45,9251.0
AHPC,49,34678,AHPC,46,3390.0
AHPC,5,2420,AHPC,47,8425.0
AHPC,50,7304,AHPC,48,3228.0
AHPC,51,6550,AHPC,49,78537.0
AHPC,52,7910,AHPC,5,1530.0
AHPC,53,4900,AHPC,50,9539.0
AHPC,54,8600,AHPC,51,6108.0
AHPC,55,4849,AHPC,52,8900.0
AHPC,56,16470,AHPC,53,13854.0
AHPC,57,16603,AHPC,54,5628.0
AHPC,58,26048,AHPC,55,3590.0
AHPC,59,9868,AHPC,56,14071.0
AHPC,6,7661,AHPC,57,4135.0
AHPC,7,8060,AHPC,58,24992.0
AHPC,8,4386,AHPC,59,8389.0
AIL,1,605,AHPC,6,15705.0
AIL,11,138,AHPC,7,12214.0
AIL,13,140,AHPC,8,1667.0
AIL,14,260,AIL,1,10.0
AIL,16,75,AIL,11,130.0
AIL,17,100,AIL,16,10.0
AIL,19,100,AIL,17,60.0
AIL,20,30,AIL,18,20.0
AIL,21,25,AIL,19,30.0
AIL,22,130,AIL,20,20.0
AIL,25,550,AIL,21,30.0
AIL,26,790,AIL,22,200.0
AIL,28,90,AIL,25,2009.0
AIL,3,200,AIL,26,190.0
AIL,32,50,AIL,28,800.0
AIL,33,25,AIL,32,10.0
AIL,34,415,AIL,34,550.0
AIL,35,390,AIL,35,401.0
AIL,36,120,AIL,36,120.0
AIL,38,244,AIL,38,180.0
AIL,39,120,AIL,39,10.0
AIL,41,130,AIL,4,20.0
AIL,42,110,AIL,40,93.0
AIL,44,100,AIL,41,266.0
AIL,45,1395,AIL,42,120.0
AIL,46,30,AIL,43,45.0
