BStock,Buyer,BQty,SStock,Seller,SQty
ACLBSL,1,40.0,ACLBSL,11,12
ACLBSL,11,20.0,ACLBSL,14,10
ACLBSL,14,110.0,ACLBSL,19,22
ACLBSL,16,236.0,ACLBSL,20,10
ACLBSL,17,100.0,ACLBSL,21,10
ACLBSL,19,31.0,ACLBSL,22,1669
ACLBSL,25,20.0,ACLBSL,26,20
ACLBSL,26,20.0,ACLBSL,29,63
ACLBSL,29,1.0,ACLBSL,34,67
ACLBSL,32,1350.0,ACLBSL,35,18
ACLBSL,34,60.0,ACLBSL,36,1
ACLBSL,35,10.0,ACLBSL,37,11
ACLBSL,38,50.0,ACLBSL,38,11
ACLBSL,42,31.0,ACLBSL,39,11
ACLBSL,44,132.0,ACLBSL,4,11
ACLBSL,45,81.0,ACLBSL,40,18
ACLBSL,48,11.0,ACLBSL,41,32
ACLBSL,49,20.0,ACLBSL,44,10
ACLBSL,50,100.0,ACLBSL,45,746
ACLBSL,51,10.0,ACLBSL,47,198
ACLBSL,52,50.0,ACLBSL,48,10
ACLBSL,54,298.0,ACLBSL,49,11
ACLBSL,55,150.0,ACLBSL,51,11
ACLBSL,57,100.0,ACLBSL,52,137
ACLBSL,58,22.0,ACLBSL,57,21
ACLBSL,59,10.0,ACLBSL,58,22
ACLBSL,6,100.0,ACLBSL,59,11
ACLBSL,7,21.0,ACLBSL,8,11
ADBL,1,666.0,ADBL,1,400
ADBL,11,20.0,ADBL,11,1718
ADBL,13,100.0,ADBL,13,116
ADBL,14,3627.0,ADBL,14,867
ADBL,16,917.0,ADBL,16,900
ADBL,17,350.0,ADBL,17,162
ADBL,18,30.0,ADBL,20,100
ADBL,19,590.0,ADBL,21,507
ADBL,21,485.0,ADBL,22,1100
ADBL,22,901.0,ADBL,25,30
ADBL,25,1398.0,ADBL,28,210
ADBL,26,480.0,ADBL,29,637
ADBL,28,240.0,ADBL,32,477
ADBL,29,1460.0,ADBL,33,10
ADBL,32,140.0,ADBL,34,10250
ADBL,33,50.0,ADBL,36,1300
ADBL,34,760.0,ADBL,37,502
ADBL,35,1930.0,ADBL,38,1568
ADBL,36,100.0,ADBL,39,200
ADBL,37,5030.0,ADBL,4,65
ADBL,38,1140.0,ADBL,40,8700
ADBL,39,930.0,ADBL,41,445
ADBL,4,1150.0,ADBL,42,506
ADBL,40,1315.0,ADBL,44,443
ADBL,41,950.0,ADBL,45,370
ADBL,42,2174.0,ADBL,46,671
ADBL,43,663.0,ADBL,47,510
ADBL,44,220.0,ADBL,48,490
ADBL,45,625.0,ADBL,49,736
ADBL,46,50.0,ADBL,50,264
ADBL,47,341.0,ADBL,51,1060
ADBL,48,435.0,ADBL,52,255
ADBL,49,1612.0,ADBL,53,270
ADBL,5,993.0,ADBL,55,1053
ADBL,50,90.0,ADBL,56,505
ADBL,51,829.0,ADBL,57,545
ADBL,52,497.0,ADBL,58,1688
ADBL,53,130.0,ADBL,59,1218
ADBL,54,80.0,ADBL,6,55
ADBL,55,480.0,ADBL,7,170
ADBL,56,45.0,ADBLD83,21,25
ADBL,57,2125.0,ADBLD83,36,300
ADBL,58,2375.0,AHPC,1,14661
ADBL,59,50.0,AHPC,10,11945
ADBL,6,2350.0,AHPC,11,3659
ADBL,7,50.0,AHPC,13,19271
ADBL,8,100.0,AHPC,14,18518
ADBLD83,1,215.0,AHPC,16,22514
ADBLD83,38,25.0,AHPC,17,34666
ADBLD83,39,25.0,AHPC,18,63608
ADBLD83,42,10.0,AHPC,19,16425
ADBLD83,57,50.0,AHPC,20,24376
AHPC,1,2901.0,AHPC,21,24536
AHPC,10,1524.0,AHPC,22,16683
AHPC,11,435.0,AHPC,25,30657
AHPC,13,3805.0,AHPC,26,13669
AHPC,14,2460.0,AHPC,28,27426
AHPC,16,4280.0,AHPC,29,6265
AHPC,17,76918.0,AHPC,3,22607
AHPC,18,2395.0,AHPC,32,21282
AHPC,19,2033.0,AHPC,33,18264
AHPC,20,18950.0,AHPC,34,47256
AHPC,21,33544.0,AHPC,35,68496
AHPC,22,20822.0,AHPC,36,13073
AHPC,25,7077.0,AHPC,37,10501
AHPC,26,20575.0,AHPC,38,42407
AHPC,28,24082.0,AHPC,39,14247
AHPC,29,10335.0,AHPC,4,10987
AHPC,3,28852.0,AHPC,40,8548
AHPC,32,29020.0,AHPC,41,21794
AHPC,33,14668.0,AHPC,42,60150
AHPC,34,117120.0,AHPC,43,25702
AHPC,35,44370.0,AHPC,44,19195
AHPC,36,14280.0,AHPC,45,46507
AHPC,38,9544.0,AHPC,46,9246
AHPC,39,78453.0,AHPC,47,28299
AHPC,4,4265.0,AHPC,48,23609
AHPC,40,26208.0,AHPC,49,59759
AHPC,41,7940.0,AHPC,5,15705
AHPC,42,15721.0,AHPC,50,10230
AHPC,43,9137.0,AHPC,51,33038
AHPC,44,9898.0,AHPC,52,13183
AHPC,45,66648.0,AHPC,53,9745
AHPC,46,860.0,AHPC,54,10080
AHPC,47,26935.0,AHPC,55,12959
AHPC,48,32019.0,AHPC,56,22038
AHPC,49,19525.0,AHPC,57,38389
AHPC,5,9901.0,AHPC,58,97974
AHPC,50,8226.0,AHPC,59,37563
AHPC,51,12710.0,AHPC,6,18776
AHPC,52,3195.0,AHPC,7,14509
AHPC,53,23753.0,AHPC,8,4979
AHPC,54,1457.0,AIL,1,100
AHPC,55,18376.0,AIL,10,40
AHPC,56,37095.0,AIL,11,60
AHPC,57,35832.0,AIL,14,300
AHPC,58,262671.0,AIL,16,80
AHPC,59,5741.0,AIL,17,500
AHPC,6,10005.0,AIL,18,20
AHPC,7,41801.0,AIL,20,30
AHPC,8,1614.0,AIL,22,20
AIL,14,65.0,AIL,26,695
AIL,16,100.0,AIL,28,110
AIL,17,70.0,AIL,29,435
AIL,20,110.0,AIL,32,185
AIL,25,395.0,AIL,33,100
AIL,28,10.0,AIL,34,100
AIL,32,80.0,AIL,35,570
AIL,33,1240.0,AIL,36,720
AIL,34,1860.0,AIL,37,40
AIL,35,50.0,AIL,38,160
AIL,36,160.0,AIL,39,560
AIL,37,100.0,AIL,4,20
AIL,38,510.0,AIL,40,20
AIL,39,1327.0,AIL,41,80
AIL,4,20.0,AIL,42,244
AIL,40,100.0,AIL,43,10
AIL,43,250.0,AIL,44,40
AIL,44,280.0,AIL,45,61
AIL,45,1060.0,AIL,46,250
AIL,48,390.0,AIL,47,10
AIL,49,420.0,AIL,48,1020
AIL,5,200.0,AIL,49,40
AIL,51,40.0,AIL,5,10
AIL,57,70.0,AIL,50,10
AIL,58,530.0,AIL,51,772
AIL,59,100.0,AIL,53,100
AIL,6,300.0,AIL,55,30
AKJCL,1,5610.0,AIL,56,30
AKJCL,11,50.0,AIL,57,1870
AKJCL,13,1470.0,AIL,58,85
AKJCL,14,4320.0,AIL,59,30
AKJCL,16,4281.0,AIL,6,250
