BStock,Buyer,BQty,SStock,Seller,SQty
ACLBSL,--,454,ACLBSL,--,454
ADBL,--,5147,ADBL,--,5147
AHPC,--,43717,AHPC,--,43717
AIL,--,1090,AIL,--,1090
AKBSL,--,30,AKBSL,--,30
AKJCL,--,16895,AKJCL,--,16895
AKPL,--,41816,AKPL,--,41816
ALBSL,--,175,ALBSL,--,175
ALICL,--,25761,ALICL,--,25761
API,--,41622,API,--,41622
BARUN,--,10611,BARUN,--,10611
BBC,--,40,BBC,--,40
BFC,--,3750,BFC,--,3750
BHL,--,43773,BHL,--,43773
BNHC,--,375,BNHC,--,375
BNT,--,110,BNT,--,110
BOKL,--,22184,BOKL,--,22184
BPCL,--,4127,BPCL,--,4127
CBBL,--,4879,CBBL,--,4879
CBL,--,23053,CBL,--,23053
CCBL,--,36005,CCBL,--,36005
CFCL,--,3366,CFCL,--,3366
CGH,--,990,CGH,--,990
CHCL,--,9312,CHCL,--,9312
CHDC,--,5496,CHDC,--,5496
CHL,--,2554,CHL,--,2554
CIT,--,6041,CIT,--,6041
CLBSL,--,731,CLBSL,--,731
CMF2,--,7000,CMF2,--,7000
CORBL,--,4506,CORBL,--,4506
CZBIL,--,8509,CZBIL,--,8509
DDBL,--,1899,DDBL,--,1899
DHPL,--,5105,DHPL,--,5105
EBL,--,9327,EBL,--,9327
EDBL,--,9420,EDBL,--,9420
ENL,--,1250,ENL,--,1250
FMDBL,--,6056,FMDBL,--,6056
FOWAD,--,1575,FOWAD,--,1575
GBBL,--,8984,GBBL,--,8984
GBIME,--,36623,GBIME,--,36623
GBLBS,--,1851,GBLBS,--,1851
GFCL,--,2469,GFCL,--,2469
GHL,--,8713,GHL,--,8713
GIC,--,669,GIC,--,669
GILB,--,433,GILB,--,433
GIMES1,--,4160,GIMES1,--,4160
GLBSL,--,194,GLBSL,--,194
GLH,--,480,GLH,--,480
GMFBS,--,152,GMFBS,--,152
GMFIL,--,1548,GMFIL,--,1548
GRDBL,--,1622,GRDBL,--,1622
GUFL,--,5316,GUFL,--,5316
GVL,--,51704,GVL,--,51704
HBL,--,11136,HBL,--,11136
HDHPC,--,20807,HDHPC,--,20807
HDL,--,3607,HDL,--,3607
HIDCL,--,27278,HIDCL,--,27278
HPPL,--,16208,HPPL,--,16208
HURJA,--,4030,HURJA,--,4030
ICFC,--,9500,ICFC,--,9500
IGI,--,14871,IGI,--,14871
ILBS,--,484,ILBS,--,484
JALPA,--,2805,JALPA,--,2805
JBBL,--,9683,JBBL,--,9683
JBLB,--,1547,JBLB,--,1547
JFL,--,1410,JFL,--,1410
JLI,--,5919,JLI,--,5919
JOSHI,--,4031,JOSHI,--,4031
JSLBB,--,70,JSLBB,--,70
KBL,--,34477,KBL,--,34477
KEF,--,3950,KEF,--,3950
KKHC,--,2314,KKHC,--,2314
KLBSL,--,181,KLBSL,--,181
KLBSLP,--,4000,KLBSLP,--,4000
KMCDB,--,462,KMCDB,--,462
KPCL,--,140,KPCL,--,140
KRBL,--,1125,KRBL,--,1125
KSBBL,--,19940,KSBBL,--,19940
KSBBLP,--,4975,KSBBLP,--,4975
LBBL,--,9205,LBBL,--,9205
LBBLPO,--,9170,LBBLPO,--,9170
LBL,--,4602,LBL,--,4602
LEC,--,3780,LEC,--,3780
LEMF,--,8300,LEMF,--,8300
LGIL,--,1049,LGIL,--,1049
LICN,--,2278,LICN,--,2278
LLBS,--,324,LLBS,--,324
MBJC,--,8651,MBJC,--,8651
MBL,--,22492,MBL,--,22492
MDB,--,1168,MDB,--,1168
MEN,--,1065,MEN,--,1065
MERO,--,1436,MERO,--,1436
MFIL,--,4973,MFIL,--,4973
