Stock,Buyer,Qty,Stock,Seller,Qty
ACLBSL,10,435,ACLBSL,1,650.0
ACLBSL,11,150,ACLBSL,11,100.0
ACLBSL,14,100,ACLBSL,14,50.0
ACLBSL,17,100,ACLBSL,16,60.0
ACLBSL,19,27,ACLBSL,17,140.0
ACLBSL,21,430,ACLBSL,21,10.0
ACLBSL,22,25,ACLBSL,26,61.0
ACLBSL,29,133,ACLBSL,33,844.0
ACLBSL,3,50,ACLBSL,34,10.0
ACLBSL,32,100,ACLBSL,35,967.0
ACLBSL,33,20,ACLBSL,37,310.0
ACLBSL,34,136,ACLBSL,38,120.0
ACLBSL,38,1000,ACLBSL,39,50.0
ACLBSL,39,200,ACLBSL,4,10.0
ACLBSL,41,400,ACLBSL,41,90.0
ACLBSL,42,15,ACLBSL,42,327.0
ACLBSL,43,50,ACLBSL,43,110.0
ACLBSL,45,870,ACLBSL,45,50.0
ACLBSL,47,180,ACLBSL,47,60.0
ACLBSL,48,100,ACLBSL,48,310.0
ACLBSL,50,75,ACLBSL,50,410.0
ACLBSL,51,40,ACLBSL,51,150.0
ACLBSL,52,650,ACLBSL,52,10.0
ACLBSL,53,100,ACLBSL,53,163.0
ACLBSL,55,45,ACLBSL,55,21.0
ACLBSL,56,140,ACLBSL,56,60.0
ACLBSL,57,177,ACLBSL,57,450.0
ACLBSL,58,120,ACLBSL,59,10.0
ADBL,1,115,ACLBSL,6,215.0
ADBL,10,37,ACLBSL,8,50.0
ADBL,11,20,ADBL,1,198.0
ADBL,13,1170,ADBL,14,4355.0
ADBL,14,3060,ADBL,16,456.0
ADBL,16,1188,ADBL,17,236.0
ADBL,17,590,ADBL,19,35.0
ADBL,18,50,ADBL,20,150.0
ADBL,19,563,ADBL,21,300.0
ADBL,20,370,ADBL,22,40.0
ADBL,21,995,ADBL,25,50.0
ADBL,22,1153,ADBL,26,238.0
ADBL,25,120,ADBL,29,136.0
ADBL,26,485,ADBL,32,112.0
ADBL,28,210,ADBL,34,1250.0
ADBL,29,740,ADBL,35,2625.0
ADBL,3,140,ADBL,36,498.0
ADBL,32,3188,ADBL,37,1000.0
ADBL,33,900,ADBL,38,365.0
ADBL,34,1132,ADBL,39,295.0
ADBL,35,740,ADBL,4,2087.0
ADBL,36,1730,ADBL,40,100.0
ADBL,38,854,ADBL,41,50.0
ADBL,4,245,ADBL,42,254.0
ADBL,40,390,ADBL,43,60.0
ADBL,41,790,ADBL,44,2000.0
ADBL,42,1621,ADBL,45,600.0
ADBL,43,125,ADBL,46,10.0
ADBL,44,195,ADBL,47,15.0
ADBL,45,1563,ADBL,48,706.0
ADBL,46,430,ADBL,49,250.0
ADBL,47,130,ADBL,50,2200.0
ADBL,48,1130,ADBL,51,20.0
ADBL,49,494,ADBL,52,128.0
ADBL,5,150,ADBL,54,5920.0
ADBL,50,368,ADBL,56,396.0
ADBL,51,1770,ADBL,57,8540.0
ADBL,53,680,ADBL,58,2047.0
ADBL,54,70,ADBL,59,200.0
ADBL,55,3000,ADBL,6,1140.0
ADBL,56,10,ADBL,8,832.0
ADBL,57,4060,ADBLD83,42,1375.0
ADBL,58,1393,ADBLD83,49,125.0
ADBL,59,300,AHPC,13,200.0
ADBL,6,670,AHPC,14,2145.0
ADBL,7,550,AHPC,16,2190.0
ADBL,8,210,AHPC,17,2100.0
ADBLD83,6,1500,AHPC,18,500.0
AHPC,1,400,AHPC,19,1165.0
AHPC,10,100,AHPC,20,2278.0
AHPC,11,750,AHPC,21,2055.0
AHPC,14,820,AHPC,22,200.0
AHPC,16,320,AHPC,25,1050.0
AHPC,17,630,AHPC,26,1910.0
AHPC,18,5000,AHPC,28,7318.0
AHPC,19,1110,AHPC,29,3083.0
AHPC,20,30,AHPC,32,200.0
AHPC,21,3409,AHPC,33,12518.0
AHPC,22,885,AHPC,34,9309.0
AHPC,25,708,AHPC,35,625.0
AHPC,26,1228,AHPC,36,400.0
AHPC,28,75,AHPC,37,1600.0
AHPC,29,900,AHPC,38,990.0
AHPC,3,100,AHPC,39,563.0
AHPC,32,2329,AHPC,4,195.0
AHPC,33,3265,AHPC,40,1630.0
AHPC,34,10265,AHPC,41,636.0
AHPC,35,2230,AHPC,42,50.0
AHPC,36,6400,AHPC,43,2242.0
AHPC,37,1350,AHPC,44,100.0
AHPC,38,1350,AHPC,45,3150.0
AHPC,39,14101,AHPC,47,4109.0
AHPC,4,1595,AHPC,48,1818.0
AHPC,40,1200,AHPC,49,21538.0
AHPC,41,3462,AHPC,5,400.0
AHPC,42,1564,AHPC,50,2058.0
AHPC,43,450,AHPC,51,4200.0
AHPC,44,510,AHPC,52,7145.0
AHPC,45,4430,AHPC,53,1560.0
AHPC,46,1400,AHPC,55,826.0
AHPC,47,169,AHPC,56,700.0
AHPC,48,4904,AHPC,57,609.0
AHPC,49,7369,AHPC,58,7172.0
AHPC,5,13154,AHPC,59,550.0
AHPC,50,180,AHPC,6,2321.0
AHPC,51,270,AHPC,7,101.0
AHPC,52,309,AIL,1,330.0
AHPC,53,600,AIL,11,10.0
AHPC,55,2130,AIL,13,400.0
AHPC,57,2664,AIL,14,600.0
AHPC,58,3251,AIL,16,167.0
AHPC,59,5460,AIL,17,350.0
AHPC,6,2240,AIL,19,20.0
AHPC,7,243,AIL,20,50.0
AHPC,8,200,AIL,21,10.0
AIL,11,50,AIL,22,110.0
AIL,19,305,AIL,25,343.0
AIL,22,100,AIL,28,20.0
AIL,26,190,AIL,29,120.0
AIL,28,180,AIL,3,50.0
AIL,32,150,AIL,32,40.0
AIL,33,120,AIL,33,170.0
AIL,34,40,AIL,34,20.0
AIL,35,110,AIL,35,263.0
AIL,37,2500,AIL,36,932.0
AIL,38,70,AIL,37,10.0
AIL,39,193,AIL,38,170.0
AIL,40,10,AIL,39,40.0
AIL,41,265,AIL,4,205.0
AIL,42,40,AIL,40,163.0
AIL,45,110,AIL,41,537.0
AIL,48,100,AIL,42,80.0
AIL,49,675,AIL,43,20.0
AIL,50,150,AIL,44,30.0
AIL,53,1000,AIL,45,435.0
AIL,55,70,AIL,47,30.0
AIL,57,460,AIL,48,100.0
AIL,58,125,AIL,49,220.0
AIL,6,80,AIL,5,83.0
AIL,7,20,AIL,50,10.0
AIL,8,200,AIL,51,54.0
AKJCL,1,200,AIL,52,118.0
AKJCL,14,10,AIL,53,65.0
AKJCL,16,15,AIL,54,10.0
AKJCL,17,700,AIL,55,353.0
AKJCL,19,100,AIL,57,160.0
AKJCL,20,110,AIL,58,75.0
AKJCL,21,300,AIL,59,320.0
AKJCL,22,655,AIL,7,20.0
AKJCL,25,190,AKJCL,1,190.0
AKJCL,26,50,AKJCL,14,10.0
AKJCL,28,100,AKJCL,16,10.0
AKJCL,3,100,AKJCL,21,500.0
AKJCL,32,330,AKJCL,25,13.0
AKJCL,33,50,AKJCL,28,510.0
AKJCL,34,10,AKJCL,29,100.0
AKJCL,35,200,AKJCL,32,392.0
AKJCL,36,500,AKJCL,34,60.0
AKJCL,38,100,AKJCL,36,100.0
AKJCL,39,80,AKJCL,38,35.0
AKJCL,4,10,AKJCL,4,5504.0
AKJCL,41,1564,AKJCL,42,60.0
AKJCL,42,1690,AKJCL,44,108.0
AKJCL,46,12,AKJCL,47,1055.0
AKJCL,48,15,AKJCL,49,443.0
AKJCL,49,13,AKJCL,5,50.0
AKJCL,50,30,AKJCL,50,150.0
AKJCL,51,100,AKJCL,54,10.0
AKJCL,52,20,AKJCL,57,561.0
AKJCL,53,600,AKJCL,58,10.0
AKJCL,54,200,AKPL,1,2770.0
AKJCL,55,10,AKPL,10,1300.0
AKJCL,56,300,AKPL,13,1255.0
AKJCL,57,810,AKPL,14,100.0
AKJCL,58,320,AKPL,16,85.0
AKJCL,6,50,AKPL,17,1730.0
AKJCL,7,227,AKPL,19,1063.0
AKJCL,8,100,AKPL,21,586.0
AKPL,1,4120,AKPL,22,1215.0
AKPL,10,300,AKPL,25,1200.0
AKPL,11,100,AKPL,26,200.0
AKPL,13,810,AKPL,28,577.0
AKPL,14,800,AKPL,29,1267.0
AKPL,16,470,AKPL,32,2310.0
AKPL,17,2345,AKPL,33,4530.0
AKPL,18,248,AKPL,34,1745.0
AKPL,19,2566,AKPL,35,1360.0
AKPL,20,500,AKPL,36,4709.0
AKPL,21,2676,AKPL,37,100.0
