BStock,Buyer,BQty,SStock,Seller,SQty
ACLBSL,25,22,ACLBSL,19,22.0
ADBL,17,100,ADBL,13,15.0
ADBL,34,332,ADBL,17,632.0
ADBL,42,250,ADBL,44,50.0
ADBL,47,100,ADBL,45,368.0
ADBL,52,70,ADBL,49,116.0
ADBL,57,400,ADBL,53,15.0
ADBL,58,20,ADBL,58,90.0
ADBL,8,14,AHPC,19,2186.0
AHPC,20,25,AHPC,3,300.0
AHPC,21,20,AHPC,34,1000.0
AHPC,22,266,AHPC,38,760.0
AHPC,32,120,AHPC,45,3000.0
AHPC,33,1000,AHPC,52,536.0
AHPC,34,50,AIL,19,30.0
AHPC,35,975,AIL,41,10.0
AHPC,36,100,AKJCL,13,200.0
AHPC,37,100,AKJCL,41,150.0
AHPC,39,960,AKPL,38,500.0
AHPC,4,40,AKPL,49,100.0
AHPC,40,1900,AKPL,54,100.0
AHPC,42,700,AKPL,55,600.0
AHPC,44,650,AKPL,56,200.0
AHPC,52,576,ALBSL,42,16.0
AHPC,59,300,ALICL,8,60.0
AIL,33,30,API,19,2500.0
AIL,42,10,API,22,48.0
AKJCL,21,150,API,28,350.0
AKJCL,39,200,API,38,500.0
AKPL,32,500,API,42,60.0
AKPL,41,500,BARUN,46,20.0
AKPL,42,200,BNHC,38,10.0
AKPL,53,200,BNHC,57,10.0
AKPL,58,100,BOKL,42,20.0
ALBSL,20,16,BOKL,49,10.0
ALICL,41,60,BOKL,52,10.0
API,1,10,BPCL,58,20.0
API,16,340,CBBL,48,120.0
API,17,500,CBBL,50,100.0
API,19,260,CBL,42,1701.0
API,21,200,CBL,51,20.0
API,25,124,CBL,55,1100.0
API,28,100,CBL,8,110.0
API,33,500,CCBL,13,50.0
API,34,130,CCBL,17,250.0
API,42,14,CCBL,19,58.0
API,48,277,CCBL,25,60.0
API,49,60,CCBL,28,442.0
API,54,40,CCBL,3,200.0
API,55,283,CCBL,34,500.0
API,56,50,CCBL,36,500.0
API,59,10,CCBL,38,10.0
API,6,550,CCBL,4,140.0
API,7,10,CCBL,40,1100.0
BARUN,59,20,CCBL,42,800.0
BNHC,41,10,CCBL,43,317.0
BNHC,51,10,CCBL,46,1678.0
BOKL,11,10,CCBL,47,600.0
BOKL,3,10,CCBL,49,1114.0
BOKL,34,10,CCBL,52,500.0
BOKL,45,10,CCBL,53,12.0
BPCL,45,20,CCBL,55,2000.0
