BStock,Buyer,BQty,SStock,Seller,SQty
ACLBSL,--,975,ACLBSL,--,975
ADBL,--,22477,ADBL,--,22477
AHPC,--,100937,AHPC,--,100937
AIL,--,3379,AIL,--,3379
AKBSL,--,5142,AKBSL,--,5142
AKJCL,--,40367,AKJCL,--,40367
AKPL,--,95930,AKPL,--,95930
ALBSL,--,1614,ALBSL,--,1614
ALICL,--,66050,ALICL,--,66050
API,--,98084,API,--,98084
BARUN,--,34379,BARUN,--,34379
BBC,--,188,BBC,--,188
BFC,--,15357,BFC,--,15357
BHL,--,7580,BHL,--,7580
BNHC,--,3701,BNHC,--,3701
BNT,--,283,BNT,--,283
BOKD86,--,90,BOKD86,--,90
BPCL,--,6451,BPCL,--,6451
CBBL,--,11158,CBBL,--,11158
CBL,--,48711,CBL,--,48711
CCBL,--,36983,CCBL,--,36983
CFCL,--,14624,CFCL,--,14624
CGH,--,3418,CGH,--,3418
CHCL,--,16575,CHCL,--,16575
CHDC,--,9081,CHDC,--,9081
CHL,--,14035,CHL,--,14035
CIT,--,11090,CIT,--,11090
CLBSL,--,3985,CLBSL,--,3985
CMF1,--,32095,CMF1,--,32095
CORBL,--,13999,CORBL,--,13999
CYCL,--,70,CYCL,--,70
CZBIL,--,27214,CZBIL,--,27214
DDBL,--,4780,DDBL,--,4780
DHPL,--,17654,DHPL,--,17654
EBL,--,21476,EBL,--,21476
EDBL,--,23632,EDBL,--,23632
ENL,--,2127,ENL,--,2127
FMDBL,--,14722,FMDBL,--,14722
FOWAD,--,7489,FOWAD,--,7489
GBBL,--,31826,GBBL,--,31826
GBD80/81,--,30,GBD80/81,--,30
GBILD86/87,--,50,GBILD86/87,--,50
GBLBS,--,4730,GBLBS,--,4730
GFCL,--,8001,GFCL,--,8001
GHL,--,25899,GHL,--,25899
GIC,--,1681,GIC,--,1681
GILB,--,3048,GILB,--,3048
GIMES1,--,122550,GIMES1,--,122550
GLBSL,--,972,GLBSL,--,972
GLH,--,3951,GLH,--,3951
GMFBS,--,1044,GMFBS,--,1044
GMFIL,--,21097,GMFIL,--,21097
GRDBL,--,5763,GRDBL,--,5763
GUFL,--,30130,GUFL,--,30130
GVL,--,10517,GVL,--,10517
GWFD83,--,104,GWFD83,--,104
HBL,--,2529,HBL,--,2529
HDHPC,--,57139,HDHPC,--,57139
HDL,--,15462,HDL,--,15462
HIDCL,--,116448,HIDCL,--,116448
HPPL,--,10395,HPPL,--,10395
HURJA,--,15029,HURJA,--,15029
ICFC,--,30518,ICFC,--,30518
ICFCD83,--,40,ICFCD83,--,40
IGI,--,18132,IGI,--,18132
ILBS,--,3098,ILBS,--,3098
JALPA,--,1822,JALPA,--,1822
JBBL,--,51236,JBBL,--,51236
JBLB,--,3054,JBLB,--,3054
JFL,--,9438,JFL,--,9438
JOSHI,--,22698,JOSHI,--,22698
JSLBB,--,631,JSLBB,--,631
KBL,--,73164,KBL,--,73164
KEF,--,7950,KEF,--,7950
KKHC,--,8015,KKHC,--,8015
KLBSL,--,388,KLBSL,--,388
KMCDB,--,2463,KMCDB,--,2463
KPCL,--,9846,KPCL,--,9846
KRBL,--,32775,KRBL,--,32775
KSBBL,--,32329,KSBBL,--,32329
LBBL,--,40632,LBBL,--,40632
LBL,--,30707,LBL,--,30707
LEC,--,6209,LEC,--,6209
LEMF,--,1200,LEMF,--,1200
LGIL,--,13888,LGIL,--,13888
LICN,--,20007,LICN,--,20007
LLBS,--,3121,LLBS,--,3121
LUK,--,6862,LUK,--,6862
MBJC,--,23194,MBJC,--,23194
MBL,--,17476,MBL,--,17476
MDB,--,33035,MDB,--,33035
MEN,--,2660,MEN,--,2660
MERO,--,2819,MERO,--,2819
MFIL,--,16415,MFIL,--,16415
MHNL,--,15146,MHNL,--,15146
MKJC,--,7292,MKJC,--,7292
MKLB,--,1218,MKLB,--,1218
MLBBL,--,1207,MLBBL,--,1207
MLBL,--,59272,MLBL,--,59272
MLBS,--,735,MLBS,--,735
MLBSL,--,1215,MLBSL,--,1215
MMF1,--,7450,MMF1,--,7450
MMFDB,--,625,MMFDB,--,625
MNBBL,--,27653,MNBBL,--,27653
MPFL,--,16690,MPFL,--,16690
MSLB,--,501,MSLB,--,501
NABBC,--,3566,NABBC,--,3566
