Stock,Buyer,Qty,Stock,Seller,Qty
ACLBSL,1,50,ACLBSL,11,100.0
ACLBSL,19,30,ACLBSL,16,10.0
ACLBSL,26,110,ACLBSL,19,10.0
ACLBSL,29,150,ACLBSL,21,160.0
ACLBSL,32,20,ACLBSL,25,10.0
ACLBSL,34,370,ACLBSL,26,10.0
ACLBSL,35,20,ACLBSL,29,195.0
ACLBSL,38,50,ACLBSL,32,100.0
ACLBSL,39,50,ACLBSL,34,50.0
ACLBSL,41,110,ACLBSL,35,280.0
ACLBSL,42,20,ACLBSL,44,28.0
ACLBSL,43,14,ACLBSL,45,10.0
ACLBSL,45,258,ACLBSL,47,10.0
ACLBSL,47,40,ACLBSL,48,100.0
ACLBSL,48,40,ACLBSL,49,10.0
ACLBSL,51,100,ACLBSL,5,20.0
ACLBSL,52,20,ACLBSL,53,430.0
ACLBSL,56,10,ACLBSL,58,14.0
ACLBSL,57,50,ADBL,1,120.0
ACLBSL,59,35,ADBL,10,200.0
ADBL,1,2443,ADBL,11,947.0
ADBL,11,100,ADBL,13,200.0
ADBL,13,150,ADBL,14,2127.0
ADBL,14,4444,ADBL,16,1250.0
ADBL,16,225,ADBL,17,450.0
ADBL,17,420,ADBL,19,50.0
ADBL,19,390,ADBL,20,1689.0
ADBL,20,95,ADBL,21,740.0
ADBL,21,132,ADBL,22,1374.0
ADBL,22,1454,ADBL,25,492.0
ADBL,25,480,ADBL,26,100.0
ADBL,26,250,ADBL,28,80.0
ADBL,28,441,ADBL,29,600.0
ADBL,29,288,ADBL,32,25.0
ADBL,3,30,ADBL,33,1268.0
ADBL,32,325,ADBL,34,1177.0
ADBL,33,65,ADBL,35,200.0
ADBL,34,1103,ADBL,36,1294.0
ADBL,35,350,ADBL,37,200.0
ADBL,36,200,ADBL,38,2649.0
ADBL,37,320,ADBL,39,30.0
ADBL,38,2650,ADBL,40,1017.0
ADBL,39,885,ADBL,41,647.0
ADBL,4,210,ADBL,43,25.0
ADBL,40,100,ADBL,44,70.0
ADBL,41,895,ADBL,45,900.0
ADBL,42,1394,ADBL,46,1250.0
ADBL,43,100,ADBL,48,1432.0
ADBL,44,465,ADBL,49,736.0
ADBL,45,2630,ADBL,5,292.0
ADBL,46,290,ADBL,50,120.0
ADBL,47,10,ADBL,51,250.0
ADBL,48,420,ADBL,53,400.0
ADBL,49,1420,ADBL,54,50.0
ADBL,5,80,ADBL,55,1523.0
ADBL,50,250,ADBL,56,2600.0
ADBL,51,605,ADBL,57,2447.0
ADBL,52,145,ADBL,58,1694.0
ADBL,53,1310,ADBL,6,2500.0
ADBL,54,260,ADBL,7,240.0
ADBL,55,350,ADBL,8,65.0
ADBL,56,1480,ADBLD83,49,25.0
ADBL,57,1735,AHPC,1,1220.0
ADBL,58,1288,AHPC,10,500.0
ADBL,59,34,AHPC,11,760.0
ADBL,6,2692,AHPC,13,672.0
ADBL,8,117,AHPC,14,4599.0
ADBLD83,47,25,AHPC,16,6410.0
AHPC,1,3600,AHPC,17,770.0
AHPC,10,1100,AHPC,18,2595.0
AHPC,11,650,AHPC,19,1403.0
AHPC,13,4700,AHPC,20,1040.0
AHPC,14,6892,AHPC,21,5029.0
AHPC,16,3743,AHPC,22,6303.0
AHPC,17,3839,AHPC,25,13450.0
AHPC,18,550,AHPC,26,8286.0
AHPC,19,6365,AHPC,28,7000.0
AHPC,20,2058,AHPC,29,4010.0
AHPC,21,4926,AHPC,3,940.0
AHPC,22,3398,AHPC,32,16018.0
AHPC,25,5012,AHPC,33,20692.0
AHPC,26,3990,AHPC,34,10629.0
AHPC,28,7410,AHPC,35,9056.0
AHPC,29,4353,AHPC,36,3228.0
AHPC,3,4704,AHPC,37,3470.0
AHPC,32,8874,AHPC,38,5708.0
AHPC,33,1353,AHPC,39,3381.0
AHPC,34,23821,AHPC,4,1520.0
AHPC,35,10315,AHPC,40,5795.0
AHPC,36,1602,AHPC,41,2053.0
AHPC,37,4545,AHPC,42,5114.0
AHPC,38,8978,AHPC,43,2205.0
AHPC,39,13527,AHPC,44,3480.0
AHPC,4,450,AHPC,45,8667.0
AHPC,40,3435,AHPC,46,3645.0
AHPC,41,4975,AHPC,47,3669.0
AHPC,42,12227,AHPC,48,8117.0
AHPC,43,2760,AHPC,49,24294.0
AHPC,44,2620,AHPC,5,6135.0
AHPC,45,15349,AHPC,50,3850.0
AHPC,46,4140,AHPC,51,2652.0
AHPC,47,6608,AHPC,52,6541.0
AHPC,48,3957,AHPC,53,880.0
AHPC,49,13971,AHPC,54,2739.0
AHPC,5,6485,AHPC,55,1135.0
AHPC,50,2318,AHPC,56,5440.0
AHPC,51,3595,AHPC,57,2535.0
AHPC,52,2565,AHPC,58,32791.0
AHPC,53,6083,AHPC,59,3520.0
AHPC,54,1257,AHPC,6,2280.0
AHPC,55,4710,AHPC,7,1250.0
AHPC,56,2064,AHPC,8,1305.0
AHPC,57,9031,AIL,1,700.0
AHPC,58,11659,AIL,13,80.0
AHPC,59,3821,AIL,14,180.0
AHPC,6,3173,AIL,16,20.0
AHPC,7,5750,AIL,17,30.0
AHPC,8,5473,AIL,19,30.0
AIL,1,100,AIL,21,150.0
AIL,13,50,AIL,22,240.0
AIL,19,10,AIL,28,30.0
AIL,20,10,AIL,29,420.0
AIL,21,25,AIL,32,125.0
AIL,22,50,AIL,33,70.0
AIL,25,80,AIL,34,150.0
AIL,26,330,AIL,35,225.0
AIL,28,20,AIL,36,470.0
AIL,32,100,AIL,38,230.0
AIL,33,100,AIL,39,40.0
AIL,34,120,AIL,41,200.0
AIL,35,130,AIL,42,570.0
AIL,38,500,AIL,44,20.0
AIL,41,170,AIL,45,10.0
AIL,42,185,AIL,46,10.0
AIL,43,690,AIL,47,10.0
AIL,44,47,AIL,48,493.0
AIL,45,50,AIL,49,37.0
AIL,46,80,AIL,50,20.0
AIL,47,20,AIL,51,140.0
AIL,48,700,AIL,52,50.0
AIL,49,1013,AIL,53,10.0
AIL,5,100,AIL,54,10.0
AIL,52,40,AIL,55,10.0
AIL,53,10,AIL,56,10.0
AIL,57,110,AIL,57,40.0
AIL,58,270,AIL,58,350.0
AIL,6,50,AIL,6,10.0
