BStock,Buyer,BQty,SStock,Seller,SQty
ACLBSL,--,249,ACLBSL,--,249
ADBL,--,5567,ADBL,--,5567
ADBLD83,--,25,ADBLD83,--,25
AHPC,--,25475,AHPC,--,25475
AIL,--,450,AIL,--,450
AKBSL,--,70,AKBSL,--,70
AKJCL,--,16508,AKJCL,--,16508
AKPL,--,15129,AKPL,--,15129
ALBSL,--,954,ALBSL,--,954
ALICL,--,26949,ALICL,--,26949
API,--,34373,API,--,34373
BARUN,--,5549,BARUN,--,5549
BBC,--,45,BBC,--,45
BFC,--,4156,BFC,--,4156
BHL,--,1730,BHL,--,1730
BNHC,--,602,BNHC,--,602
BNT,--,1830,BNT,--,1830
BOKL,--,168570,BOKL,--,168570
BOKLPO,--,5755,BOKLPO,--,5755
BPCL,--,2691,BPCL,--,2691
CBBL,--,3408,CBBL,--,3408
CBL,--,236318,CBL,--,236318
CCBL,--,139812,CCBL,--,139812
CFCL,--,5028,CFCL,--,5028
CGH,--,2190,CGH,--,2190
CHCL,--,3670,CHCL,--,3670
CHDC,--,1950,CHDC,--,1950
CHL,--,1794,CHL,--,1794
CIT,--,4081,CIT,--,4081
CLBSL,--,891,CLBSL,--,891
CMF2,--,1000,CMF2,--,1000
CORBL,--,3216,CORBL,--,3216
CYCL,--,50,CYCL,--,50
CZBIL,--,70475,CZBIL,--,70475
DDBL,--,2979,DDBL,--,2979
DHPL,--,1501,DHPL,--,1501
EBL,--,3353,EBL,--,3353
EDBL,--,1609,EDBL,--,1609
ENL,--,615,ENL,--,615
FMDBL,--,3062,FMDBL,--,3062
FOWAD,--,773,FOWAD,--,773
GBBL,--,1844,GBBL,--,1844
GBD80/81,--,50,GBD80/81,--,50
GBIME,--,36227,GBIME,--,36227
GBLBS,--,832,GBLBS,--,832
GFCL,--,1660,GFCL,--,1660
GHL,--,15709,GHL,--,15709
GIC,--,760,GIC,--,760
GILB,--,513,GILB,--,513
GIMES1,--,10400,GIMES1,--,10400
GLH,--,730,GLH,--,730
GMFBS,--,19,GMFBS,--,19
GMFIL,--,2101,GMFIL,--,2101
GRDBL,--,720,GRDBL,--,720
GUFL,--,4396,GUFL,--,4396
GVL,--,32638,GVL,--,32638
HBL,--,11622,HBL,--,11622
HDHPC,--,3737,HDHPC,--,3737
HDL,--,3032,HDL,--,3032
HIDCL,--,22707,HIDCL,--,22707
HPPL,--,2160,HPPL,--,2160
HURJA,--,2650,HURJA,--,2650
ICFC,--,6248,ICFC,--,6248
ICFCD83,--,25,ICFCD83,--,25
IGI,--,7825,IGI,--,7825
ILBS,--,318,ILBS,--,318
JALPA,--,1390,JALPA,--,1390
JBBL,--,6219,JBBL,--,6219
JBLB,--,1202,JBLB,--,1202
JFL,--,739,JFL,--,739
JLI,--,1170,JLI,--,1170
JOSHI,--,3277,JOSHI,--,3277
JSLBB,--,856,JSLBB,--,856
KBL,--,32097,KBL,--,32097
KEF,--,5000,KEF,--,5000
KKHC,--,657,KKHC,--,657
KLBSL,--,142,KLBSL,--,142
KMCDB,--,144,KMCDB,--,144
KPCL,--,10,KPCL,--,10
KRBL,--,108,KRBL,--,108
KSBBL,--,9284,KSBBL,--,9284
LBBL,--,4524,LBBL,--,4524
LBL,--,3828,LBL,--,3828
LEC,--,1800,LEC,--,1800
LEMF,--,5500,LEMF,--,5500
LGIL,--,3137,LGIL,--,3137
LICN,--,5668,LICN,--,5668
LLBS,--,620,LLBS,--,620
LUK,--,10000,LUK,--,10000
MBJC,--,3180,MBJC,--,3180
MBL,--,11022,MBL,--,11022
MDB,--,4156,MDB,--,4156
MEN,--,1180,MEN,--,1180
MERO,--,450,MERO,--,450
MFIL,--,4799,MFIL,--,4799
MHNL,--,2001,MHNL,--,2001
MKJC,--,190,MKJC,--,190
MKLB,--,11,MKLB,--,11
MLBBL,--,10,MLBBL,--,10
MLBL,--,9003,MLBL,--,9003
MLBS,--,90,MLBS,--,90
MLBSL,--,678,MLBSL,--,678
MMF1,--,12300,MMF1,--,12300
MMFDB,--,54,MMFDB,--,54
MNBBL,--,6150,MNBBL,--,6150
MPFL,--,2349,MPFL,--,2349
MSLB,--,385,MSLB,--,385
NABBC,--,1935,NABBC,--,1935
NABIL,--,19701,NABIL,--,19701
NBF2,--,4500,NBF2,--,4500
NBF3,--,2545,NBF3,--,2545
NBL,--,16455,NBL,--,16455
NCCB,--,21168,NCCB,--,21168
NESDO,--,1315,NESDO,--,1315
NFS,--,3240,NFS,--,3240
NGPL,--,10161,NGPL,--,10161
NHDL,--,434,NHDL,--,434
NHPC,--,13685,NHPC,--,13685
NIBSF2,--,900,NIBSF2,--,900
NICA,--,18625,NICA,--,18625
NICBF,--,10500,NICBF,--,10500
NICGF,--,21000,NICGF,--,21000
NICL,--,3733,NICL,--,3733
NICLBSL,--,2120,NICLBSL,--,2120
NICSF,--,23300,NICSF,--,23300
NIFRA,--,19745,NIFRA,--,19745
NIL,--,2745,NIL,--,2745
NLBBL,--,451,NLBBL,--,451
NLG,--,1552,NLG,--,1552
NLIC,--,21169,NLIC,--,21169
NLICL,--,10095,NLICL,--,10095
NMB,--,20661,NMB,--,20661
NMB50,--,200,NMB50,--,200
NMBHF1,--,6000,NMBHF1,--,6000
NMBMF,--,1079,NMBMF,--,1079
NMFBS,--,1328,NMFBS,--,1328
NRIC,--,6466,NRIC,--,6466
NRN,--,1821,NRN,--,1821
NTC,--,3758,NTC,--,3758
NUBL,--,1536,NUBL,--,1536
NYADI,--,421,NYADI,--,421
OHL,--,610,OHL,--,610
PBLD84,--,25,PBLD84,--,25
PCBL,--,28715,PCBL,--,28715
PFL,--,1201,PFL,--,1201
PIC,--,1635,PIC,--,1635
PICL,--,1509,PICL,--,1509
PLI,--,1250,PLI,--,1250
PMHPL,--,120,PMHPL,--,120
PPCL,--,9375,PPCL,--,9375
PRIN,--,633,PRIN,--,633
PROFL,--,1475,PROFL,--,1475
PRVU,--,19990,PRVU,--,19990
PSF,--,61475,PSF,--,61475
RADHI,--,3580,RADHI,--,3580
RBCL,--,20,RBCL,--,20
RBCLPO,--,130,RBCLPO,--,130
RHPL,--,1940,RHPL,--,1940
RLFL,--,2691,RLFL,--,2691
RLI,--,3530,RLI,--,3530
RMDC,--,1206,RMDC,--,1206
RMF1,--,8320,RMF1,--,8320
RSDC,--,352,RSDC,--,352
RULB,--,768,RULB,--,768
RURU,--,286,RURU,--,286
SABSL,--,31,SABSL,--,31
SADBL,--,7093,SADBL,--,7093
SAEF,--,33148,SAEF,--,33148
SAHAS,--,3343,SAHAS,--,3343
SAND2085,--,50,SAND2085,--,50
SANIMA,--,16041,SANIMA,--,16041
SAPDBL,--,2497,SAPDBL,--,2497
SBCF,--,750,SBCF,--,750
SBI,--,440,SBI,--,440
SBL,--,9089,SBL,--,9089
SCB,--,8014,SCB,--,8014
SDLBSL,--,542,SDLBSL,--,542
SEF,--,16000,SEF,--,16000
SFCL,--,8179,SFCL,--,8179
SFCLP,--,4618,SFCLP,--,4618
SFMF,--,5115,SFMF,--,5115
