BStock,Buyer,BQty,SStock,Seller,SQty
ACLBSL,--,125,ACLBSL,--,125
ADBL,--,2270,ADBL,--,2270
AHPC,--,6132,AHPC,--,6132
AKJCL,--,575,AKJCL,--,575
AKPL,--,12778,AKPL,--,12778
ALBSL,--,66,ALBSL,--,66
ALICL,--,260,ALICL,--,260
API,--,8684,API,--,8684
AVYAN,--,850,AVYAN,--,850
BARUN,--,185,BARUN,--,185
BFC,--,153,BFC,--,153
BHDC,--,100,BHDC,--,100
BHL,--,170,BHL,--,170
BNHC,--,10,BNHC,--,10
BPCL,--,150,BPCL,--,150
CBBL,--,4141,CBBL,--,4141
CFCL,--,1794,CFCL,--,1794
CGH,--,192,CGH,--,192
CHCL,--,2098,CHCL,--,2098
CHDC,--,30,CHDC,--,30
CHL,--,100,CHL,--,100
CIT,--,359,CIT,--,359
CLBSL,--,50,CLBSL,--,50
CMF1,--,2300,CMF1,--,2300
CORBL,--,210,CORBL,--,210
CZBIL,--,830,CZBIL,--,830
DDBL,--,385,DDBL,--,385
DHPL,--,1125,DHPL,--,1125
DLBS,--,20,DLBS,--,20
DORDI,--,398,DORDI,--,398
EBL,--,31213,EBL,--,31213
EDBL,--,40,EDBL,--,40
ENL,--,150,ENL,--,150
FMDBL,--,2594,FMDBL,--,2594
FOWAD,--,3132,FOWAD,--,3132
GBBD85,--,100,GBBD85,--,100
GBBL,--,1773,GBBL,--,1773
GBLBS,--,589,GBLBS,--,589
GFCL,--,168,GFCL,--,168
GHL,--,30,GHL,--,30
GILB,--,358,GILB,--,358
GIMES1,--,275,GIMES1,--,275
GLBSL,--,174,GLBSL,--,174
GLH,--,100,GLH,--,100
GMFBS,--,20,GMFBS,--,20
GMFIL,--,200,GMFIL,--,200
GRDBL,--,10,GRDBL,--,10
GUFL,--,5002,GUFL,--,5002
GVL,--,350,GVL,--,350
HBL,--,2241,HBL,--,2241
HDHPC,--,10067,HDHPC,--,10067
HDL,--,1050,HDL,--,1050
HEI,--,1500,HEI,--,1500
HEIP,--,10,HEIP,--,10
HHL,--,170,HHL,--,170
HIDCL,--,5605,HIDCL,--,5605
HIDCLP,--,10,HIDCLP,--,10
HPPL,--,60,HPPL,--,60
HURJA,--,110,HURJA,--,110
ICFC,--,1273,ICFC,--,1273
IGI,--,734,IGI,--,734
ILBS,--,960,ILBS,--,960
JALPA,--,15262,JALPA,--,15262
JBBL,--,3583,JBBL,--,3583
