BStock,Buyer,BQty,SStock,Seller,SQty
ACLBSL,--,652,ACLBSL,--,652
ADBL,--,7325,ADBL,--,7325
AHPC,--,68625,AHPC,--,68625
AKJCL,--,17848,AKJCL,--,17848
AKPL,--,78498,AKPL,--,78498
ALBSL,--,250,ALBSL,--,250
ALICL,--,17362,ALICL,--,17362
API,--,189115,API,--,189115
BARUN,--,6687,BARUN,--,6687
BBC,--,123,BBC,--,123
BFC,--,9938,BFC,--,9938
BHDC,--,4470,BHDC,--,4470
BHL,--,5935,BHL,--,5935
BNHC,--,1329,BNHC,--,1329
BNT,--,60,BNT,--,60
BPCL,--,12268,BPCL,--,12268
CBBL,--,4531,CBBL,--,4531
CFCL,--,18809,CFCL,--,18809
CGH,--,70,CGH,--,70
CHCL,--,9397,CHCL,--,9397
CHDC,--,9935,CHDC,--,9935
CHL,--,4434,CHL,--,4434
CIT,--,4830,CIT,--,4830
CLBSL,--,541,CLBSL,--,541
CMF1,--,3300,CMF1,--,3300
CMF2,--,2500,CMF2,--,2500
CORBL,--,2970,CORBL,--,2970
CZBIL,--,15467,CZBIL,--,15467
DDBL,--,2936,DDBL,--,2936
DHPL,--,6714,DHPL,--,6714
DORDI,--,5060,DORDI,--,5060
EBL,--,10431,EBL,--,10431
EDBL,--,15489,EDBL,--,15489
ENL,--,225,ENL,--,225
FMDBL,--,8622,FMDBL,--,8622
FOWAD,--,4559,FOWAD,--,4559
GBBL,--,30292,GBBL,--,30292
GBILD86/87,--,10,GBILD86/87,--,10
GBLBS,--,4567,GBLBS,--,4567
GFCL,--,5543,GFCL,--,5543
GHL,--,19664,GHL,--,19664
GILB,--,676,GILB,--,676
GIMES1,--,212750,GIMES1,--,212750
GLBSL,--,1130,GLBSL,--,1130
GLH,--,5278,GLH,--,5278
GMFBS,--,209,GMFBS,--,209
GMFIL,--,22839,GMFIL,--,22839
GRDBL,--,5859,GRDBL,--,5859
GUFL,--,52420,GUFL,--,52420
GVL,--,13088,GVL,--,13088
GWFD83,--,200,GWFD83,--,200
HBL,--,3631,HBL,--,3631
HDHPC,--,64814,HDHPC,--,64814
HDL,--,11106,HDL,--,11106
HEI,--,70920,HEI,--,70920
HEIP,--,2413,HEIP,--,2413
HHL,--,7752,HHL,--,7752
HIDCL,--,67121,HIDCL,--,67121
HIDCLP,--,76117,HIDCLP,--,76117
HPPL,--,3315,HPPL,--,3315
HURJA,--,2474,HURJA,--,2474
ICFC,--,32906,ICFC,--,32906
ICFCD83,--,60,ICFCD83,--,60
IGI,--,9878,IGI,--,9878
ILBS,--,460,ILBS,--,460
JALPA,--,3775,JALPA,--,3775
JBBL,--,33206,JBBL,--,33206
JBLB,--,2598,JBLB,--,2598
JFL,--,9990,JFL,--,9990
JOSHI,--,28503,JOSHI,--,28503
JSLBB,--,308,JSLBB,--,308
KBL,--,19876,KBL,--,19876
KDBY,--,2800,KDBY,--,2800
KEF,--,17560,KEF,--,17560
KKHC,--,3412,KKHC,--,3412
KLBSL,--,10,KLBSL,--,10
KMCDB,--,60,KMCDB,--,60
KPCL,--,1380,KPCL,--,1380
KRBL,--,8284,KRBL,--,8284
KSBBL,--,20565,KSBBL,--,20565
LBBL,--,70995,LBBL,--,70995
LBL,--,2993,LBL,--,2993
LEC,--,7531,LEC,--,7531
LEMF,--,2500,LEMF,--,2500
LICN,--,3880,LICN,--,3880
LLBS,--,987,LLBS,--,987
LUK,--,44610,LUK,--,44610
MBJC,--,7399,MBJC,--,7399
MBL,--,11034,MBL,--,11034
MDB,--,8378,MDB,--,8378
MEN,--,520,MEN,--,520
MERO,--,938,MERO,--,938
MFIL,--,14617,MFIL,--,14617
MHL,--,2602,MHL,--,2602
MHNL,--,31885,MHNL,--,31885
MKJC,--,6853,MKJC,--,6853
MKLB,--,100,MKLB,--,100
MLBBL,--,319,MLBBL,--,319
MLBL,--,51254,MLBL,--,51254
MLBS,--,90,MLBS,--,90
MLBSL,--,578,MLBSL,--,578
MMF1,--,6400,MMF1,--,6400
MMFDB,--,780,MMFDB,--,780
MNBBL,--,13194,MNBBL,--,13194
MPFL,--,13206,MPFL,--,13206
MSLB,--,70,MSLB,--,70
NABBC,--,745,NABBC,--,745
NABIL,--,39836,NABIL,--,39836
NBF2,--,13000,NBF2,--,13000
NBF3,--,6110,NBF3,--,6110
NBL,--,8390,NBL,--,8390
NCCB,--,18618,NCCB,--,18618
NEF,--,8700,NEF,--,8700
NESDO,--,3929,NESDO,--,3929
NFS,--,24249,NFS,--,24249
NGPL,--,12758,NGPL,--,12758
NHDL,--,12859,NHDL,--,12859
NHPC,--,103392,NHPC,--,103392
NIBLPF,--,31900,NIBLPF,--,31900
NIBSF2,--,7500,NIBSF2,--,7500
NICA,--,13380,NICA,--,13380
NICBF,--,40000,NICBF,--,40000
NICFC,--,11460,NICFC,--,11460
NICGF,--,1900,NICGF,--,1900
NICL,--,4280,NICL,--,4280
NICLBSL,--,5595,NICLBSL,--,5595
NICSF,--,24900,NICSF,--,24900
NIFRA,--,35814,NIFRA,--,35814
NIL,--,3923,NIL,--,3923
NLBBL,--,2345,NLBBL,--,2345
NLG,--,15385,NLG,--,15385
NLIC,--,15296,NLIC,--,15296
NLICL,--,12741,NLICL,--,12741
NMB,--,26087,NMB,--,26087
NMB50,--,28080,NMB50,--,28080
NMBHF1,--,10409,NMBHF1,--,10409
NMBMF,--,1623,NMBMF,--,1623
NMFBS,--,1516,NMFBS,--,1516
NRIC,--,16882,NRIC,--,16882
NRN,--,7579,NRN,--,7579
NSLB,--,340,NSLB,--,340
NTC,--,30575,NTC,--,30575
NUBL,--,2616,NUBL,--,2616
NYADI,--,3120,NYADI,--,3120
OHL,--,638,OHL,--,638
PBD88,--,200,PBD88,--,200
PCBL,--,22853,PCBL,--,22853
PFL,--,9808,PFL,--,9808
PICL,--,5605,PICL,--,5605
PMHPL,--,5135,PMHPL,--,5135
PPCL,--,18115,PPCL,--,18115
PROFL,--,21983,PROFL,--,21983
PRVU,--,30438,PRVU,--,30438
PSF,--,5700,PSF,--,5700
RADHI,--,12113,RADHI,--,12113
RBCL,--,100,RBCL,--,100
RBCLPO,--,130,RBCLPO,--,130
RFPL,--,8117,RFPL,--,8117
RHGCL,--,10705,RHGCL,--,10705
RHPL,--,6080,RHPL,--,6080
RIDI,--,87456,RIDI,--,87456
RLFL,--,16914,RLFL,--,16914
RMDC,--,2714,RMDC,--,2714
RMF1,--,1350,RMF1,--,1350
RSDC,--,3668,RSDC,--,3668
RULB,--,1085,RULB,--,1085
RURU,--,987,RURU,--,987
SABSL,--,291,SABSL,--,291
SADBL,--,47350,SADBL,--,47350
SAEF,--,29570,SAEF,--,29570
SAHAS,--,9014,SAHAS,--,9014
SANIMA,--,4792,SANIMA,--,4792
SAPDBL,--,5176,SAPDBL,--,5176
SBCF,--,300,SBCF,--,300
SBI,--,731,SBI,--,731
SBL,--,11628,SBL,--,11628
SBLD84,--,25,SBLD84,--,25
SCB,--,2448,SCB,--,2448
SDLBSL,--,418,SDLBSL,--,418
SEF,--,900,SEF,--,900
SFCL,--,22555,SFCL,--,22555
SFMF,--,71830,SFMF,--,71830
SGHC,--,8473,SGHC,--,8473
SHEL,--,2570,SHEL,--,2570
SHINE,--,23299,SHINE,--,23299
SHIVM,--,29558,SHIVM,--,29558
SHL,--,25716,SHL,--,25716
SHPC,--,26379,SHPC,--,26379
SICL,--,4825,SICL,--,4825
SIFC,--,17094,SIFC,--,17094
SINDU,--,12477,SINDU,--,12477
SJCL,--,3922,SJCL,--,3922
SKBBL,--,1963,SKBBL,--,1963
SLBBL,--,878,SLBBL,--,878
SLBSL,--,54,SLBSL,--,54
SLCF,--,10200,SLCF,--,10200
SMATA,--,209,SMATA,--,209
SMB,--,42,SMB,--,42
SMFBS,--,100,SMFBS,--,100
SMFDB,--,20,SMFDB,--,20
SPC,--,2731,SPC,--,2731
SPDL,--,15054,SPDL,--,15054
SRBL,--,10776,SRBL,--,10776
SSHL,--,15831,SSHL,--,15831
STC,--,853,STC,--,853
SWBBL,--,5130,SWBBL,--,5130
SWMF,--,2129,SWMF,--,2129
TPC,--,4014,TPC,--,4014
TRH,--,869,TRH,--,869
UHEWA,--,12280,UHEWA,--,12280
UIC,--,9060,UIC,--,9060
ULBSL,--,861,ULBSL,--,861
UMHL,--,49852,UMHL,--,49852
UMRH,--,8409,UMRH,--,8409
UNHPL,--,26715,UNHPL,--,26715
UNL,--,30,UNL,--,30
UPCL,--,104537,UPCL,--,104537
UPPER,--,32910,UPPER,--,32910
USHEC,--,8581,USHEC,--,8581
USLB,--,751,USLB,--,751
VLBS,--,789,VLBS,--,789
WNLB,--,110,WNLB,--,110
