0,1,2,3,4,5
SLBBL,58,25,100,,
CHCL,25,14,100,,
CZBIL,8,49,400,,
BFC,49,33,30,,
AHPC,38,59,345,,
AHPC,41,59,50,,
CLBSL,13,59,24,,
AHPC,58,59,105,,
NABIL,35,39,40,,
NRIC,40,50,100,,
NLIC,39,59,17,,
NLIC,39,55,40,,
NLIC,39,29,100,,
DHPL,39,41,48,,
NLIC,39,13,11,,
CFCL,21,29,350,,
CFCL,35,29,500,,
CFCL,57,29,50,,
CFCL,25,29,261,,
SIL,58,29,100,,
CFCL,56,29,40,,
SIL,39,29,100,,
CFCL,3,29,175,,
BPCL,14,52,30,,
AKPL,17,34,50,,
PLI,44,19,836,,
PLI,59,19,21,,
PLI,51,19,43,,
AKPL,45,34,200,,
AKPL,20,41,350,,
CBBL,8,44,59,,
FMDBL,10,5,90,,
FMDBL,49,5,50,,
FMDBL,6,5,100,,
FMDBL,34,5,500,,
FMDBL,34,5,200,,
FMDBL,57,5,50,,
FMDBL,52,5,50,,
FMDBL,16,5,100,,
FMDBL,8,5,400,,
FMDBL,45,5,40,,
FMDBL,1,5,100,,
FMDBL,55,5,50,,
FMDBL,42,5,10,,
FMDBL,48,5,260,,
NICA,5,34,20,,
HDHPC,6,6,330,,
GBIME,6,6,156,,
GBIME,6,4,94,,
HDHPC,58,6,100,,
MDB,39,39,178,,
MDB,39,52,22,,
MLBL,48,39,262,,
MLBL,56,39,500,,
MLBL,33,39,100,,
MLBL,55,39,100,,
MLBL,28,39,200,,
MLBL,59,39,708,,
MLBL,28,39,130,,
GFCL,29,49,30,,
SHIVM,49,7,105,,
MEGA,44,14,145,,
MEGA,25,14,15,,
MEGA,43,14,40,,
HIDCL,54,49,100,,
PRVU,8,41,839,,
PRVU,46,41,200,,
PRVU,19,41,500,,
PRVU,46,41,870,,
PRVU,58,41,80,,
PRVU,44,41,161,,
LBBL,6,56,68,,
LBBL,13,56,50,,
LBBL,28,56,200,,
LBBL,45,56,10,,
LBBL,49,56,100,,
LBBL,59,56,72,,
CBL,46,59,30,,
HIDCL,20,49,10,,
CHCL,57,4,15,,
SAPDBL,45,57,41,,
MLBSL,44,1,10,,
MNBBL,46,4,250,,
MNBBL,14,4,100,,
MNBBL,58,4,150,,
NRN,36,22,390,,
NRN,36,14,10,,
NRN,36,14,22,,
NRN,36,5,500,,
NRN,36,42,10,,
NRN,36,53,68,,
NBL,58,36,8,,
NBL,58,40,192,,
NBL,1,40,65,,
KRBL,56,40,100,,
FMDBL,48,43,240,,
FMDBL,1,43,60,,
SGI,26,45,10,,
CBL,20,45,600,,
KSBBL,14,53,93,,
ICFC,42,28,200,,
ICFC,42,57,150,,
SHIVM,33,7,200,,
PCBL,32,40,10,,
PCBL,57,40,30,,
PCBL,50,40,100,,
PCBL,57,40,100,,
PCBL,58,40,195,,
JLI,4,37,10,,
NHPC,36,39,100,,
NHPC,25,39,200,,
NUBL,43,26,10,,
KSBBL,14,3,100,,
NHPC,54,43,44,,
NHPC,50,43,55,,
NHPC,10,43,201,,
NHPC,16,43,100,,
ICFC,43,53,20,,
NHPC,49,43,100,,
NCCB,32,21,47,,
NCCB,59,21,353,,
NCCB,59,21,480,,
NCCB,48,21,65,,
