0,1,2,3,4,5
RADHI,45,46,10,,
HDHPC,32,32,200,,
RLI,6,47,10,,
CFCL,58,29,380,,
NBL,52,34,200,,
NEF,21,52,100,,
NGPL,57,5,650,,
SLBSL,33,34,106,,
SLBSL,43,34,10,,
TPC,29,32,10,,
AKPL,58,3,355,,
CHL,28,34,110,,
NIFRA,38,47,50,,
SHEL,49,44,10,,
NABIL,38,32,15,,
MERO,50,41,10,,
NLIC,45,41,376,,
NLIC,21,41,10,,
RHPL,45,45,500,,
NHPC,40,28,13,,
DDBL,22,46,50,,
GFCL,21,48,20,,
MEGA,52,34,50,,
UPPER,32,59,40,,
NHPC,40,6,10,,
LBBL,48,42,150,,
LBBL,38,42,50,,
NICLBSL,58,47,10,,
TPC,29,38,10,,
HIDCL,21,41,67,,
TPC,29,42,10,,
SHIVM,14,58,50,,
SLI,54,6,10,,
RLI,57,14,10,,
MMFDB,26,55,100,,
SHEL,49,36,10,,
HDHPC,32,7,10,,
PPCL,14,17,50,,
NIFRA,38,36,10,,
PPCL,39,17,50,,
CGH,18,32,90,,
NLIC,49,58,50,,
UIC,6,26,115,,
UIC,39,26,100,,
UIC,34,26,50,,
UIC,50,26,100,,
UIC,55,26,12,,
UIC,25,26,10,,
NHPC,40,16,65,,
NHPC,40,49,50,,
NHPC,40,35,62,,
GBIME,50,44,100,,
MMF1,54,21,200,,
UPPER,32,36,60,,
GLH,16,46,10,,
NHPC,17,51,13,,
NHPC,22,51,100,,
NHPC,32,51,30,,
TPC,29,58,10,,
TPC,29,57,10,,
JLI,16,47,10,,
NIFRA,38,46,10,,
AKPL,58,56,59,,
NLBBL,49,29,19,,
NLBBL,51,29,20,,
NLBBL,41,29,20,,
NLBBL,21,29,10,,
NLBBL,56,29,17,,
NLBBL,25,29,50,,
NLBBL,10,29,21,,
NLBBL,28,29,60,,
NLBBL,21,29,43,,
NLBBL,28,29,100,,
NLBBL,57,29,50,,
NLBBL,25,29,20,,
MEGA,52,49,63,,
MEGA,19,49,30,,
MEGA,14,49,200,,
MEGA,7,49,57,,
AKPL,58,35,586,,
CHL,28,58,100,,
MLBL,20,20,4000,,
GLH,28,16,10,,
ULI,39,26,20,,
ULI,39,45,10,,
ULI,39,29,10,,
ULI,39,49,10,,
ULI,39,32,10,,
ULI,39,25,10,,
ULI,39,57,10,,
ULI,39,58,10,,
ULI,39,49,10,,
API,34,36,150,,
MLBL,36,20,28,,
CHDC,56,34,10,,
CHDC,21,34,40,,
AHPC,48,43,75,,
API,6,45,2,,
ALICL,6,10,100,,
ALICL,6,52,2000,,
ALICL,6,52,574,,
NGPL,57,55,100,,
SHEL,1,36,10,,
MERO,50,45,10,,
NSLB,6,20,10,,
MEGA,7,44,43,,
MEGA,33,44,57,,
NIL,48,38,115,,
TPC,45,38,10,,
JBBL,45,19,50,,
SGI,58,38,10,,
SHINE,D01,35,100,,
CHL,28,34,30,,
CHL,28,14,100,,
