0,1,2,3,4,5
MNBBL,41,45,150,,
CFCL,54,3,15,,
SADBL,14,13,60,,
SAHAS,3,36,10,,
SAHAS,3,19,10,,
PLI,45,49,10,,
EBL,51,25,100,,
NICA,21,33,10,,
API,21,43,11,,
NHPC,34,38,50,,
NHPC,25,38,150,,
NHPC,26,38,150,,
NHPC,34,38,150,,
NBB,35,49,20,,
NIFRA,14,36,60,,
SAHAS,3,22,10,,
SLI,16,29,10,,
JBBL,14,49,24,,
JBBL,1,49,31,,
JBBL,21,49,50,,
JBBL,49,49,100,,
JBBL,45,49,15,,
BPCL,32,56,10,,
SAHAS,8,17,10,,
ULI,33,28,10,,
HIDCL,48,59,378,,
SAHAS,8,59,10,,
KSBBL,4,4,100,,
NIFRA,14,36,50,,
API,21,16,300,,
ICFC,17,4,50,,
ICFC,14,4,50,,
NICA,6,38,12,,
JLI,17,36,10,,
AKPL,32,38,15,,
TPC,58,49,10,,
HIDCL,36,59,22,,
NRIC,49,49,30,,
MEGA,20,20,20043,,
NTC,33,58,20,,
NTC,33,57,10,,
NTC,33,49,50,,
NTC,33,11,30,,
MLBSL,57,36,10,,
PFL,21,45,10,,
CBL,58,21,30,,
SGI,42,41,10,,
SPDL,58,48,38,,
CHDC,22,48,10,,
MERO,41,34,50,,
SAHAS,8,49,10,,
CBBL,6,49,60,,
NABIL,17,57,50,,
HDHPC,14,57,240,,
SAHAS,8,11,10,,
HDHPC,14,56,250,,
JBLB,13,36,10,,
KSBBL,36,57,70,,
KBL,49,4,30,,
CHDC,22,34,10,,
GLH,57,43,160,,
GLH,32,43,40,,
NICA,6,57,12,,
MKJC,8,49,10,,
DDBL,58,4,98,,
DDBL,34,4,22,,
JLI,17,36,10,,
HIDCL,36,5,11,,
NIFRA,14,49,50,,
PROFL,47,38,100,,
NRIC,49,57,40,,
SAHAS,8,11,10,,
SLBSL,21,41,13,,
NABBC,45,4,50,,
NABBC,28,4,100,,
NABBC,58,4,50,,
GLH,32,36,10,,
DDBL,42,4,20,,
AIL,6,51,10,,
NBB,29,45,86,,
NBB,17,45,914,,
JFL,34,47,30,,
JFL,49,47,470,,
SLI,48,45,10,,
SKBBL,14,25,12,,
SKBBL,14,26,20,,
NLIC,29,32,10,,
ULI,33,3,10,,
SLI,48,48,10,,
UPPER,1,45,293,,
RLI,7,47,10,,
GIC,43,36,10,,
TRH,43,34,50,,
SFCL,28,34,248,,
SFCL,25,34,50,,
SFCL,13,34,25,,
SFCL,57,34,50,,
SFCL,58,34,30,,
SFCL,49,34,100,,
JBLB,13,21,10,,
NABIL,21,43,53,,
NABIL,58,43,10,,
NABIL,32,43,50,,
NABIL,42,43,50,,
NICA,6,57,12,,
UPPER,1,57,50,,
ADBL,28,39,120,,
HIDCL,36,49,191,,
CGH,50,44,40,,
CGH,50,4,10,,
CZBIL,13,45,70,,
NICLBSL,43,49,10,,
BFC,1,59,42,,
BOKL,58,34,42,,
RLI,58,41,10,,
RLI,7,41,10,,
OHL,51,6,50,,
SHEL,42,42,10,,
SHPC,45,29,132,,
NTC,34,58,40,,
NTC,45,58,160,,
NTC,32,58,100,,
SJCL,38,45,20,,
AKPL,32,16,255,,
LBBL,38,41,140,,
NRIC,49,13,40,,
SAHAS,8,49,10,,
SKBBL,52,26,20,,
NHPC,45,38,200,,
SAHAS,8,13,10,,
NLIC,58,42,55,,
LBL,38,50,1000,,
NMFBS,38,48,20,,
MERO,41,41,17,,
TPC,58,52,10,,
CFCL,42,38,100,,
AKPL,32,25,90,,
NIFRA,14,42,25,,
NIFRA,33,42,25,,
JBLB,38,42,10,,
KSBBL,5,38,550,,
JLI,26,44,10,,
SHPC,38,42,90,,
SLICL,17,58,91,,
CZBIL,13,36,11,,
NHPC,55,38,2000,,
NHPC,53,38,150,,
NHPC,41,38,10,,
NHPC,29,38,20,,
NHPC,58,38,70,,
CGH,50,45,70,,
CGH,29,45,30,,
MLBL,50,52,233,,
SLI,48,33,10,,
NTC,36,5,10,,
MLBL,50,48,1000,,
MHNL,25,49,20,,
SAHAS,8,52,10,,
SRBL,49,50,1651,,
SRBL,49,39,200,,
SRBL,49,1,200,,
SRBL,49,4,29,,
SRBL,49,1,200,,
SRBL,49,39,220,,
MKLB,56,49,10,,
SAHAS,8,42,10,,
ADBL,28,34,51,,
ADBL,35,34,50,,
MKJC,8,38,10,,
UPPER,52,34,25,,
MBL,5,55,100,,
