0,1,2,3,4,5
MHNL,16,7,500,,
JLI,11,22,10,,
UPCL,28,57,96,,
UPCL,21,57,404,,
UPPER,34,29,50,,
API,55,39,27,,
API,55,21,73,,
API,57,21,70,,
API,42,21,40,,
API,52,21,17,,
MEGA,7,7,951,,
UPPER,56,7,100,,
MEGA,7,41,49,,
NIL,7,48,50,,
UMHL,13,57,116,,
UMHL,52,57,84,,
PFL,42,8,100,,
NICSF,13,49,100,,
LEC,21,1,19,,
UMHL,58,1,100,,
NRIC,33,48,100,,
NICA,19,29,150,,
CHDC,45,39,90,,
UMHL,52,51,30,,
JBLB,17,49,10,,
JBLB,17,8,10,,
SJCL,38,58,30,,
OHL,35,25,10,,
CCBL,25,17,10,,
NBB,8,45,175,,
NBB,49,45,25,,
API,36,36,10,,
SHEL,58,28,10,,
NHDL,14,51,50,,
SGI,43,45,10,,
MHNL,41,14,150,,
RHPL,44,56,150,,
BARUN,25,53,450,,
BARUN,6,53,500,,
BARUN,20,53,50,,
UMHL,52,19,50,,
MHNL,22,14,20,,
MHNL,22,29,40,,
MHNL,22,49,40,,
API,52,1,103,,
API,49,1,180,,
API,48,1,1717,,
CGH,25,38,10,,
SHPC,41,8,2000,,
JBLB,52,7,10,,
SHEL,58,17,10,,
SANIMA,47,35,97,,
NBL,36,47,208,,
NBL,45,47,102,,
SLI,21,21,10,,
AKPL,52,35,50,,
AKPL,35,35,40,,
AKPL,36,35,30,,
AKPL,33,35,50,,
AKPL,49,35,35,,
AKPL,56,35,500,,
AKPL,52,35,165,,
AKPL,22,35,20,,
AKPL,22,35,110,,
RRHP,28,45,250,,
RRHP,49,45,250,,
NBB,53,17,200,,
SLI,21,58,10,,
SBCF,16,49,100,,
AHPC,41,38,73,,
AHPC,58,38,427,,
ICFC,45,58,30,,
JBLB,52,6,10,,
UPPER,57,29,115,,
SHPC,17,43,200,,
SHPC,17,34,100,,
AHPC,29,25,745,,
AHPC,29,34,10,,
AHPC,29,35,10,,
AHPC,29,38,485,,
AHPC,29,44,400,,
AHPC,29,57,200,,
AHPC,29,3,50,,
AHPC,29,39,200,,
AHPC,29,58,150,,
AHPC,29,44,50,,
AHPC,29,21,200,,
AHPC,29,44,500,,
SINDU,21,16,10,,
AHPC,58,34,10,,
NBL,32,51,700,,
CBBL,22,54,25,,
SHEL,58,28,10,,
CFCL,17,25,630,,
SHIVM,8,20,50,,
KBL,18,3,500,,
UMHL,52,38,286,,
UMHL,58,38,214,,
NBB,38,17,200,,
UMHL,21,38,200,,
NMB,52,45,12,,
NIFRA,41,45,50,,
NIFRA,58,45,13,,
NIFRA,45,45,50,,
NIFRA,54,45,30,,
PCBL,55,14,30,,
KKHC,19,46,10,,
UPPER,57,34,200,,
GLH,44,42,10,,
NEF,49,36,5000,,
NEF,58,36,1969,,
NEF,32,36,4000,,
MBL,39,45,100,,
NHPC,28,49,185,,
NHPC,28,34,60,,
SANIMA,55,35,41,,
SANIMA,55,45,19,,
SANIMA,45,45,64,,
SANIMA,45,34,200,,
MEN,17,41,10,,
MEN,17,21,10,,
