Stock,Buyer,Qty,Stock,Seller,Qty
AHPC,3,20,AHPC,19,200.0
AHPC,42,210,AHPC,41,30.0
AKPL,29,80,AKPL,41,360.0
AKPL,41,200,ALICL,18,40.0
AKPL,53,80,API,48,70.0
ALICL,59,40,BPCL,38,20.0
API,28,50,CBBL,11,100.0
API,58,20,CBBL,55,300.0
BPCL,4,20,CBL,47,200.0
CBBL,10,400,CCBL,49,100.0
CBL,38,130,CHDC,49,20.0
CBL,47,30,GBBL,48,1000.0
CBL,49,40,GBIME,47,200.0
CCBL,35,80,GUFL,17,240.0
CCBL,57,20,HIDCL,58,170.0
CHDC,44,20,JBLB,25,20.0
GBBL,48,1000,JBLB,28,20.0
GBIME,42,60,JBLB,35,20.0
GBIME,49,100,KKHC,21,40.0
GBIME,56,40,KRBL,34,80.0
GUFL,22,20,KRBL,51,80.0
GUFL,49,20,LEMF,41,200.0
GUFL,50,200,MBL,25,1000.0
HIDCL,22,170,MDB,8,24.0
JBLB,1,20,MEGA,47,300.0
JBLB,53,40,MEGA,57,90.0
KKHC,53,40,MPFL,32,100.0
KRBL,45,60,NBB,47,100.0
KRBL,49,100,NBL,28,60.0
LEMF,56,200,NCCB,48,140.0
MBL,11,40,NIFRA,34,900.0
MBL,6,960,NIFRA,47,100.0
MDB,29,24,NIFRA,56,20.0
MEGA,45,390,NIFRA,58,100.0
MPFL,32,60,NIL,49,200.0
MPFL,49,40,NLIC,38,40.0
NBB,49,100,NLIC,47,58.0
NBL,38,60,NMBMF,1,20.0
NCCB,34,40,NRIC,38,40.0
NCCB,47,100,NRIC,49,100.0
NIFRA,35,200,NRIC,55,400.0
NIFRA,6,920,NUBL,35,60.0
NIL,48,200,PLI,19,20.0
NLIC,14,40,PLI,34,20.0
NLIC,49,20,PROFL,34,20.0
NLIC,54,20,RHPL,47,60.0
NLIC,56,18,RSDC,19,20.0
NMBMF,14,20,SLBBL,1,20.0
NRIC,18,40,SSHL,58,100.0
NRIC,48,500,TRH,50,40.0
NUBL,42,20,UMHL,47,200.0
NUBL,49,40,,,
PLI,38,40,,,
PROFL,47,20,,,
RHPL,58,60,,,
RSDC,47,20,,,
SLBBL,49,20,,,
SSHL,44,100,,,
TRH,38,40,,,
UMHL,59,200,,,
