0,1,2,3,4,5
SHPC,16,49,925,,
EDBL,32,6,25,,
EDBL,32,19,25,,
ULI,17,34,10,,
LBL,48,1,100,,
LBL,45,1,160,,
JFL,8,19,27,,
JFL,17,19,178,,
JFL,28,19,25,,
NBF3,17,58,200,,
AKJCL,45,1,15,,
AKJCL,46,1,31,,
NBL,32,19,50,,
MBL,46,6,20,,
SHL,43,45,400,,
SHL,43,58,100,,
PPCL,48,1,100,,
ILBS,44,57,100,,
ILBS,57,57,50,,
ILBS,19,57,18,,
DDBL,43,32,40,,
DDBL,56,32,10,,
CHDC,7,58,10,,
NBL,43,33,100,,
SHINE,36,38,100,,
AKPL,19,50,61,,
CBBL,45,44,36,,
API,50,45,100,,
NHPC,38,36,20,,
NHPC,58,36,100,,
NHPC,57,36,80,,
HIDCL,6,21,10,,
RLFL,6,16,300,,
RLFL,7,16,50,,
RLFL,17,16,50,,
GUFL,35,49,50,,
GUFL,51,49,20,,
HIDCL,58,21,100,,
HIDCL,41,21,10,,
HIDCL,41,21,10,,
HIDCL,22,21,379,,
PCBL,49,38,300,,
NIFRA,57,3,70,,
SAPDBL,57,8,35,,
NHPC,22,34,50,,
SICL,35,16,50,,
NRIC,44,3,200,,
NRIC,50,3,100,,
BPCL,58,45,50,,
MERO,52,45,15,,
MERO,34,53,20,,
HIDCL,22,37,500,,
MEGA,1,53,686,,
MEGA,59,53,70,,
MEGA,45,53,100,,
MEGA,4,53,10,,
MEGA,48,53,95,,
MEGA,6,53,39,,
GBBL,34,16,21,,
JSLBB,51,40,20,,
FMDBL,47,22,60,,
PROFL,59,34,200,,
PCBL,48,D01,59,,
PCBL,58,D01,500,,
SINDU,40,10,40,,
SINDU,59,10,20,,
UMHL,28,58,240,,
CORBL,4,47,50,,
CBBL,38,44,35,,
SHPC,16,21,75,,
LUK,35,33,100,,
JOSHI,48,26,20,,
NICA,28,59,300,,
NLG,52,53,10,,
ICFC,35,33,50,,
BARUN,58,1,150,,
ICFC,35,53,10,,
BOKL,14,39,30,,
BOKL,32,39,50,,
BOKL,49,39,20,,
DHPL,21,57,10,,
DHPL,48,57,10,,
NABIL,52,45,100,,
NABIL,49,45,86,,
NABIL,22,45,10,,
NABIL,32,45,50,,
NGPL,14,28,482,,
NGPL,55,28,150,,
NGPL,41,28,40,,
NGPL,13,28,50,,
NGPL,34,28,50,,
MLBL,32,28,170,,
NGPL,38,28,28,,
MLBL,49,28,30,,
NYADI,35,53,10,,
SAHAS,39,19,223,,
SPC,39,58,10,,
MFIL,59,49,200,,
NLIC,19,57,96,,
UMHL,43,21,500,,
KSBBL,49,14,100,,
API,41,45,20,,
NYADI,57,52,10,,
SANIMA,42,8,93,,
SANIMA,42,58,110,,
AKPL,19,42,39,,
CLBSL,34,57,35,,
CLBSL,34,8,15,,
NRIC,19,35,22,,
NICA,46,3,20,,
NICA,55,3,50,,
NICA,21,3,50,,
NICA,49,3,100,,
BPCL,58,45,30,,
BPCL,58,47,10,,
BFC,14,35,220,,
FOWAD,36,58,200,,
NYADI,17,21,10,,
NYADI,17,43,10,,
NYADI,17,53,40,,
NYADI,17,45,10,,
LBBL,17,39,10,,
GBBL,49,16,49,,
GBBL,22,16,200,,
GBBL,34,16,30,,
NIFRA,57,49,10,,
AKPL,49,3,77,,
SHPC,38,21,25,,
PLIC,4,45,20,,
HIDCL,22,33,80,,
NYADI,57,16,10,,
NRN,25,48,150,,
UPPER,28,36,50,,
NRIC,41,35,10,,
NRIC,14,35,100,,
NRIC,35,35,100,,
NRIC,34,35,38,,
