0,1,2,3,4,5
ADBL,32,59,11,,
GMFIL,19,45,100,,
ICFC,28,28,200,,
ICFC,28,38,500,,
NIFRA,36,38,60,,
UMHL,38,29,10,,
SFMF,5,36,13291,,
SFMF,5,33,12210,,
JLI,7,43,100,,
SFMF,5,33,25964,,
NGPL,42,39,80,,
NGPL,49,39,25,,
NGPL,42,39,10,,
NGPL,5,39,10,,
NGPL,40,39,40,,
NGPL,10,39,20,,
NGPL,16,39,70,,
NGPL,33,39,40,,
NGPL,55,39,95,,
NGPL,53,39,10,,
AKPL,38,39,100,,
HDL,46,38,80,,
JBLB,26,41,10,,
NFS,34,34,50,,
NFS,45,34,100,,
NFS,40,34,50,,
NFS,5,34,165,,
NFS,41,34,135,,
AKPL,53,25,430,,
AKPL,38,25,70,,
ICFC,28,8,220,,
TRH,57,22,100,,
JFL,41,8,60,,
JFL,35,8,30,,
GBIME,57,45,50,,
API,45,8,86,,
API,45,34,14,,
FMDBL,45,38,10,,
GBIME,4,45,50,,
NBL,55,17,100,,
SHIVM,45,55,100,,
PROFL,56,40,130,,
GFCL,28,34,300,,
UMHL,25,38,500,,
JBBL,22,25,37,,
ICFC,28,53,40,,
SKBBL,45,1,27,,
NRIC,4,18,19,,
NRIC,4,49,11,,
CIT,1,56,50,,
ICFC,28,28,400,,
ICFC,28,34,300,,
ICFC,28,51,240,,
ICFC,28,39,200,,
ICFC,28,57,100,,
ICFC,28,33,50,,
ICFC,28,45,50,,
HDL,14,53,40,,
ICFC,28,20,2000,,
HDL,45,53,50,,
ICFC,28,49,50,,
HDL,17,53,10,,
ICFC,28,43,400,,
NHPC,53,49,200,,
ICFC,28,46,140,,
ICFC,28,50,100,,
ICFC,28,16,500,,
ICFC,28,11,20,,
ICFC,28,35,400,,
ICFC,28,54,500,,
ICFC,28,59,10,,
ICFC,28,59,10,,
ICFC,28,52,300,,
ICFC,28,45,100,,
ICFC,28,20,1500,,
ICFC,28,10,30,,
ICFC,28,19,50,,
NCCB,56,13,90,,
NCCB,56,53,200,,
NCCB,56,49,100,,
NCCB,56,19,793,,
NCCB,56,34,100,,
NCCB,56,47,50,,
NCCB,56,39,10,,
NCCB,56,45,250,,
NCCB,56,29,407,,
AKPL,38,6,400,,
PRVU,21,54,40,,
JBLB,7,21,10,,
SBL,54,28,3000,,
GBBL,21,11,18,,
SBL,54,45,200,,
SBL,54,34,300,,
MEGA,33,25,10,,
GFCL,28,35,40,,
PCBL,59,35,70,,
JBLB,49,7,10,,
NBB,49,40,800,,
UNHPL,44,45,15,,
SLICL,7,4,500,,
LGIL,3,7,45,,
ICFC,28,59,1000,,
MNBBL,41,57,56,,
MNBBL,41,57,100,,
MNBBL,7,57,50,,
MNBBL,41,57,100,,
MNBBL,29,57,30,,
MNBBL,50,57,110,,
MNBBL,45,57,100,,
MNBBL,25,57,100,,
MNBBL,14,57,50,,
MNBBL,57,57,10,,
MNBBL,56,57,100,,
MNBBL,43,57,500,,
MNBBL,38,57,250,,
MNBBL,13,57,100,,
SBL,57,34,500,,
MNBBL,17,57,244,,
NHPC,34,52,500,,
HDL,13,38,10,,
PMHPL,38,38,112,,
HDL,45,38,30,,
HDL,17,38,10,,
PMHPL,42,38,78,,
HDL,14,38,70,,
PMHPL,43,38,10,,
API,13,34,50,,
CMF1,13,17,150,,
GMFIL,29,45,50,,
PICL,33,14,100,,
GBBL,11,11,10,,
SBI,5,19,109,,
SBI,5,56,23,,
SBI,5,47,103,,
ICFC,28,38,280,,
ICFC,28,8,50,,
ICFC,28,59,10,,
ICFC,28,46,300,,
ICFC,28,6,400,,
ICFC,28,38,50,,
ICFC,28,50,100,,
