0,1,2,3,4,5
DHPL,45,28,19,,
FOWAD,7,56,30,,
SHL,45,56,442,,
ULI,1,48,10,,
NEF,21,7,736,,
ICFC,41,32,50,,
GBBL,35,21,74,,
ULI,1,21,10,,
GBBL,13,21,253,,
CCBL,25,44,42,,
GFCL,58,26,30,,
GFCL,25,26,60,,
SANIMA,13,48,10,,
SANIMA,56,48,200,,
SANIMA,50,48,15,,
RLFL,36,49,120,,
CFCL,18,17,50,,
CFCL,59,17,50,,
UIC,34,5,50,,
NYADI,49,45,10,,
DHPL,45,14,81,,
DHPL,48,14,20,,
DHPL,21,14,170,,
DHPL,36,14,29,,
NGPL,58,14,25,,
NGPL,17,14,10,,
NGPL,20,14,218,,
NCCB,25,22,10,,
ULI,1,58,10,,
NFS,22,49,15,,
NFS,58,49,20,,
NFS,34,49,65,,
NFS,14,49,100,,
CBBL,28,11,20,,
CBBL,45,11,10,,
CBBL,54,11,165,,
MBL,55,40,475,,
NYADI,49,58,10,,
SBL,16,14,247,,
SBL,29,14,100,,
SBL,52,14,1000,,
SBL,49,14,100,,
SBL,44,14,1000,,
SBL,49,14,100,,
SBL,45,14,50,,
SBL,45,14,150,,
SBL,49,14,50,,
SBL,17,14,20,,
SBL,52,14,83,,
SSHL,36,26,200,,
ACLBSL,54,43,56,,
SIFC,22,34,130,,
MEGA,38,45,100,,
KBL,53,14,150,,
KBL,53,54,100,,
NHPC,19,49,15,,
NHPC,50,49,155,,
NHPC,57,49,40,,
MKJC,58,16,345,,
MKJC,58,16,15,,
ULI,1,56,10,,
HPPL,37,58,101,,
HPPL,49,58,50,,
UIC,22,41,50,,
NYADI,49,21,10,,
SGI,47,42,10,,
NIFRA,26,58,40,,
NIFRA,58,58,10,,
SPC,36,14,10,,
ICFC,41,56,10,,
API,56,57,100,,
API,39,57,25,,
API,51,57,50,,
API,41,57,100,,
API,51,57,50,,
API,47,57,25,,
API,16,57,34,,
API,3,57,500,,
API,52,57,10,,
NYADI,49,45,10,,
NHPC,55,34,10,,
NHPC,55,49,190,,
MKJC,58,45,10,,
API,17,21,10,,
AHPC,38,59,458,,
AHPC,14,59,20,,
AHPC,42,59,20,,
MERO,19,19,100,,
MERO,4,19,10,,
MERO,28,19,20,,
MERO,28,19,14,,
SAHAS,48,35,10,,
NUBL,17,11,43,,
NUBL,57,11,10,,
NUBL,49,11,100,,
NUBL,21,11,27,,
NUBL,17,11,20,,
API,52,38,20,,
CBBL,22,47,24,,
CBBL,22,47,18,,
NYADI,49,33,10,,
SBL,52,14,17,,
SBL,19,14,100,,
SBL,39,14,500,,
SBL,33,14,400,,
SBL,16,14,250,,
SBL,41,14,50,,
SBL,5,14,30,,
PLIC,52,55,100,,
PLI,51,41,10,,
PLI,51,42,10,,
KSBBL,38,42,100,,
KSBBL,38,36,95,,
PMHPL,17,46,10,,
SHINE,41,26,120,,
UPPER,21,6,53,,
AKJCL,45,21,180,,
AKJCL,45,21,10,,
AKJCL,34,21,100,,
AKJCL,38,21,110,,
AKJCL,59,21,30,,
AKJCL,35,21,50,,
AKJCL,38,21,200,,
AKJCL,4,21,100,,
AKJCL,55,21,20,,
BPCL,49,49,10,,
UMHL,29,44,132,,
UMHL,7,44,100,,
UMHL,1,44,200,,
SSHL,36,17,100,,
MEN,26,42,10,,
TPC,50,58,10,,
HDHPC,45,1,500,,
SHPC,28,57,30,,
SHPC,34,57,86,,
API,58,21,30,,
AHPC,28,48,300,,
NIFRA,26,33,20,,
NABIL,29,6,10,,
NABIL,29,29,80,,
NABIL,29,57,10,,
NICA,13,34,60,,
TPC,34,58,10,,
MLBL,10,36,570,,
NIL,22,21,100,,
NIL,45,21,50,,
NIL,8,21,100,,
NIL,45,21,100,,
NIL,50,21,50,,
NIL,33,21,30,,
NIL,58,21,10,,
NIL,32,21,20,,
NIL,58,21,40,,
RLFL,50,50,100,,
RLFL,50,49,280,,
SLI,59,22,10,,
GUFL,17,4,79,,
HDL,32,50,10,,
HDL,25,50,100,,
HDL,54,50,10,,
HDL,49,50,50,,
HDL,17,50,10,,
HDL,3,50,20,,
MFIL,28,16,50,,
GIC,36,49,14,,
GIC,43,49,10,,
JFL,59,51,100,,
AHPC,59,59,10,,
AHPC,38,59,537,,
NABIL,42,47,150,,
DDBL,41,6,50,,
AIL,32,42,10,,
GLH,52,45,10,,
API,25,21,20,,
KPCL,25,47,10,,
SBI,6,34,1000,,
SBI,49,34,150,,
SBI,43,34,200,,
SBI,48,34,1000,,
SBI,43,34,600,,
SBI,29,34,10,,
SBI,35,34,25,,
SHINE,43,26,90,,
SHINE,46,26,50,,
SHINE,13,26,10,,
SHINE,57,26,50,,
SHINE,38,26,200,,
SHINE,28,26,100,,
SHINE,39,26,100,,
SHINE,57,26,20,,
SHINE,47,26,50,,
SHINE,11,26,10,,
SHINE,43,26,20,,
SPC,36,45,10,,
UPPER,37,58,90,,
