Stock,Buyer,Qty,Stock,Seller,Qty
ACLBSL,1,20,ACLBSL,1,10.0
ACLBSL,25,50,ACLBSL,11,39.0
ACLBSL,26,10,ACLBSL,16,10.0
ACLBSL,29,20,ACLBSL,20,10.0
ACLBSL,33,36,ACLBSL,21,20.0
ACLBSL,34,30,ACLBSL,25,10.0
ACLBSL,39,10,ACLBSL,26,20.0
ACLBSL,43,40,ACLBSL,34,46.0
ACLBSL,46,30,ACLBSL,38,80.0
ACLBSL,47,80,ACLBSL,41,10.0
ACLBSL,49,10,ACLBSL,42,10.0
ACLBSL,5,20,ACLBSL,43,20.0
ACLBSL,50,100,ACLBSL,45,30.0
ACLBSL,54,10,ACLBSL,49,20.0
ACLBSL,57,99,ACLBSL,51,30.0
ADBL,1,515,ACLBSL,52,10.0
ADBL,10,676,ACLBSL,55,50.0
ADBL,11,110,ACLBSL,59,130.0
ADBL,14,250,ACLBSL,6,10.0
ADBL,16,300,ADBL,1,40.0
ADBL,17,500,ADBL,10,781.0
ADBL,18,350,ADBL,13,15.0
ADBL,20,3200,ADBL,14,2510.0
ADBL,21,900,ADBL,16,1438.0
ADBL,22,140,ADBL,17,50.0
ADBL,25,520,ADBL,18,300.0
ADBL,26,330,ADBL,21,10.0
ADBL,28,1100,ADBL,22,40.0
ADBL,29,75,ADBL,25,30.0
ADBL,32,2098,ADBL,26,836.0
ADBL,33,2000,ADBL,28,103.0
ADBL,34,260,ADBL,3,1040.0
ADBL,35,250,ADBL,32,50.0
ADBL,36,100,ADBL,33,134.0
ADBL,38,193,ADBL,34,100.0
ADBL,39,400,ADBL,35,309.0
ADBL,4,20,ADBL,36,1200.0
ADBL,40,400,ADBL,38,547.0
ADBL,41,80,ADBL,39,700.0
ADBL,42,1230,ADBL,43,1000.0
ADBL,43,200,ADBL,44,8.0
ADBL,44,3570,ADBL,45,379.0
ADBL,45,585,ADBL,47,179.0
ADBL,46,30,ADBL,48,686.0
ADBL,47,100,ADBL,49,386.0
ADBL,48,300,ADBL,5,10.0
ADBL,49,605,ADBL,51,401.0
ADBL,5,250,ADBL,52,1290.0
ADBL,50,20,ADBL,54,500.0
ADBL,51,124,ADBL,57,3487.0
ADBL,52,50,ADBL,58,200.0
ADBL,53,200,ADBL,59,90.0
ADBL,54,600,ADBL,6,9197.0
ADBL,56,210,ADBL,7,310.0
ADBL,57,559,ADBLD83,11,150.0
ADBL,58,1414,ADBLD83,13,100.0
ADBL,59,400,ADBLD83,17,50.0
ADBL,6,242,ADBLD83,52,25.0
ADBL,7,110,AHPC,1,334.0
ADBL,8,2790,AHPC,10,3200.0
