Stock,Buyer,Qty,Stock,Seller,Qty
ACLBSL,1,20.0,ACLBSL,1,50
ACLBSL,17,341.0,ACLBSL,10,10
ACLBSL,19,100.0,ACLBSL,17,10
ACLBSL,21,820.0,ACLBSL,19,20
ACLBSL,26,100.0,ACLBSL,21,25
ACLBSL,29,10.0,ACLBSL,22,20
ACLBSL,32,60.0,ACLBSL,29,20
ACLBSL,35,26.0,ACLBSL,33,150
ACLBSL,38,99.0,ACLBSL,37,10
ACLBSL,41,10.0,ACLBSL,44,20
ACLBSL,44,10.0,ACLBSL,45,310
ACLBSL,51,324.0,ACLBSL,49,50
ACLBSL,52,26.0,ACLBSL,52,285
ACLBSL,57,44.0,ACLBSL,53,220
ACLBSL,58,10.0,ACLBSL,54,700
ADBL,1,251.0,ACLBSL,56,20
ADBL,10,73.0,ACLBSL,58,50
ADBL,13,20.0,ACLBSL,6,20
ADBL,14,2200.0,ACLBSL,8,10
ADBL,16,60.0,ADBL,1,1456
ADBL,19,91.0,ADBL,14,3450
ADBL,21,130.0,ADBL,16,479
ADBL,22,100.0,ADBL,17,645
ADBL,28,185.0,ADBL,18,30
ADBL,29,3000.0,ADBL,19,107
ADBL,3,1190.0,ADBL,21,136
ADBL,32,20.0,ADBL,25,200
ADBL,35,313.0,ADBL,26,488
ADBL,38,40.0,ADBL,28,2488
ADBL,4,48.0,ADBL,29,700
ADBL,40,5650.0,ADBL,32,426
ADBL,41,350.0,ADBL,33,774
ADBL,42,1172.0,ADBL,34,54
ADBL,45,385.0,ADBL,35,512
ADBL,46,350.0,ADBL,38,470
ADBL,47,50.0,ADBL,39,12200
ADBL,48,5050.0,ADBL,4,310
ADBL,49,90.0,ADBL,41,168
ADBL,5,15.0,ADBL,42,63
ADBL,50,750.0,ADBL,44,1000
ADBL,51,125.0,ADBL,45,2194
ADBL,52,200.0,ADBL,47,40
ADBL,54,80.0,ADBL,49,1677
ADBL,55,200.0,ADBL,51,350
ADBL,56,2036.0,ADBL,52,173
ADBL,57,1330.0,ADBL,53,210
ADBL,58,4909.0,ADBL,54,500
ADBL,59,1000.0,ADBL,55,522
ADBL,6,225.0,ADBL,56,861
ADBL,7,2645.0,ADBL,57,1539
ADBL,8,264.0,ADBL,58,571
ADBL,D01,2000.0,ADBL,59,10
ADBLD83,1,100.0,ADBL,6,594
ADBLD83,29,30.0,ADBL,8,1200
AHPC,1,2220.0,ADBLD83,41,130
AHPC,10,60.0,AHPC,1,3642
AHPC,11,1490.0,AHPC,10,15897
AHPC,13,560.0,AHPC,13,520
AHPC,14,4067.0,AHPC,14,6844
AHPC,16,10393.0,AHPC,16,635
AHPC,17,1340.0,AHPC,17,1270
AHPC,18,2000.0,AHPC,18,460
AHPC,19,643.0,AHPC,19,200
AHPC,20,600.0,AHPC,20,694
AHPC,21,6717.0,AHPC,21,1710
AHPC,22,2853.0,AHPC,22,1994
AHPC,25,6759.0,AHPC,25,3747
AHPC,26,2449.0,AHPC,26,913
AHPC,28,840.0,AHPC,28,5160
AHPC,29,4320.0,AHPC,29,2360
AHPC,3,690.0,AHPC,3,1480
AHPC,32,5200.0,AHPC,32,3035
AHPC,33,3475.0,AHPC,33,1550
AHPC,34,6291.0,AHPC,34,840
AHPC,35,2951.0,AHPC,35,3260
AHPC,36,100.0,AHPC,36,1000
AHPC,37,1644.0,AHPC,37,200
AHPC,38,5904.0,AHPC,38,3050
AHPC,39,1540.0,AHPC,39,4940
AHPC,4,1531.0,AHPC,4,2120
AHPC,40,600.0,AHPC,40,1002
AHPC,41,3419.0,AHPC,41,195
AHPC,42,1344.0,AHPC,42,867
AHPC,43,615.0,AHPC,43,1325
AHPC,44,2774.0,AHPC,44,553
AHPC,45,9640.0,AHPC,45,8825
AHPC,46,574.0,AHPC,46,310
AHPC,47,2050.0,AHPC,47,1451
AHPC,48,2268.0,AHPC,48,10424
AHPC,49,9956.0,AHPC,49,8634
AHPC,5,2605.0,AHPC,5,554
AHPC,50,2880.0,AHPC,50,1781
AHPC,51,4201.0,AHPC,51,550
AHPC,52,475.0,AHPC,52,1963
AHPC,53,525.0,AHPC,53,3150
AHPC,54,5609.0,AHPC,54,1228
AHPC,56,245.0,AHPC,55,600
AHPC,57,7184.0,AHPC,56,2351
AHPC,58,5012.0,AHPC,57,3965
AHPC,59,4275.0,AHPC,58,19914
AHPC,6,1088.0,AHPC,59,2904
AHPC,7,100.0,AHPC,6,700
AHPC,8,1140.0,AHPC,7,3469
AIL,1,30.0,AHPC,8,980
AIL,13,100.0,AIL,1,630
AIL,17,20.0,AIL,11,50
AIL,20,10.0,AIL,14,30
AIL,29,200.0,AIL,16,20
AIL,3,15.0,AIL,17,10
AIL,32,100.0,AIL,18,55
AIL,34,170.0,AIL,19,155
AIL,35,300.0,AIL,20,10
AIL,36,25.0,AIL,21,50
AIL,4,1238.0,AIL,22,110
AIL,41,70.0,AIL,26,30
AIL,42,140.0,AIL,28,20
AIL,47,150.0,AIL,29,110
AIL,48,500.0,AIL,3,10
AIL,49,730.0,AIL,32,260
AIL,50,10.0,AIL,34,338
AIL,51,957.0,AIL,35,120
AIL,52,90.0,AIL,36,282
AIL,53,250.0,AIL,37,20
AIL,56,50.0,AIL,38,170
AIL,58,990.0,AIL,39,30
AIL,59,240.0,AIL,4,10
AKJCL,1,11836.0,AIL,41,200
AKJCL,10,530.0,AIL,42,210
AKJCL,11,3745.0,AIL,43,295
AKJCL,13,3460.0,AIL,44,510
AKJCL,14,9436.0,AIL,45,330
AKJCL,16,640.0,AIL,46,10
AKJCL,17,8915.0,AIL,47,210
AKJCL,19,2115.0,AIL,48,150
AKJCL,20,855.0,AIL,49,40
AKJCL,21,13808.0,AIL,51,540
AKJCL,22,2854.0,AIL,52,20
AKJCL,25,1533.0,AIL,54,275
AKJCL,26,6409.0,AIL,56,30
AKJCL,28,2433.0,AIL,57,495
AKJCL,29,1641.0,AIL,58,60
AKJCL,3,570.0,AIL,59,10
AKJCL,32,2250.0,AIL,6,480
AKJCL,33,3595.0,AKJCL,1,3888
AKJCL,34,7467.0,AKJCL,10,440
AKJCL,35,13895.0,AKJCL,11,20
AKJCL,36,3445.0,AKJCL,13,630
AKJCL,37,660.0,AKJCL,14,2698
AKJCL,38,7864.0,AKJCL,16,3920
AKJCL,39,1000.0,AKJCL,17,1808
AKJCL,4,5100.0,AKJCL,18,1000
AKJCL,40,1200.0,AKJCL,19,60
AKJCL,41,4920.0,AKJCL,20,17950
AKJCL,42,3951.0,AKJCL,21,3230
AKJCL,43,2675.0,AKJCL,22,6360
AKJCL,44,3890.0,AKJCL,25,15418
AKJCL,45,18157.0,AKJCL,26,2550
AKJCL,46,2885.0,AKJCL,28,2410
AKJCL,47,5865.0,AKJCL,29,1770
AKJCL,48,18166.0,AKJCL,3,10349
AKJCL,49,5429.0,AKJCL,32,2544
AKJCL,5,700.0,AKJCL,33,2039
AKJCL,50,3152.0,AKJCL,34,3246
AKJCL,51,10444.0,AKJCL,35,3725
AKJCL,52,2245.0,AKJCL,36,3215
AKJCL,53,4015.0,AKJCL,37,1870
AKJCL,54,1475.0,AKJCL,38,1630
AKJCL,55,2460.0,AKJCL,39,64446
AKJCL,56,9410.0,AKJCL,4,4630
AKJCL,57,15600.0,AKJCL,41,7476
AKJCL,58,7551.0,AKJCL,42,13355
AKJCL,59,11946.0,AKJCL,43,3365
AKJCL,6,3760.0,AKJCL,44,6645
AKJCL,7,1725.0,AKJCL,45,841
AKJCL,8,2305.0,AKJCL,46,3307
AKPL,10,510.0,AKJCL,47,8030
AKPL,11,110.0,AKJCL,48,2754
AKPL,13,242.0,AKJCL,49,5630
AKPL,14,410.0,AKJCL,5,120
AKPL,16,1790.0,AKJCL,50,8362
AKPL,17,7170.0,AKJCL,51,4560
AKPL,18,199.0,AKJCL,52,2180
AKPL,19,996.0,AKJCL,53,280
AKPL,20,1900.0,AKJCL,54,1483
AKPL,21,4279.0,AKJCL,55,820
AKPL,22,6760.0,AKJCL,56,897
AKPL,25,730.0,AKJCL,57,9915
AKPL,26,1380.0,AKJCL,58,5781
AKPL,28,2000.0,AKJCL,59,1425
AKPL,29,2100.0,AKJCL,6,1780
AKPL,3,6882.0,AKJCL,7,6510
AKPL,32,230.0,AKJCL,8,2620
AKPL,33,1760.0,AKPL,1,2614
AKPL,34,3210.0,AKPL,10,1010
AKPL,35,19789.0,AKPL,11,2487
AKPL,36,1010.0,AKPL,13,2362
AKPL,37,800.0,AKPL,14,8554
AKPL,38,753.0,AKPL,16,5467
AKPL,39,37253.0,AKPL,17,1910
AKPL,4,1150.0,AKPL,19,5542
AKPL,40,14558.0,AKPL,20,2403
AKPL,41,2065.0,AKPL,21,4215
AKPL,42,3355.0,AKPL,22,2382
AKPL,43,3214.0,AKPL,25,2508
AKPL,44,8832.0,AKPL,26,3216
AKPL,45,9665.0,AKPL,28,2885
AKPL,46,1800.0,AKPL,29,9971
AKPL,47,5100.0,AKPL,3,5572
AKPL,48,1142.0,AKPL,32,16508
AKPL,49,3835.0,AKPL,33,4660
AKPL,5,650.0,AKPL,34,4755
AKPL,50,3096.0,AKPL,35,7583
AKPL,51,802.0,AKPL,36,3876
AKPL,52,658.0,AKPL,37,258
AKPL,53,9860.0,AKPL,38,6312
AKPL,54,540.0,AKPL,39,2323
AKPL,55,5165.0,AKPL,4,1231
AKPL,56,28901.0,AKPL,40,1610
AKPL,57,4150.0,AKPL,41,7872
AKPL,58,22951.0,AKPL,42,7326
AKPL,59,50.0,AKPL,43,5600
AKPL,6,2916.0,AKPL,44,5454
AKPL,7,1864.0,AKPL,45,10716
AKPL,8,10.0,AKPL,46,1723
ALBSL,10,20.0,AKPL,47,4304
ALBSL,11,20.0,AKPL,48,1909
ALBSL,17,200.0,AKPL,49,9543
ALBSL,21,10.0,AKPL,5,960
ALBSL,34,10.0,AKPL,50,12824
ALBSL,38,39.0,AKPL,51,2300
ALBSL,4,10.0,AKPL,52,2521
ALBSL,42,50.0,AKPL,53,6167
ALBSL,45,20.0,AKPL,54,6945
ALBSL,49,162.0,AKPL,55,1831
ALBSL,52,20.0,AKPL,56,2161
